"Year","Predicted SQA advanced higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","7 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2014","7 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2018","7 point(s)","Quintile 2","Main scheme applicant","All","10","10"," ","0"
"2019","7 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2021","7 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2022","7 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2023","7 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2010","8 point(s)","Quintile 2","Main scheme applicant","All","15","15","0.9380000000000001","0"
"2011","8 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2012","8 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2013","8 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2014","8 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2015","8 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2016","8 point(s)","Quintile 2","Main scheme applicant","All","10","10","1","0"
"2017","8 point(s)","Quintile 2","Main scheme applicant","All","10","10"," ","0"
"2018","8 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2019","8 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2020","8 point(s)","Quintile 2","Main scheme applicant","All","10","10","0.909","0"
"2021","8 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2022","8 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2023","8 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2010","9 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9470000000000001","0"
"2011","9 point(s)","Quintile 2","Main scheme applicant","All","15","10","0.923","0"
"2012","9 point(s)","Quintile 2","Main scheme applicant","All","25","25","0.852","0"
"2013","9 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9470000000000001","0"
"2014","9 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9520000000000001","0"
"2015","9 point(s)","Quintile 2","Main scheme applicant","All","15","10"," ","0"
"2016","9 point(s)","Quintile 2","Main scheme applicant","All","25","20","0.88","0"
"2017","9 point(s)","Quintile 2","Main scheme applicant","All","15","15","0.933","0"
"2018","9 point(s)","Quintile 2","Main scheme applicant","All","25","20","0.87","0"
"2019","9 point(s)","Quintile 2","Main scheme applicant","All","25","25","0.885","0"
"2020","9 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9","0"
"2021","9 point(s)","Quintile 2","Main scheme applicant","All","15","15","1","0"
"2022","9 point(s)","Quintile 2","Main scheme applicant","All","10","10","1","0"
"2023","9 point(s)","Quintile 2","Main scheme applicant","All","35","35","0.972","0"
"2010","10 point(s)","Quintile 2","Main scheme applicant","All","15","15","0.929","0"
"2011","10 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9520000000000001","0"
"2012","10 point(s)","Quintile 2","Main scheme applicant","All","20","15","0.85","0"
"2013","10 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9470000000000001","0"
"2014","10 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.905","0"
"2015","10 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9520000000000001","0"
"2016","10 point(s)","Quintile 2","Main scheme applicant","All","25","20","0.9570000000000001","0"
"2017","10 point(s)","Quintile 2","Main scheme applicant","All","10","10"," ","0"
"2018","10 point(s)","Quintile 2","Main scheme applicant","All","30","30","0.903","0"
"2019","10 point(s)","Quintile 2","Main scheme applicant","All","25","25","1","0"
"2020","10 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9","0"
"2021","10 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9520000000000001","0"
"2022","10 point(s)","Quintile 2","Main scheme applicant","All","25","25","0.96","0"
"2023","10 point(s)","Quintile 2","Main scheme applicant","All","30","30","0.967","0"
"2010","11 point(s)","Quintile 2","Main scheme applicant","All","15","15","0.9380000000000001","0"
"2011","11 point(s)","Quintile 2","Main scheme applicant","All","20","15","0.889","0"
"2012","11 point(s)","Quintile 2","Main scheme applicant","All","15","15","0.8130000000000001","0"
"2013","11 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9500000000000001","0"
"2014","11 point(s)","Quintile 2","Main scheme applicant","All","20","20","1","0"
"2015","11 point(s)","Quintile 2","Main scheme applicant","All","20","20","0.9470000000000001","0"
"2016","11 point(s)","Quintile 2","Main scheme applicant","All","20","15","0.85","0"
"2017","11 point(s)","Quintile 2","Main scheme applicant","All","25","20","0.87","0"
"2018","11 point(s)","Quintile 2","Main scheme applicant","All","20","15","0.9440000000000001","0"
"2019","11 point(s)","Quintile 2","Main scheme applicant","All","30","25","0.931","0"
"2020","11 point(s)","Quintile 2","Main scheme applicant","All","30","25","0.931","0"
"2021","11 point(s)","Quintile 2","Main scheme applicant","All","35","35","0.917","0"
"2022","11 point(s)","Quintile 2","Main scheme applicant","All","25","25","0.926","0"
"2023","11 point(s)","Quintile 2","Main scheme applicant","All","15","15","0.9410000000000001","0"
"2010","12 point(s)","Quintile 2","Main scheme applicant","All","40","40","0.929","0"
"2011","12 point(s)","Quintile 2","Main scheme applicant","All","30","30","0.9380000000000001","0"
"2012","12 point(s)","Quintile 2","Main scheme applicant","All","50","50","1","0"
"2013","12 point(s)","Quintile 2","Main scheme applicant","All","50","50","0.96","0"
"2014","12 point(s)","Quintile 2","Main scheme applicant","All","45","45","0.979","0"
"2015","12 point(s)","Quintile 2","Main scheme applicant","All","50","50","0.96","0"
"2016","12 point(s)","Quintile 2","Main scheme applicant","All","65","60","0.9390000000000001","0"
"2017","12 point(s)","Quintile 2","Main scheme applicant","All","55","50","0.909","0"
"2018","12 point(s)","Quintile 2","Main scheme applicant","All","85","75","0.906","0"
"2019","12 point(s)","Quintile 2","Main scheme applicant","All","75","70","0.932","0"
"2020","12 point(s)","Quintile 2","Main scheme applicant","All","75","70","0.933","0"
"2021","12 point(s)","Quintile 2","Main scheme applicant","All","70","70","0.9440000000000001","0"
"2022","12 point(s)","Quintile 2","Main scheme applicant","All","110","100","0.909","0"
"2023","12 point(s)","Quintile 2","Main scheme applicant","All","90","90","0.989","0"
"2023","5 point(s)","Quintile 3","Main scheme applicant","All","5","0"," ","0"
"2012","6 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2013","6 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2014","6 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2016","6 point(s)","Quintile 3","Main scheme applicant","All","5","0"," ","0"
"2019","6 point(s)","Quintile 3","Main scheme applicant","All","5","0"," ","0"
"2020","6 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2021","6 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2022","6 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2023","6 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2010","7 point(s)","Quintile 3","Main scheme applicant","All","10","10"," ","0"
"2011","7 point(s)","Quintile 3","Main scheme applicant","All","10","5"," ","0"
"2012","7 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2013","7 point(s)","Quintile 3","Main scheme applicant","All","10","10","0.917","0"
"2014","7 point(s)","Quintile 3","Main scheme applicant","All","10","10"," ","0"
"2015","7 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2018","7 point(s)","Quintile 3","Main scheme applicant","All","5","0"," ","0"
"2019","7 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2020","7 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2021","7 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2022","7 point(s)","Quintile 3","Main scheme applicant","All","10","5"," ","0"
"2023","7 point(s)","Quintile 3","Main scheme applicant","All","5","5"," ","0"
"2010","8 point(s)","Quintile 3","Main scheme applicant","All","25","20","0.833","0"
"2011","8 point(s)","Quintile 3","Main scheme applicant","All","15","15","0.882","0"
"2012","8 point(s)","Quintile 3","Main scheme applicant","All","30","25","0.719","0"
"2013","8 point(s)","Quintile 3","Main scheme applicant","All","20","20","0.864","0"
"2014","8 point(s)","Quintile 3","Main scheme applicant","All","20","15","0.889","0"
"2015","8 point(s)","Quintile 3","Main scheme applicant","All","10","10"," ","0"
"2016","8 point(s)","Quintile 3","Main scheme applicant","All","20","15","0.737","0"
"2017","8 point(s)","Quintile 3","Main scheme applicant","All","15","15","0.8240000000000001","0"
"2018","8 point(s)","Quintile 3","Main scheme applicant","All","15","10","0.769","0"
"2019","8 point(s)","Quintile 3","Main scheme applicant","All","15","15","0.882","0"
"2020","8 point(s)","Quintile 3","Main scheme applicant","All","10","10"," ","0"
"2021","8 point(s)","Quintile 3","Main scheme applicant","All","10","10"," ","0"
"2022","8 point(s)","Quintile 3","Main scheme applicant","All","20","15","0.833","0"
"2023","8 point(s)","Quintile 3","Main scheme applicant","All","10","10"," ","0"
"2010","9 point(s)","Quintile 3","Main scheme applicant","All","35","30","0.909","0"
"2011","9 point(s)","Quintile 3","Main scheme applicant","All","30","25","0.964","0"
"2012","9 point(s)","Quintile 3","Main scheme applicant","All","30","25","0.9","0"
"2013","9 point(s)","Quintile 3","Main scheme applicant","All","40","35","0.902","0"
"2014","9 point(s)","Quintile 3","Main scheme applicant","All","45","40","0.884","0"
"2015","9 point(s)","Quintile 3","Main scheme applicant","All","35","35","0.892","0"
"2016","9 point(s)","Quintile 3","Main scheme applicant","All","35","30","0.833","0"
"2017","9 point(s)","Quintile 3","Main scheme applicant","All","40","35","0.9490000000000001","0"
"2018","9 point(s)","Quintile 3","Main scheme applicant","All","35","35","0.919","0"
"2019","9 point(s)","Quintile 3","Main scheme applicant","All","45","40","0.93","0"
"2020","9 point(s)","Quintile 3","Main scheme applicant","All","30","30","0.966","0"
"2021","9 point(s)","Quintile 3","Main scheme applicant","All","20","20","0.8180000000000001","0"
"2022","9 point(s)","Quintile 3","Main scheme applicant","All","25","20","0.833","0"
"2023","9 point(s)","Quintile 3","Main scheme applicant","All","25","25","0.962","0"
"2010","10 point(s)","Quintile 3","Main scheme applicant","All","40","40","0.905","0"
"2011","10 point(s)","Quintile 3","Main scheme applicant","All","45","40","0.932","0"
"2012","10 point(s)","Quintile 3","Main scheme applicant","All","30","25","0.839","0"
"2013","10 point(s)","Quintile 3","Main scheme applicant","All","40","35","0.9490000000000001","0"
"2014","10 point(s)","Quintile 3","Main scheme applicant","All","55","50","0.925","0"
"2015","10 point(s)","Quintile 3","Main scheme applicant","All","45","40","0.911","0"
"2016","10 point(s)","Quintile 3","Main scheme applicant","All","35","30","0.882","0"
"2017","10 point(s)","Quintile 3","Main scheme applicant","All","35","30","0.9390000000000001","0"
