"Year","Predicted A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","11 point(s)","Quintile 3","All","All","2615","2170","0.8290000000000001","0"
"2023","11 point(s)","Quintile 3","All","All","2625","2165","0.8250000000000001","0"
"2010","12 point(s)","Quintile 3","All","All","4430","3655","0.8260000000000001","0"
"2011","12 point(s)","Quintile 3","All","All","4420","3770","0.853","0"
"2012","12 point(s)","Quintile 3","All","All","4280","3575","0.835","0"
"2013","12 point(s)","Quintile 3","All","All","4255","3605","0.847","0"
"2014","12 point(s)","Quintile 3","All","All","4235","3635","0.858","0"
"2015","12 point(s)","Quintile 3","All","All","4200","3635","0.865","0"
"2016","12 point(s)","Quintile 3","All","All","4410","3825","0.867","0"
"2017","12 point(s)","Quintile 3","All","All","4380","3825","0.873","0"
"2018","12 point(s)","Quintile 3","All","All","4210","3675","0.873","0"
"2019","12 point(s)","Quintile 3","All","All","3950","3415","0.865","0"
"2020","12 point(s)","Quintile 3","All","All","3860","3505","0.909","0"
"2021","12 point(s)","Quintile 3","All","All","4040","3565","0.882","0"
"2022","12 point(s)","Quintile 3","All","All","3730","3200","0.858","0"
"2023","12 point(s)","Quintile 3","All","All","3405","2845","0.836","0"
"2010","13 point(s)","Quintile 3","All","All","4205","3575","0.85","5"
"2011","13 point(s)","Quintile 3","All","All","4275","3745","0.876","0"
"2012","13 point(s)","Quintile 3","All","All","4235","3610","0.852","0"
"2013","13 point(s)","Quintile 3","All","All","4350","3820","0.878","0"
"2014","13 point(s)","Quintile 3","All","All","4450","3825","0.86","0"
"2015","13 point(s)","Quintile 3","All","All","4820","4195","0.87","0"
"2016","13 point(s)","Quintile 3","All","All","4755","4170","0.877","0"
"2017","13 point(s)","Quintile 3","All","All","4720","4130","0.875","0"
"2018","13 point(s)","Quintile 3","All","All","4485","3975","0.886","0"
"2019","13 point(s)","Quintile 3","All","All","4355","3860","0.887","0"
"2020","13 point(s)","Quintile 3","All","All","4140","3730","0.901","0"
"2021","13 point(s)","Quintile 3","All","All","4270","3835","0.898","0"
"2022","13 point(s)","Quintile 3","All","All","4085","3510","0.86","0"
"2023","13 point(s)","Quintile 3","All","All","4060","3475","0.857","0"
"2010","14 point(s)","Quintile 3","All","All","3965","3425","0.863","0"
"2011","14 point(s)","Quintile 3","All","All","3865","3430","0.888","0"
"2012","14 point(s)","Quintile 3","All","All","3810","3360","0.882","0"
"2013","14 point(s)","Quintile 3","All","All","4105","3675","0.895","0"
"2014","14 point(s)","Quintile 3","All","All","4055","3610","0.89","0"
"2015","14 point(s)","Quintile 3","All","All","4435","3940","0.889","0"
"2016","14 point(s)","Quintile 3","All","All","4495","4015","0.893","0"
"2017","14 point(s)","Quintile 3","All","All","4655","4140","0.889","0"
"2018","14 point(s)","Quintile 3","All","All","4405","3915","0.888","0"
"2019","14 point(s)","Quintile 3","All","All","4375","3885","0.889","0"
"2020","14 point(s)","Quintile 3","All","All","4170","3795","0.91","0"
"2021","14 point(s)","Quintile 3","All","All","4350","3915","0.9","0"
"2022","14 point(s)","Quintile 3","All","All","4355","3770","0.866","0"
"2023","14 point(s)","Quintile 3","All","All","4390","3750","0.854","0"
"2010","15 point(s)","Quintile 3","All","All","4725","4135","0.875","0"
"2011","15 point(s)","Quintile 3","All","All","4340","3890","0.896","0"
"2012","15 point(s)","Quintile 3","All","All","4040","3560","0.881","0"
"2013","15 point(s)","Quintile 3","All","All","4245","3805","0.896","0"
"2014","15 point(s)","Quintile 3","All","All","4115","3655","0.889","0"
"2015","15 point(s)","Quintile 3","All","All","4085","3690","0.903","0"
"2016","15 point(s)","Quintile 3","All","All","4135","3725","0.901","0"
"2017","15 point(s)","Quintile 3","All","All","4315","3865","0.895","0"
"2018","15 point(s)","Quintile 3","All","All","4350","3870","0.889","0"
"2019","15 point(s)","Quintile 3","All","All","4330","3790","0.874","0"
"2020","15 point(s)","Quintile 3","All","All","4340","3845","0.887","0"
"2021","15 point(s)","Quintile 3","All","All","4730","4155","0.878","0"
"2022","15 point(s)","Quintile 3","All","All","4805","4105","0.854","0"
"2023","15 point(s)","Quintile 3","All","All","5005","4255","0.85","0"
"2010","16 point(s)","Quintile 3","All","All","1610","1420","0.881","0"
"2011","16 point(s)","Quintile 3","All","All","2020","1835","0.908","0"
"2012","16 point(s)","Quintile 3","All","All","2235","1980","0.887","0"
"2013","16 point(s)","Quintile 3","All","All","2390","2170","0.908","0"
"2014","16 point(s)","Quintile 3","All","All","2440","2185","0.895","0"
"2015","16 point(s)","Quintile 3","All","All","2445","2195","0.899","0"
"2016","16 point(s)","Quintile 3","All","All","2410","2185","0.908","0"
"2017","16 point(s)","Quintile 3","All","All","2575","2355","0.914","0"
"2018","16 point(s)","Quintile 3","All","All","2660","2380","0.896","0"
"2019","16 point(s)","Quintile 3","All","All","2945","2615","0.888","0"
"2020","16 point(s)","Quintile 3","All","All","2900","2625","0.905","0"
"2021","16 point(s)","Quintile 3","All","All","3195","2810","0.879","0"
"2022","16 point(s)","Quintile 3","All","All","3800","3240","0.853","0"
"2023","16 point(s)","Quintile 3","All","All","4030","3490","0.866","0"
"2010","17 point(s)","Quintile 3","All","All","895","825","0.92","0"
"2011","17 point(s)","Quintile 3","All","All","1150","1060","0.92","0"
"2012","17 point(s)","Quintile 3","All","All","1315","1195","0.91","0"
"2013","17 point(s)","Quintile 3","All","All","1325","1205","0.909","0"
"2014","17 point(s)","Quintile 3","All","All","1415","1275","0.902","0"
"2015","17 point(s)","Quintile 3","All","All","1510","1380","0.913","0"
"2016","17 point(s)","Quintile 3","All","All","1500","1385","0.921","0"
"2017","17 point(s)","Quintile 3","All","All","1585","1450","0.916","0"
"2018","17 point(s)","Quintile 3","All","All","1630","1475","0.906","0"
"2019","17 point(s)","Quintile 3","All","All","1930","1740","0.902","0"
"2020","17 point(s)","Quintile 3","All","All","1980","1815","0.917","0"
"2021","17 point(s)","Quintile 3","All","All","2235","2005","0.897","0"
"2022","17 point(s)","Quintile 3","All","All","2605","2255","0.865","0"
"2023","17 point(s)","Quintile 3","All","All","2925","2550","0.872","0"
"2010","18 point(s)","Quintile 3","All","All","940","860","0.916","0"
"2011","18 point(s)","Quintile 3","All","All","1145","1070","0.932","0"
"2012","18 point(s)","Quintile 3","All","All","1290","1185","0.919","0"
"2013","18 point(s)","Quintile 3","All","All","1280","1175","0.921","0"
"2014","18 point(s)","Quintile 3","All","All","1295","1200","0.928","0"
"2015","18 point(s)","Quintile 3","All","All","1365","1275","0.935","0"
"2016","18 point(s)","Quintile 3","All","All","1415","1320","0.931","0"
"2017","18 point(s)","Quintile 3","All","All","1375","1265","0.92","0"
"2018","18 point(s)","Quintile 3","All","All","1450","1355","0.936","0"
"2019","18 point(s)","Quintile 3","All","All","1675","1535","0.917","0"
"2020","18 point(s)","Quintile 3","All","All","1875","1760","0.9400000000000001","0"
"2021","18 point(s)","Quintile 3","All","All","2180","1975","0.906","0"
"2022","18 point(s)","Quintile 3","All","All","2945","2625","0.891","0"
"2023","18 point(s)","Quintile 3","All","All","3205","2875","0.897","0"
"2010","3 point(s)","Quintile 4","All","All","15","5"," ","0"
"2011","3 point(s)","Quintile 4","All","All","5","5"," ","0"
"2012","3 point(s)","Quintile 4","All","All","5","0"," ","0"
"2013","3 point(s)","Quintile 4","All","All","5","0"," ","0"
"2014","3 point(s)","Quintile 4","All","All","5","0"," ","0"
"2018","3 point(s)","Quintile 4","All","All","10","5"," ","0"
"2019","3 point(s)","Quintile 4","All","All","5","5"," ","0"
"2020","3 point(s)","Quintile 4","All","All","10","5"," ","0"
"2021","3 point(s)","Quintile 4","All","All","10","10"," ","0"
"2022","3 point(s)","Quintile 4","All","All","10","10"," ","0"
"2023","3 point(s)","Quintile 4","All","All","10","5"," ","0"
"2010","4 point(s)","Quintile 4","All","All","40","20","0.5","0"
"2011","4 point(s)","Quintile 4","All","All","30","20","0.71","0"
"2012","4 point(s)","Quintile 4","All","All","15","5"," ","0"
"2013","4 point(s)","Quintile 4","All","All","15","10"," ","0"
"2014","4 point(s)","Quintile 4","All","All","5","5"," ","0"
"2015","4 point(s)","Quintile 4","All","All","10","5"," ","0"
"2016","4 point(s)","Quintile 4","All","All","5","5"," ","0"
"2017","4 point(s)","Quintile 4","All","All","5","0"," ","0"
"2018","4 point(s)","Quintile 4","All","All","10","10"," ","0"
"2019","4 point(s)","Quintile 4","All","All","25","10","0.522","0"
"2020","4 point(s)","Quintile 4","All","All","15","10","0.786","0"
"2021","4 point(s)","Quintile 4","All","All","25","20","0.75","0"
"2022","4 point(s)","Quintile 4","All","All","30","20","0.655","0"
"2023","4 point(s)","Quintile 4","All","All","25","15","0.6960000000000001","0"
"2010","5 point(s)","Quintile 4","All","All","125","75","0.587","0"
"2011","5 point(s)","Quintile 4","All","All","105","65","0.606","0"
"2012","5 point(s)","Quintile 4","All","All","80","50","0.637","0"
"2013","5 point(s)","Quintile 4","All","All","60","40","0.683","0"
"2014","5 point(s)","Quintile 4","All","All","35","25","0.73","0"
"2015","5 point(s)","Quintile 4","All","All","40","35","0.833","0"
"2016","5 point(s)","Quintile 4","All","All","30","25","0.8","0"
"2017","5 point(s)","Quintile 4","All","All","35","30","0.8","0"
"2018","5 point(s)","Quintile 4","All","All","40","35","0.786","0"
"2019","5 point(s)","Quintile 4","All","All","45","30","0.721","0"
"2020","5 point(s)","Quintile 4","All","All","55","45","0.811","0"
"2021","5 point(s)","Quintile 4","All","All","45","35","0.773","0"
"2022","5 point(s)","Quintile 4","All","All","70","45","0.634","0"
"2023","5 point(s)","Quintile 4","All","All","65","35","0.53","0"
"2010","6 point(s)","Quintile 4","All","All","415","260","0.63","0"
"2011","6 point(s)","Quintile 4","All","All","350","235","0.671","0"
"2012","6 point(s)","Quintile 4","All","All","200","140","0.6980000000000001","0"
"2013","6 point(s)","Quintile 4","All","All","185","135","0.715","0"
"2014","6 point(s)","Quintile 4","All","All","140","100","0.6970000000000001","0"
"2015","6 point(s)","Quintile 4","All","All","125","95","0.75","0"
"2016","6 point(s)","Quintile 4","All","All","120","100","0.803","0"
"2017","6 point(s)","Quintile 4","All","All","120","100","0.8250000000000001","0"
"2018","6 point(s)","Quintile 4","All","All","115","85","0.739","0"
"2019","6 point(s)","Quintile 4","All","All","135","100","0.744","0"
"2020","6 point(s)","Quintile 4","All","All","130","110","0.848","0"
"2021","6 point(s)","Quintile 4","All","All","150","120","0.8180000000000001","0"
"2022","6 point(s)","Quintile 4","All","All","160","115","0.722","0"
"2023","6 point(s)","Quintile 4","All","All","150","100","0.653","0"
"2010","7 point(s)","Quintile 4","All","All","905","605","0.67","0"
"2011","7 point(s)","Quintile 4","All","All","675","465","0.6920000000000001","0"
"2012","7 point(s)","Quintile 4","All","All","510","345","0.679","0"
"2013","7 point(s)","Quintile 4","All","All","435","320","0.733","0"
"2014","7 point(s)","Quintile 4","All","All","400","305","0.769","0"
"2015","7 point(s)","Quintile 4","All","All","350","275","0.783","0"
"2016","7 point(s)","Quintile 4","All","All","320","255","0.789","0"
"2017","7 point(s)","Quintile 4","All","All","330","250","0.756","0"
"2018","7 point(s)","Quintile 4","All","All","305","230","0.762","0"
"2019","7 point(s)","Quintile 4","All","All","270","205","0.753","0"
"2020","7 point(s)","Quintile 4","All","All","245","200","0.8280000000000001","0"
"2021","7 point(s)","Quintile 4","All","All","280","225","0.801","0"
"2022","7 point(s)","Quintile 4","All","All","345","275","0.793","0"
"2023","7 point(s)","Quintile 4","All","All","295","220","0.734","0"
"2010","8 point(s)","Quintile 4","All","All","1550","1075","0.6940000000000001","0"
"2011","8 point(s)","Quintile 4","All","All","1370","985","0.719","5"
"2012","8 point(s)","Quintile 4","All","All","1060","785","0.74","0"
"2013","8 point(s)","Quintile 4","All","All","945","700","0.741","0"
"2014","8 point(s)","Quintile 4","All","All","870","665","0.764","0"
"2015","8 point(s)","Quintile 4","All","All","740","585","0.792","0"
"2016","8 point(s)","Quintile 4","All","All","720","595","0.8260000000000001","0"
"2017","8 point(s)","Quintile 4","All","All","640","520","0.808","0"
"2018","8 point(s)","Quintile 4","All","All","585","490","0.834","0"
"2019","8 point(s)","Quintile 4","All","All","505","395","0.779","0"
"2020","8 point(s)","Quintile 4","All","All","540","475","0.879","0"
"2021","8 point(s)","Quintile 4","All","All","535","455","0.847","0"
"2022","8 point(s)","Quintile 4","All","All","620","505","0.8130000000000001","0"
"2023","8 point(s)","Quintile 4","All","All","485","365","0.745","0"
"2010","9 point(s)","Quintile 4","All","All","3080","2310","0.749","0"
"2011","9 point(s)","Quintile 4","All","All","2775","2110","0.761","0"
"2012","9 point(s)","Quintile 4","All","All","2345","1770","0.755","0"
"2013","9 point(s)","Quintile 4","All","All","2075","1640","0.79","5"
"2014","9 point(s)","Quintile 4","All","All","2010","1590","0.791","0"
"2015","9 point(s)","Quintile 4","All","All","1850","1490","0.804","0"
"2016","9 point(s)","Quintile 4","All","All","1760","1430","0.812","0"
"2017","9 point(s)","Quintile 4","All","All","1635","1350","0.8240000000000001","0"
"2018","9 point(s)","Quintile 4","All","All","1440","1170","0.812","0"
"2019","9 point(s)","Quintile 4","All","All","1400","1135","0.811","0"
"2020","9 point(s)","Quintile 4","All","All","1285","1120","0.871","0"
"2021","9 point(s)","Quintile 4","All","All","1410","1235","0.875","0"
"2022","9 point(s)","Quintile 4","All","All","1405","1135","0.806","0"
"2023","9 point(s)","Quintile 4","All","All","1230","955","0.778","0"
"2010","10 point(s)","Quintile 4","All","All","3725","2920","0.784","0"
"2011","10 point(s)","Quintile 4","All","All","3660","2935","0.801","0"
"2012","10 point(s)","Quintile 4","All","All","3290","2605","0.791","0"
"2013","10 point(s)","Quintile 4","All","All","3025","2485","0.8210000000000001","0"
"2014","10 point(s)","Quintile 4","All","All","2965","2455","0.8270000000000001","0"
"2015","10 point(s)","Quintile 4","All","All","2875","2410","0.838","0"
"2016","10 point(s)","Quintile 4","All","All","2710","2285","0.844","0"
"2017","10 point(s)","Quintile 4","All","All","2610","2185","0.836","0"
"2018","10 point(s)","Quintile 4","All","All","2295","1915","0.834","0"
"2019","10 point(s)","Quintile 4","All","All","2140","1815","0.847","0"
"2020","10 point(s)","Quintile 4","All","All","1990","1785","0.898","0"
"2021","10 point(s)","Quintile 4","All","All","2195","1920","0.875","0"
"2022","10 point(s)","Quintile 4","All","All","2260","1850","0.8200000000000001","0"
"2023","10 point(s)","Quintile 4","All","All","1960","1580","0.807","0"
"2010","11 point(s)","Quintile 4","All","All","4505","3630","0.806","0"
"2011","11 point(s)","Quintile 4","All","All","4510","3740","0.8300000000000001","5"
"2012","11 point(s)","Quintile 4","All","All","4125","3345","0.811","0"
"2013","11 point(s)","Quintile 4","All","All","4050","3425","0.845","0"
"2014","11 point(s)","Quintile 4","All","All","3985","3325","0.834","0"
"2015","11 point(s)","Quintile 4","All","All","3990","3370","0.844","0"
"2016","11 point(s)","Quintile 4","All","All","3850","3250","0.844","0"
"2017","11 point(s)","Quintile 4","All","All","3880","3295","0.849","0"
"2018","11 point(s)","Quintile 4","All","All","3620","3100","0.856","0"
"2019","11 point(s)","Quintile 4","All","All","3310","2815","0.851","0"
"2020","11 point(s)","Quintile 4","All","All","3135","2805","0.894","5"
"2021","11 point(s)","Quintile 4","All","All","3300","2895","0.876","0"
"2022","11 point(s)","Quintile 4","All","All","3260","2760","0.847","0"
"2023","11 point(s)","Quintile 4","All","All","3015","2500","0.8290000000000001","0"
"2010","12 point(s)","Quintile 4","All","All","5500","4615","0.839","0"
"2011","12 point(s)","Quintile 4","All","All","5450","4680","0.859","0"
"2012","12 point(s)","Quintile 4","All","All","5195","4350","0.837","0"
"2013","12 point(s)","Quintile 4","All","All","5335","4505","0.844","0"
"2014","12 point(s)","Quintile 4","All","All","5090","4335","0.852","0"
"2015","12 point(s)","Quintile 4","All","All","5265","4490","0.853","0"
"2016","12 point(s)","Quintile 4","All","All","5095","4400","0.863","0"
"2017","12 point(s)","Quintile 4","All","All","5135","4420","0.861","0"
"2018","12 point(s)","Quintile 4","All","All","5045","4345","0.862","0"
"2019","12 point(s)","Quintile 4","All","All","4870","4215","0.866","0"
"2020","12 point(s)","Quintile 4","All","All","4665","4225","0.906","5"
"2021","12 point(s)","Quintile 4","All","All","4835","4290","0.887","0"
"2022","12 point(s)","Quintile 4","All","All","4535","3850","0.849","0"
"2023","12 point(s)","Quintile 4","All","All","4310","3590","0.833","0"
"2010","13 point(s)","Quintile 4","All","All","5560","4690","0.844","0"
"2011","13 point(s)","Quintile 4","All","All","5495","4790","0.872","0"
"2012","13 point(s)","Quintile 4","All","All","5450","4660","0.855","0"
"2013","13 point(s)","Quintile 4","All","All","5745","4970","0.866","0"
"2014","13 point(s)","Quintile 4","All","All","5725","4980","0.87","0"
"2015","13 point(s)","Quintile 4","All","All","6140","5325","0.867","0"
"2016","13 point(s)","Quintile 4","All","All","6010","5290","0.88","0"
"2017","13 point(s)","Quintile 4","All","All","6100","5335","0.874","0"
"2018","13 point(s)","Quintile 4","All","All","5690","4945","0.869","0"
"2019","13 point(s)","Quintile 4","All","All","5580","4915","0.881","0"
"2020","13 point(s)","Quintile 4","All","All","5385","4880","0.906","0"
"2021","13 point(s)","Quintile 4","All","All","5590","4985","0.892","0"
"2022","13 point(s)","Quintile 4","All","All","5230","4505","0.862","0"
"2023","13 point(s)","Quintile 4","All","All","5135","4360","0.849","0"
"2010","14 point(s)","Quintile 4","All","All","5170","4415","0.854","0"
"2011","14 point(s)","Quintile 4","All","All","5315","4740","0.892","0"
"2012","14 point(s)","Quintile 4","All","All","5465","4770","0.873","0"
"2013","14 point(s)","Quintile 4","All","All","5520","4910","0.889","0"
"2014","14 point(s)","Quintile 4","All","All","5455","4825","0.884","0"
"2015","14 point(s)","Quintile 4","All","All","5750","5125","0.891","0"
"2016","14 point(s)","Quintile 4","All","All","5840","5185","0.888","0"
"2017","14 point(s)","Quintile 4","All","All","5995","5290","0.882","0"
"2018","14 point(s)","Quintile 4","All","All","6155","5415","0.88","0"
"2019","14 point(s)","Quintile 4","All","All","5760","5030","0.873","0"
"2020","14 point(s)","Quintile 4","All","All","5705","5185","0.909","5"
"2021","14 point(s)","Quintile 4","All","All","5620","5055","0.9","0"
"2022","14 point(s)","Quintile 4","All","All","5780","5055","0.875","0"
"2023","14 point(s)","Quintile 4","All","All","5775","4940","0.855","0"
"2010","15 point(s)","Quintile 4","All","All","6675","5785","0.867","0"
"2011","15 point(s)","Quintile 4","All","All","6095","5440","0.892","0"
"2012","15 point(s)","Quintile 4","All","All","5520","4845","0.878","0"
"2013","15 point(s)","Quintile 4","All","All","5695","5040","0.885","0"
"2014","15 point(s)","Quintile 4","All","All","5440","4790","0.881","0"
"2015","15 point(s)","Quintile 4","All","All","5670","5050","0.891","0"
"2016","15 point(s)","Quintile 4","All","All","5585","4970","0.89","0"
"2017","15 point(s)","Quintile 4","All","All","5950","5300","0.89","0"
"2018","15 point(s)","Quintile 4","All","All","5975","5280","0.884","0"
"2019","15 point(s)","Quintile 4","All","All","6075","5340","0.879","0"
"2020","15 point(s)","Quintile 4","All","All","6030","5410","0.897","5"
"2021","15 point(s)","Quintile 4","All","All","6345","5580","0.879","0"
"2022","15 point(s)","Quintile 4","All","All","6465","5510","0.852","0"
"2023","15 point(s)","Quintile 4","All","All","6515","5575","0.856","0"
"2010","16 point(s)","Quintile 4","All","All","2475","2175","0.88","0"
"2011","16 point(s)","Quintile 4","All","All","3265","2950","0.904","0"
"2012","16 point(s)","Quintile 4","All","All","3295","2940","0.892","0"
"2013","16 point(s)","Quintile 4","All","All","3545","3175","0.896","0"
"2014","16 point(s)","Quintile 4","All","All","3620","3220","0.89","0"
"2015","16 point(s)","Quintile 4","All","All","3595","3230","0.9","0"
"2016","16 point(s)","Quintile 4","All","All","3790","3430","0.904","0"
"2017","16 point(s)","Quintile 4","All","All","3950","3550","0.899","0"
"2018","16 point(s)","Quintile 4","All","All","3890","3480","0.894","0"
"2019","16 point(s)","Quintile 4","All","All","4160","3705","0.891","0"
"2020","16 point(s)","Quintile 4","All","All","4470","4020","0.899","0"
"2021","16 point(s)","Quintile 4","All","All","4770","4250","0.891","0"
"2022","16 point(s)","Quintile 4","All","All","5360","4590","0.856","0"
"2023","16 point(s)","Quintile 4","All","All","5690","4900","0.861","0"
"2010","17 point(s)","Quintile 4","All","All","1520","1355","0.891","0"
"2011","17 point(s)","Quintile 4","All","All","1840","1680","0.912","0"
"2012","17 point(s)","Quintile 4","All","All","2085","1890","0.907","0"
"2013","17 point(s)","Quintile 4","All","All","2165","1960","0.904","0"
"2014","17 point(s)","Quintile 4","All","All","2180","1935","0.887","0"
"2015","17 point(s)","Quintile 4","All","All","2350","2125","0.905","0"
"2016","17 point(s)","Quintile 4","All","All","2410","2200","0.913","0"
"2017","17 point(s)","Quintile 4","All","All","2480","2265","0.914","0"
"2018","17 point(s)","Quintile 4","All","All","2485","2245","0.903","0"
"2019","17 point(s)","Quintile 4","All","All","2885","2610","0.906","0"
"2020","17 point(s)","Quintile 4","All","All","2970","2700","0.91","0"
"2021","17 point(s)","Quintile 4","All","All","3475","3120","0.898","0"
"2022","17 point(s)","Quintile 4","All","All","4025","3455","0.858","0"
"2023","17 point(s)","Quintile 4","All","All","4455","3870","0.869","0"
"2010","18 point(s)","Quintile 4","All","All","1570","1445","0.92","0"
"2011","18 point(s)","Quintile 4","All","All","1990","1870","0.9390000000000001","0"
"2012","18 point(s)","Quintile 4","All","All","2125","1970","0.927","0"
"2013","18 point(s)","Quintile 4","All","All","2100","1930","0.918","0"
"2014","18 point(s)","Quintile 4","All","All","2090","1950","0.933","0"
"2015","18 point(s)","Quintile 4","All","All","2250","2105","0.936","0"
"2016","18 point(s)","Quintile 4","All","All","2255","2070","0.919","0"
"2017","18 point(s)","Quintile 4","All","All","2180","2020","0.928","0"
"2018","18 point(s)","Quintile 4","All","All","2445","2240","0.915","0"
"2019","18 point(s)","Quintile 4","All","All","2735","2505","0.916","0"
"2020","18 point(s)","Quintile 4","All","All","2970","2790","0.9380000000000001","0"
"2021","18 point(s)","Quintile 4","All","All","3475","3170","0.912","0"
"2022","18 point(s)","Quintile 4","All","All","4665","4140","0.887","0"
"2023","18 point(s)","Quintile 4","All","All","5130","4685","0.913","0"
"2010","3 point(s)","Quintile 5","All","All","15","5"," ","0"
"2011","3 point(s)","Quintile 5","All","All","10","5"," ","0"
"2012","3 point(s)","Quintile 5","All","All","5","5"," ","0"
"2013","3 point(s)","Quintile 5","All","All","5","0"," ","0"
"2014","3 point(s)","Quintile 5","All","All","5","0"," ","0"
"2015","3 point(s)","Quintile 5","All","All","5","5"," ","0"
"2016","3 point(s)","Quintile 5","All","All","5","5"," ","0"
"2018","3 point(s)","Quintile 5","All","All","5","5"," ","0"
"2019","3 point(s)","Quintile 5","All","All","10","5"," ","0"
"2021","3 point(s)","Quintile 5","All","All","10","10"," ","0"
"2022","3 point(s)","Quintile 5","All","All","10","5"," ","0"
"2023","3 point(s)","Quintile 5","All","All","10","5"," ","0"
"2010","4 point(s)","Quintile 5","All","All","35","25","0.6970000000000001","0"
"2011","4 point(s)","Quintile 5","All","All","35","20","0.528","0"
"2012","4 point(s)","Quintile 5","All","All","30","20","0.621","0"
"2013","4 point(s)","Quintile 5","All","All","15","10"," ","0"
"2014","4 point(s)","Quintile 5","All","All","15","10"," ","0"
"2015","4 point(s)","Quintile 5","All","All","15","10"," ","0"
"2016","4 point(s)","Quintile 5","All","All","10","5"," ","0"
"2017","4 point(s)","Quintile 5","All","All","15","15","0.875","0"
"2018","4 point(s)","Quintile 5","All","All","20","15","0.762","0"
"2019","4 point(s)","Quintile 5","All","All","30","20","0.643","0"
"2020","4 point(s)","Quintile 5","All","All","30","20","0.643","0"
"2021","4 point(s)","Quintile 5","All","All","30","20","0.75","0"
"2022","4 point(s)","Quintile 5","All","All","25","15","0.739","0"
"2023","4 point(s)","Quintile 5","All","All","15","10"," ","0"
"2010","5 point(s)","Quintile 5","All","All","150","90","0.589","0"
"2011","5 point(s)","Quintile 5","All","All","110","65","0.583","0"
"2012","5 point(s)","Quintile 5","All","All","75","40","0.513","0"
"2013","5 point(s)","Quintile 5","All","All","55","40","0.717","0"
"2014","5 point(s)","Quintile 5","All","All","50","30","0.64","0"
"2015","5 point(s)","Quintile 5","All","All","40","25","0.65","0"
"2016","5 point(s)","Quintile 5","All","All","35","20","0.588","0"
"2017","5 point(s)","Quintile 5","All","All","45","35","0.745","0"
"2018","5 point(s)","Quintile 5","All","All","50","30","0.667","0"
"2019","5 point(s)","Quintile 5","All","All","60","45","0.729","0"
"2020","5 point(s)","Quintile 5","All","All","50","45","0.846","0"
"2021","5 point(s)","Quintile 5","All","All","60","50","0.845","0"
"2022","5 point(s)","Quintile 5","All","All","60","40","0.661","0"
"2023","5 point(s)","Quintile 5","All","All","40","25","0.5710000000000001","0"
"2010","6 point(s)","Quintile 5","All","All","450","285","0.633","0"
"2011","6 point(s)","Quintile 5","All","All","320","195","0.613","0"
"2012","6 point(s)","Quintile 5","All","All","220","150","0.67","0"
"2013","6 point(s)","Quintile 5","All","All","180","125","0.6890000000000001","0"
"2014","6 point(s)","Quintile 5","All","All","165","120","0.719","0"
"2015","6 point(s)","Quintile 5","All","All","160","125","0.783","0"
"2016","6 point(s)","Quintile 5","All","All","130","85","0.656","0"
"2017","6 point(s)","Quintile 5","All","All","145","100","0.6880000000000001","0"
"2018","6 point(s)","Quintile 5","All","All","130","100","0.789","0"
"2019","6 point(s)","Quintile 5","All","All","150","120","0.781","0"
"2020","6 point(s)","Quintile 5","All","All","120","100","0.84","0"
"2021","6 point(s)","Quintile 5","All","All","160","130","0.796","0"
"2022","6 point(s)","Quintile 5","All","All","180","145","0.8200000000000001","0"
"2023","6 point(s)","Quintile 5","All","All","145","105","0.722","0"
"2010","7 point(s)","Quintile 5","All","All","925","605","0.656","0"
"2011","7 point(s)","Quintile 5","All","All","705","480","0.683","0"
"2012","7 point(s)","Quintile 5","All","All","560","380","0.682","0"
"2013","7 point(s)","Quintile 5","All","All","460","340","0.745","0"
"2014","7 point(s)","Quintile 5","All","All","375","275","0.729","0"
"2015","7 point(s)","Quintile 5","All","All","410","305","0.735","0"
"2016","7 point(s)","Quintile 5","All","All","375","300","0.799","0"
"2017","7 point(s)","Quintile 5","All","All","345","275","0.793","0"
"2018","7 point(s)","Quintile 5","All","All","295","220","0.754","0"
"2019","7 point(s)","Quintile 5","All","All","280","225","0.802","0"
"2020","7 point(s)","Quintile 5","All","All","265","235","0.891","0"
"2021","7 point(s)","Quintile 5","All","All","330","280","0.848","0"
"2022","7 point(s)","Quintile 5","All","All","355","275","0.777","0"
"2023","7 point(s)","Quintile 5","All","All","305","215","0.7030000000000001","0"
"2010","8 point(s)","Quintile 5","All","All","1810","1240","0.686","0"
"2011","8 point(s)","Quintile 5","All","All","1485","1060","0.714","0"
"2012","8 point(s)","Quintile 5","All","All","1140","820","0.722","0"
"2013","8 point(s)","Quintile 5","All","All","1010","785","0.774","0"
"2014","8 point(s)","Quintile 5","All","All","1000","755","0.756","0"
"2015","8 point(s)","Quintile 5","All","All","860","690","0.803","0"
"2016","8 point(s)","Quintile 5","All","All","820","650","0.79","0"
"2017","8 point(s)","Quintile 5","All","All","740","590","0.794","0"
"2018","8 point(s)","Quintile 5","All","All","645","520","0.806","0"
"2019","8 point(s)","Quintile 5","All","All","615","500","0.8170000000000001","0"
"2020","8 point(s)","Quintile 5","All","All","575","510","0.882","0"
"2021","8 point(s)","Quintile 5","All","All","715","605","0.848","0"
"2022","8 point(s)","Quintile 5","All","All","695","575","0.8280000000000001","0"
"2023","8 point(s)","Quintile 5","All","All","590","445","0.755","0"
