"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","Quintile 2","Not main scheme applicant","All","40"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","Quintile 2","Not main scheme applicant","All","35"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","Quintile 2","Not main scheme applicant","All","20"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","Quintile 2","Not main scheme applicant","All","25"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","Quintile 2","Not main scheme applicant","All","25"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Quintile 2","Not main scheme applicant","All","25"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Quintile 2","Not main scheme applicant","All","25"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Quintile 2","Not main scheme applicant","All","25"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Quintile 2","Not main scheme applicant","All","20"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Quintile 2","Not main scheme applicant","All","25"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Quintile 2","Not main scheme applicant","All","5"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Quintile 2","Not main scheme applicant","All","10"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Quintile 2","Not main scheme applicant","All","10"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Quintile 2","Not main scheme applicant","All","10"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Quintile 2","Not main scheme applicant","All","115"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Quintile 2","Not main scheme applicant","All","140"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Quintile 2","Not main scheme applicant","All","95"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Quintile 2","Not main scheme applicant","All","100"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Quintile 2","Not main scheme applicant","All","115"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Quintile 2","Not main scheme applicant","All","5"
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Quintile 2","Not main scheme applicant","All","40"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Quintile 2","Not main scheme applicant","All","40"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Quintile 2","Not main scheme applicant","All","30"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Quintile 2","Not main scheme applicant","All","30"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Quintile 2","Not main scheme applicant","All","30"
"2019","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Quintile 2","Not main scheme applicant","All","10"
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","Quintile 2","Not main scheme applicant","All","30"
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","Quintile 2","Not main scheme applicant","All","40"
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","Quintile 2","Not main scheme applicant","All","60"
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","Quintile 2","Not main scheme applicant","All","30"
"2023","(CAH23) combined and general studies","(CAH23-01-02) personal development","Quintile 2","Not main scheme applicant","All","10"
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Quintile 2","Not main scheme applicant","All","15"
"2023","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Quintile 2","Not main scheme applicant","All","25"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","Quintile 2","Not main scheme applicant","All","100"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","Quintile 2","Not main scheme applicant","All","105"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","Quintile 2","Not main scheme applicant","All","85"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","Quintile 2","Not main scheme applicant","All","90"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","Quintile 2","Not main scheme applicant","All","110"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Quintile 2","Not main scheme applicant","All","655"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Quintile 2","Not main scheme applicant","All","700"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Quintile 2","Not main scheme applicant","All","880"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Quintile 2","Not main scheme applicant","All","1280"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Quintile 2","Not main scheme applicant","All","1965"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","Quintile 2","Not main scheme applicant","All","465"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","Quintile 2","Not main scheme applicant","All","675"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","Quintile 2","Not main scheme applicant","All","640"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","Quintile 2","Not main scheme applicant","All","905"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","Quintile 2","Not main scheme applicant","All","1100"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Quintile 2","Not main scheme applicant","All","290"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Quintile 2","Not main scheme applicant","All","285"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Quintile 2","Not main scheme applicant","All","495"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Quintile 2","Not main scheme applicant","All","925"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Quintile 2","Not main scheme applicant","All","640"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","Quintile 2","Not main scheme applicant","All","30"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","Quintile 2","Not main scheme applicant","All","30"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","Quintile 2","Not main scheme applicant","All","20"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","Quintile 2","Not main scheme applicant","All","20"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","Quintile 2","Not main scheme applicant","All","35"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","Quintile 2","Not main scheme applicant","All","250"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","Quintile 2","Not main scheme applicant","All","255"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","Quintile 2","Not main scheme applicant","All","220"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","Quintile 2","Not main scheme applicant","All","260"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","Quintile 2","Not main scheme applicant","All","205"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","Quintile 2","Not main scheme applicant","All","165"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","Quintile 2","Not main scheme applicant","All","135"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","Quintile 2","Not main scheme applicant","All","135"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","Quintile 2","Not main scheme applicant","All","200"
"2023","(CAH17) business and management","(CAH17-01-08) accounting","Quintile 2","Not main scheme applicant","All","250"
"2019","(CAH17) business and management","(CAH17-01-07) finance","Quintile 2","Not main scheme applicant","All","95"
"2020","(CAH17) business and management","(CAH17-01-07) finance","Quintile 2","Not main scheme applicant","All","80"
"2021","(CAH17) business and management","(CAH17-01-07) finance","Quintile 2","Not main scheme applicant","All","115"
"2022","(CAH17) business and management","(CAH17-01-07) finance","Quintile 2","Not main scheme applicant","All","160"
"2023","(CAH17) business and management","(CAH17-01-07) finance","Quintile 2","Not main scheme applicant","All","195"
"2019","(CAH15) social sciences","(CAH15-03-01) politics","Quintile 2","Not main scheme applicant","All","65"
"2020","(CAH15) social sciences","(CAH15-03-01) politics","Quintile 2","Not main scheme applicant","All","90"
"2021","(CAH15) social sciences","(CAH15-03-01) politics","Quintile 2","Not main scheme applicant","All","70"
"2022","(CAH15) social sciences","(CAH15-03-01) politics","Quintile 2","Not main scheme applicant","All","70"
"2023","(CAH15) social sciences","(CAH15-03-01) politics","Quintile 2","Not main scheme applicant","All","50"
"2019","(CAH15) social sciences","(CAH15-01-04) anthropology","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH15) social sciences","(CAH15-01-04) anthropology","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH15) social sciences","(CAH15-01-04) anthropology","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH15) social sciences","(CAH15-02-01) economics","Quintile 2","Not main scheme applicant","All","55"
"2020","(CAH15) social sciences","(CAH15-02-01) economics","Quintile 2","Not main scheme applicant","All","50"
"2021","(CAH15) social sciences","(CAH15-02-01) economics","Quintile 2","Not main scheme applicant","All","35"
"2022","(CAH15) social sciences","(CAH15-02-01) economics","Quintile 2","Not main scheme applicant","All","35"
"2023","(CAH15) social sciences","(CAH15-02-01) economics","Quintile 2","Not main scheme applicant","All","60"
"2019","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Quintile 2","Not main scheme applicant","All","370"
"2020","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Quintile 2","Not main scheme applicant","All","300"
"2021","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Quintile 2","Not main scheme applicant","All","195"
"2022","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Quintile 2","Not main scheme applicant","All","195"
"2023","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Quintile 2","Not main scheme applicant","All","165"
"2019","(CAH15) social sciences","(CAH15-04-01) social work","Quintile 2","Not main scheme applicant","All","225"
"2020","(CAH15) social sciences","(CAH15-04-01) social work","Quintile 2","Not main scheme applicant","All","295"
"2021","(CAH15) social sciences","(CAH15-04-01) social work","Quintile 2","Not main scheme applicant","All","245"
"2022","(CAH15) social sciences","(CAH15-04-01) social work","Quintile 2","Not main scheme applicant","All","325"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","Quintile 2","Not main scheme applicant","All","285"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Quintile 2","Not main scheme applicant","All","100"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Quintile 2","Not main scheme applicant","All","85"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Quintile 2","Not main scheme applicant","All","55"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Quintile 2","Not main scheme applicant","All","60"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Quintile 2","Not main scheme applicant","All","55"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 2","Not main scheme applicant","All","730"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 2","Not main scheme applicant","All","475"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 2","Not main scheme applicant","All","395"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 2","Not main scheme applicant","All","315"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 2","Not main scheme applicant","All","270"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 2","Not main scheme applicant","All","60"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 2","Not main scheme applicant","All","55"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 2","Not main scheme applicant","All","35"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 2","Not main scheme applicant","All","30"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 2","Not main scheme applicant","All","30"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 2","Not main scheme applicant","All","280"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 2","Not main scheme applicant","All","275"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 2","Not main scheme applicant","All","205"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 2","Not main scheme applicant","All","205"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 2","Not main scheme applicant","All","195"
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 2","Not main scheme applicant","All","395"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 2","Not main scheme applicant","All","425"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 2","Not main scheme applicant","All","325"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 2","Not main scheme applicant","All","295"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 2","Not main scheme applicant","All","335"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 2","Not main scheme applicant","All","10"
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 2","Not main scheme applicant","All","15"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 2","Not main scheme applicant","All","10"
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 2","Not main scheme applicant","All","10"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 2","Not main scheme applicant","All","25"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 2","Not main scheme applicant","All","15"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 2","Not main scheme applicant","All","25"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 2","Not main scheme applicant","All","15"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 2","Not main scheme applicant","All","20"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 2","Not main scheme applicant","All","30"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 2","Not main scheme applicant","All","20"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 2","Not main scheme applicant","All","20"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 2","Not main scheme applicant","All","20"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 2","Not main scheme applicant","All","30"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 2","Not main scheme applicant","All","30"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 2","Not main scheme applicant","All","25"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 2","Not main scheme applicant","All","20"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 2","Not main scheme applicant","All","25"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 2","Not main scheme applicant","All","25"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 2","Not main scheme applicant","All","25"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 2","Not main scheme applicant","All","25"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 2","Not main scheme applicant","All","25"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 2","Not main scheme applicant","All","20"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 2","Not main scheme applicant","All","25"
"2019","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 2","Not main scheme applicant","All","20"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 2","Not main scheme applicant","All","20"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 2","Not main scheme applicant","All","15"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 2","Not main scheme applicant","All","15"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 2","Not main scheme applicant","All","15"
"2019","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Quintile 2","Not main scheme applicant","All","10"
"2020","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Quintile 2","Not main scheme applicant","All","10"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 2","Not main scheme applicant","All","60"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 2","Not main scheme applicant","All","45"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 2","Not main scheme applicant","All","45"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 2","Not main scheme applicant","All","40"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 2","Not main scheme applicant","All","50"
"2019","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 2","Not main scheme applicant","All","110"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 2","Not main scheme applicant","All","95"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 2","Not main scheme applicant","All","85"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 2","Not main scheme applicant","All","580"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 2","Not main scheme applicant","All","650"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 2","Not main scheme applicant","All","30"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 2","Not main scheme applicant","All","35"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 2","Not main scheme applicant","All","30"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 2","Not main scheme applicant","All","10"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 2","Not main scheme applicant","All","15"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 2","Not main scheme applicant","All","20"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 2","Not main scheme applicant","All","10"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 2","Not main scheme applicant","All","25"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 2","Not main scheme applicant","All","20"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 2","Not main scheme applicant","All","60"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 2","Not main scheme applicant","All","75"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 2","Not main scheme applicant","All","50"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 2","Not main scheme applicant","All","40"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 2","Not main scheme applicant","All","65"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 2","Not main scheme applicant","All","10"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 2","Not main scheme applicant","All","10"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 2","Not main scheme applicant","All","5"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 2","Not main scheme applicant","All","5"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 2","Not main scheme applicant","All","5"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 2","Not main scheme applicant","All","5"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 2","Not main scheme applicant","All","5"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Quintile 2","Not main scheme applicant","All","15"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Quintile 2","Not main scheme applicant","All","15"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Quintile 2","Not main scheme applicant","All","5"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Quintile 2","Not main scheme applicant","All","10"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Quintile 2","Not main scheme applicant","All","10"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Quintile 2","Not main scheme applicant","All","15"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Quintile 2","Not main scheme applicant","All","15"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Quintile 2","Not main scheme applicant","All","15"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Quintile 2","Not main scheme applicant","All","10"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Quintile 2","Not main scheme applicant","All","10"
