"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","3 point(s)","18","England","Male","All","Not main scheme application","5","5"," ","0"
"2022","3 point(s)","18","England","Male","All","Not main scheme application","5","5"," ","0"
"2023","3 point(s)","18","England","Male","All","Not main scheme application","5","5"," ","0"
"2010","4 point(s)","18","England","Male","All","Not main scheme application","10","10"," ","0"
"2011","4 point(s)","18","England","Male","All","Not main scheme application","15","15","0.933","0"
"2012","4 point(s)","18","England","Male","All","Not main scheme application","10","5"," ","0"
"2013","4 point(s)","18","England","Male","All","Not main scheme application","5","5"," ","0"
"2014","4 point(s)","18","England","Male","All","Not main scheme application","5","5"," ","0"
"2015","4 point(s)","18","England","Male","All","Not main scheme application","5","5"," ","0"
"2016","4 point(s)","18","England","Male","All","Not main scheme application","10","10","1","0"
"2017","4 point(s)","18","England","Male","All","Not main scheme application","5","5"," ","0"
"2018","4 point(s)","18","England","Male","All","Not main scheme application","5","5"," ","0"
"2019","4 point(s)","18","England","Male","All","Not main scheme application","10","10","1","0"
"2020","4 point(s)","18","England","Male","All","Not main scheme application","10","10"," ","0"
"2021","4 point(s)","18","England","Male","All","Not main scheme application","20","20","1","0"
"2022","4 point(s)","18","England","Male","All","Not main scheme application","20","20","0.857","0"
"2023","4 point(s)","18","England","Male","All","Not main scheme application","10","10","0.833","0"
"2010","5 point(s)","18","England","Male","All","Not main scheme application","55","45","0.8180000000000001","0"
"2011","5 point(s)","18","England","Male","All","Not main scheme application","55","40","0.764","0"
"2012","5 point(s)","18","England","Male","All","Not main scheme application","35","30","0.914","0"
"2013","5 point(s)","18","England","Male","All","Not main scheme application","25","20","0.88","0"
"2014","5 point(s)","18","England","Male","All","Not main scheme application","25","20","0.88","0"
"2015","5 point(s)","18","England","Male","All","Not main scheme application","15","15","0.9410000000000001","0"
"2016","5 point(s)","18","England","Male","All","Not main scheme application","15","10","0.923","0"
"2017","5 point(s)","18","England","Male","All","Not main scheme application","25","25","0.885","0"
"2018","5 point(s)","18","England","Male","All","Not main scheme application","20","15","0.895","0"
"2019","5 point(s)","18","England","Male","All","Not main scheme application","35","25","0.771","0"
"2020","5 point(s)","18","England","Male","All","Not main scheme application","40","40","0.974","0"
"2021","5 point(s)","18","England","Male","All","Not main scheme application","35","30","0.9390000000000001","0"
"2022","5 point(s)","18","England","Male","All","Not main scheme application","45","40","0.889","0"
"2023","5 point(s)","18","England","Male","All","Not main scheme application","30","30","0.903","0"
"2012","5 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2010","6 point(s)","18","England","Male","All","Not main scheme application","160","135","0.862","0"
"2011","6 point(s)","18","England","Male","All","Not main scheme application","150","125","0.8150000000000001","0"
"2012","6 point(s)","18","England","Male","All","Not main scheme application","95","85","0.896","0"
"2013","6 point(s)","18","England","Male","All","Not main scheme application","80","80","0.9510000000000001","0"
"2014","6 point(s)","18","England","Male","All","Not main scheme application","75","70","0.921","0"
"2015","6 point(s)","18","England","Male","All","Not main scheme application","70","65","0.9420000000000001","0"
"2016","6 point(s)","18","England","Male","All","Not main scheme application","50","50","0.98","0"
"2017","6 point(s)","18","England","Male","All","Not main scheme application","60","60","0.967","0"
"2018","6 point(s)","18","England","Male","All","Not main scheme application","60","55","0.931","0"
"2019","6 point(s)","18","England","Male","All","Not main scheme application","65","60","0.9380000000000001","0"
"2020","6 point(s)","18","England","Male","All","Not main scheme application","80","75","0.9490000000000001","0"
"2021","6 point(s)","18","England","Male","All","Not main scheme application","100","90","0.88","0"
"2022","6 point(s)","18","England","Male","All","Not main scheme application","100","90","0.91","0"
"2023","6 point(s)","18","England","Male","All","Not main scheme application","95","85","0.896","0"
"2010","6 point(s)","18","Wales","Male","All","Not main scheme application","5","0"," ","0"
"2011","6 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2012","6 point(s)","18","Wales","Male","All","Not main scheme application","5","0"," ","0"
"2022","6 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2010","7 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2011","7 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2012","7 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2014","7 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2017","7 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2010","7 point(s)","18","England","Male","All","Not main scheme application","255","225","0.886","0"
"2011","7 point(s)","18","England","Male","All","Not main scheme application","295","250","0.848","0"
"2012","7 point(s)","18","England","Male","All","Not main scheme application","200","180","0.899","0"
"2013","7 point(s)","18","England","Male","All","Not main scheme application","145","140","0.9590000000000001","0"
"2014","7 point(s)","18","England","Male","All","Not main scheme application","155","150","0.9550000000000001","0"
"2015","7 point(s)","18","England","Male","All","Not main scheme application","120","110","0.901","0"
"2016","7 point(s)","18","England","Male","All","Not main scheme application","110","100","0.902","0"
"2017","7 point(s)","18","England","Male","All","Not main scheme application","110","100","0.911","0"
"2018","7 point(s)","18","England","Male","All","Not main scheme application","110","105","0.928","0"
"2019","7 point(s)","18","England","Male","All","Not main scheme application","150","140","0.9400000000000001","0"
"2020","7 point(s)","18","England","Male","All","Not main scheme application","135","130","0.962","0"
"2021","7 point(s)","18","England","Male","All","Not main scheme application","150","140","0.921","0"
"2022","7 point(s)","18","England","Male","All","Not main scheme application","160","150","0.932","0"
"2023","7 point(s)","18","England","Male","All","Not main scheme application","130","115","0.885","0"
"2010","7 point(s)","18","Wales","Male","All","Not main scheme application","10","10"," ","0"
"2011","7 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2012","7 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2013","7 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2014","7 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2016","7 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2020","7 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2022","7 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2010","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2011","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2012","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2014","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2015","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2022","8 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2010","8 point(s)","18","England","Male","All","Not main scheme application","445","385","0.869","0"
"2011","8 point(s)","18","England","Male","All","Not main scheme application","470","415","0.891","5"
"2012","8 point(s)","18","England","Male","All","Not main scheme application","345","315","0.913","5"
"2013","8 point(s)","18","England","Male","All","Not main scheme application","295","270","0.915","0"
"2014","8 point(s)","18","England","Male","All","Not main scheme application","240","225","0.925","0"
"2015","8 point(s)","18","England","Male","All","Not main scheme application","260","240","0.908","0"
"2016","8 point(s)","18","England","Male","All","Not main scheme application","235","220","0.9400000000000001","0"
"2017","8 point(s)","18","England","Male","All","Not main scheme application","265","245","0.9390000000000001","0"
"2018","8 point(s)","18","England","Male","All","Not main scheme application","205","190","0.936","0"
"2019","8 point(s)","18","England","Male","All","Not main scheme application","255","240","0.9450000000000001","0"
"2020","8 point(s)","18","England","Male","All","Not main scheme application","240","225","0.9500000000000001","5"
"2021","8 point(s)","18","England","Male","All","Not main scheme application","240","225","0.9500000000000001","0"
"2022","8 point(s)","18","England","Male","All","Not main scheme application","260","240","0.92","0"
"2023","8 point(s)","18","England","Male","All","Not main scheme application","235","215","0.906","0"
"2010","8 point(s)","18","Wales","Male","All","Not main scheme application","20","20","0.864","0"
"2011","8 point(s)","18","Wales","Male","All","Not main scheme application","15","15","0.9380000000000001","0"
"2012","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2013","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2014","8 point(s)","18","Wales","Male","All","Not main scheme application","10","10"," ","0"
"2015","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2016","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2017","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2018","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2020","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2021","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2022","8 point(s)","18","Wales","Male","All","Not main scheme application","5","5"," ","0"
"2010","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","20","15","0.773","0"
"2011","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","10"," ","0"
"2012","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.867","0"
"2013","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","10","0.75","0"
"2014","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","10","10","0.917","0"
"2015","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.929","0"
"2016","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2017","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","10","0.857","0"
"2018","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2019","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","10","5"," ","0"
"2022","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","9 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2010","9 point(s)","18","England","Male","All","Not main scheme application","735","655","0.89","0"
"2011","9 point(s)","18","England","Male","All","Not main scheme application","820","735","0.895","0"
"2012","9 point(s)","18","England","Male","All","Not main scheme application","695","630","0.904","5"
"2013","9 point(s)","18","England","Male","All","Not main scheme application","525","490","0.932","5"
"2014","9 point(s)","18","England","Male","All","Not main scheme application","535","495","0.931","5"
"2015","9 point(s)","18","England","Male","All","Not main scheme application","550","520","0.9490000000000001","0"
"2016","9 point(s)","18","England","Male","All","Not main scheme application","550","510","0.929","0"
"2017","9 point(s)","18","England","Male","All","Not main scheme application","510","485","0.9590000000000001","5"
"2018","9 point(s)","18","England","Male","All","Not main scheme application","415","390","0.9400000000000001","0"
"2019","9 point(s)","18","England","Male","All","Not main scheme application","500","470","0.9400000000000001","0"
"2020","9 point(s)","18","England","Male","All","Not main scheme application","545","530","0.967","5"
"2021","9 point(s)","18","England","Male","All","Not main scheme application","485","465","0.9510000000000001","0"
"2022","9 point(s)","18","England","Male","All","Not main scheme application","535","495","0.918","0"
"2023","9 point(s)","18","England","Male","All","Not main scheme application","515","485","0.936","5"
"2010","9 point(s)","18","Wales","Male","All","Not main scheme application","35","30","0.879","0"
"2011","9 point(s)","18","Wales","Male","All","Not main scheme application","30","25","0.862","0"
"2012","9 point(s)","18","Wales","Male","All","Not main scheme application","20","20","1","0"
"2013","9 point(s)","18","Wales","Male","All","Not main scheme application","15","15","1","0"
"2014","9 point(s)","18","Wales","Male","All","Not main scheme application","20","20","0.864","0"
"2015","9 point(s)","18","Wales","Male","All","Not main scheme application","10","10","0.909","0"
"2016","9 point(s)","18","Wales","Male","All","Not main scheme application","10","10","1","0"
"2017","9 point(s)","18","Wales","Male","All","Not main scheme application","20","15","0.8","0"
"2018","9 point(s)","18","Wales","Male","All","Not main scheme application","10","10","1","0"
"2019","9 point(s)","18","Wales","Male","All","Not main scheme application","10","10"," ","0"
"2020","9 point(s)","18","Wales","Male","All","Not main scheme application","15","15","1","0"
"2021","9 point(s)","18","Wales","Male","All","Not main scheme application","15","15","0.929","0"
"2022","9 point(s)","18","Wales","Male","All","Not main scheme application","10","10","1","0"
"2023","9 point(s)","18","Wales","Male","All","Not main scheme application","20","15","0.9440000000000001","0"
"2010","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","30","0.875","0"
"2011","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","20","15","0.762","0"
"2012","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","25","0.833","0"
"2013","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","25","0.8210000000000001","0"
"2014","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","25","20","0.833","0"
"2015","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","25","20","0.704","0"
"2016","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.8130000000000001","0"
"2017","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","25","20","0.75","0"
"2018","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","10","0.6880000000000001","0"
"2019","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","10","0.857","0"
"2021","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2022","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","10 point(s)","18","Northern Ireland","Male","All","Not main scheme application","10","5"," ","0"
"2010","10 point(s)","18","England","Male","All","Not main scheme application","790","725","0.915","0"
"2011","10 point(s)","18","England","Male","All","Not main scheme application","995","895","0.903","5"
"2012","10 point(s)","18","England","Male","All","Not main scheme application","775","715","0.92","0"
"2013","10 point(s)","18","England","Male","All","Not main scheme application","635","605","0.9510000000000001","0"
"2014","10 point(s)","18","England","Male","All","Not main scheme application","760","705","0.925","0"
"2015","10 point(s)","18","England","Male","All","Not main scheme application","725","685","0.9450000000000001","0"
"2016","10 point(s)","18","England","Male","All","Not main scheme application","685","655","0.96","0"
"2017","10 point(s)","18","England","Male","All","Not main scheme application","685","660","0.962","0"
"2018","10 point(s)","18","England","Male","All","Not main scheme application","605","580","0.9550000000000001","0"
"2019","10 point(s)","18","England","Male","All","Not main scheme application","675","640","0.9470000000000001","0"
"2020","10 point(s)","18","England","Male","All","Not main scheme application","690","660","0.9590000000000001","5"
"2021","10 point(s)","18","England","Male","All","Not main scheme application","610","585","0.9530000000000001","5"
"2022","10 point(s)","18","England","Male","All","Not main scheme application","730","690","0.9440000000000001","0"
"2023","10 point(s)","18","England","Male","All","Not main scheme application","690","640","0.928","0"
"2010","10 point(s)","18","Wales","Male","All","Not main scheme application","45","40","0.911","0"
"2011","10 point(s)","18","Wales","Male","All","Not main scheme application","30","25","0.931","0"
"2012","10 point(s)","18","Wales","Male","All","Not main scheme application","25","25","0.926","0"
"2013","10 point(s)","18","Wales","Male","All","Not main scheme application","20","20","0.9","0"
"2014","10 point(s)","18","Wales","Male","All","Not main scheme application","15","15","0.929","0"
"2015","10 point(s)","18","Wales","Male","All","Not main scheme application","20","15","0.9440000000000001","0"
"2016","10 point(s)","18","Wales","Male","All","Not main scheme application","20","20","0.9470000000000001","0"
"2017","10 point(s)","18","Wales","Male","All","Not main scheme application","15","15","1","0"
"2018","10 point(s)","18","Wales","Male","All","Not main scheme application","20","20","1","0"
"2019","10 point(s)","18","Wales","Male","All","Not main scheme application","15","10","0.923","0"
"2020","10 point(s)","18","Wales","Male","All","Not main scheme application","15","15","1","0"
"2021","10 point(s)","18","Wales","Male","All","Not main scheme application","20","15","0.9440000000000001","0"
"2022","10 point(s)","18","Wales","Male","All","Not main scheme application","20","20","1","0"
"2023","10 point(s)","18","Wales","Male","All","Not main scheme application","10","10","0.909","0"
"2010","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","45","40","0.907","0"
"2011","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","25","20","0.8","0"
"2012","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","45","40","0.8260000000000001","0"
"2013","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","30","0.842","0"
"2014","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.917","0"
"2015","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","25","0.75","0"
"2016","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","25","0.794","0"
"2017","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","30","0.744","0"
"2018","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","25","25","0.889","0"
"2019","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","20","15","0.895","0"
"2020","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","30","1","0"
"2021","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","10","0.846","0"
"2022","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","25","20","0.769","0"
"2023","11 point(s)","18","Northern Ireland","Male","All","Not main scheme application","15","15","0.933","0"
"2010","11 point(s)","18","England","Male","All","Not main scheme application","895","825","0.92","0"
"2011","11 point(s)","18","England","Male","All","Not main scheme application","1080","990","0.914","0"
"2012","11 point(s)","18","England","Male","All","Not main scheme application","910","860","0.9430000000000001","0"
"2013","11 point(s)","18","England","Male","All","Not main scheme application","855","805","0.9430000000000001","0"
"2014","11 point(s)","18","England","Male","All","Not main scheme application","910","870","0.9530000000000001","0"
"2015","11 point(s)","18","England","Male","All","Not main scheme application","890","845","0.9460000000000001","0"
"2016","11 point(s)","18","England","Male","All","Not main scheme application","945","890","0.9430000000000001","0"
"2017","11 point(s)","18","England","Male","All","Not main scheme application","920","875","0.9510000000000001","0"
"2018","11 point(s)","18","England","Male","All","Not main scheme application","780","745","0.9550000000000001","0"
"2019","11 point(s)","18","England","Male","All","Not main scheme application","850","805","0.9490000000000001","5"
"2020","11 point(s)","18","England","Male","All","Not main scheme application","930","900","0.967","10"
"2021","11 point(s)","18","England","Male","All","Not main scheme application","810","775","0.9560000000000001","0"
"2022","11 point(s)","18","England","Male","All","Not main scheme application","910","850","0.937","0"
"2023","11 point(s)","18","England","Male","All","Not main scheme application","970","910","0.9380000000000001","5"
"2011","11 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2010","11 point(s)","18","Wales","Male","All","Not main scheme application","50","50","0.962","0"
"2011","11 point(s)","18","Wales","Male","All","Not main scheme application","30","30","0.875","0"
"2012","11 point(s)","18","Wales","Male","All","Not main scheme application","50","40","0.875","0"
"2013","11 point(s)","18","Wales","Male","All","Not main scheme application","30","30","0.903","0"
"2014","11 point(s)","18","Wales","Male","All","Not main scheme application","30","25","0.867","0"
"2015","11 point(s)","18","Wales","Male","All","Not main scheme application","35","30","0.9390000000000001","0"
"2016","11 point(s)","18","Wales","Male","All","Not main scheme application","30","30","0.903","0"
"2017","11 point(s)","18","Wales","Male","All","Not main scheme application","30","30","0.9380000000000001","0"
"2018","11 point(s)","18","Wales","Male","All","Not main scheme application","20","15","0.842","0"
"2019","11 point(s)","18","Wales","Male","All","Not main scheme application","15","15","0.9380000000000001","0"
"2020","11 point(s)","18","Wales","Male","All","Not main scheme application","25","25","1","0"
"2021","11 point(s)","18","Wales","Male","All","Not main scheme application","20","15","0.895","0"
"2022","11 point(s)","18","Wales","Male","All","Not main scheme application","25","25","0.9580000000000001","0"
"2023","11 point(s)","18","Wales","Male","All","Not main scheme application","10","10","0.917","0"
"2010","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","50","45","0.8270000000000001","0"
"2011","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","45","40","0.891","0"
"2012","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","55","45","0.868","0"
"2013","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","45","35","0.841","0"
"2014","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","30","0.762","0"
"2015","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","35","0.85","0"
"2016","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","50","35","0.755","0"
"2017","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","55","45","0.849","0"
"2018","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","45","40","0.894","0"
"2019","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.917","0"
"2020","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","40","0.927","0"
"2021","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","20","20","0.9500000000000001","0"
"2022","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","45","45","0.935","0"
"2023","12 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","25","0.774","0"
"2010","12 point(s)","18","England","Male","All","Not main scheme application","1040","965","0.93","5"
"2011","12 point(s)","18","England","Male","All","Not main scheme application","1270","1170","0.923","0"
"2012","12 point(s)","18","England","Male","All","Not main scheme application","1085","1030","0.9500000000000001","5"
"2013","12 point(s)","18","England","Male","All","Not main scheme application","1025","950","0.927","0"
"2014","12 point(s)","18","England","Male","All","Not main scheme application","1220","1165","0.9530000000000001","0"
"2015","12 point(s)","18","England","Male","All","Not main scheme application","1245","1195","0.9570000000000001","0"
"2016","12 point(s)","18","England","Male","All","Not main scheme application","1270","1190","0.9390000000000001","0"
"2017","12 point(s)","18","England","Male","All","Not main scheme application","1315","1235","0.9400000000000001","0"
"2018","12 point(s)","18","England","Male","All","Not main scheme application","1235","1180","0.9540000000000001","0"
"2019","12 point(s)","18","England","Male","All","Not main scheme application","1375","1305","0.9470000000000001","0"
"2020","12 point(s)","18","England","Male","All","Not main scheme application","1550","1490","0.964","5"
"2021","12 point(s)","18","England","Male","All","Not main scheme application","1165","1105","0.9510000000000001","0"
"2022","12 point(s)","18","England","Male","All","Not main scheme application","1190","1120","0.9400000000000001","0"
"2023","12 point(s)","18","England","Male","All","Not main scheme application","1320","1240","0.9380000000000001","0"
"2011","12 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2012","12 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2013","12 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2014","12 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2015","12 point(s)","18","Scotland","Male","All","Not main scheme application","5","0"," ","0"
"2016","12 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2019","12 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2010","12 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.9560000000000001","0"
"2011","12 point(s)","18","Wales","Male","All","Not main scheme application","50","45","0.9590000000000001","0"
"2012","12 point(s)","18","Wales","Male","All","Not main scheme application","30","30","0.968","0"
"2013","12 point(s)","18","Wales","Male","All","Not main scheme application","25","25","0.889","0"
"2014","12 point(s)","18","Wales","Male","All","Not main scheme application","40","40","0.927","0"
"2015","12 point(s)","18","Wales","Male","All","Not main scheme application","40","40","1","0"
"2016","12 point(s)","18","Wales","Male","All","Not main scheme application","40","40","0.976","0"
"2017","12 point(s)","18","Wales","Male","All","Not main scheme application","40","40","1","0"
"2018","12 point(s)","18","Wales","Male","All","Not main scheme application","15","15","1","0"
"2019","12 point(s)","18","Wales","Male","All","Not main scheme application","30","30","0.933","0"
"2020","12 point(s)","18","Wales","Male","All","Not main scheme application","50","50","0.98","0"
"2021","12 point(s)","18","Wales","Male","All","Not main scheme application","25","25","1","0"
"2022","12 point(s)","18","Wales","Male","All","Not main scheme application","45","40","0.907","0"
"2023","12 point(s)","18","Wales","Male","All","Not main scheme application","25","25","1","0"
"2010","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","30","0.933","0"
"2011","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","35","0.8290000000000001","0"
"2012","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","50","45","0.898","0"
"2013","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","35","0.9470000000000001","0"
"2014","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","70","65","0.913","0"
"2015","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","60","50","0.867","0"
"2016","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","60","50","0.847","0"
"2017","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","80","65","0.768","0"
"2018","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","70","60","0.859","0"
"2019","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","40","0.975","0"
"2020","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","40","1","0"
"2021","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.919","0"
"2022","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","30","0.97","0"
"2023","13 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","40","0.9520000000000001","0"
"2010","13 point(s)","18","England","Male","All","Not main scheme application","1005","945","0.9390000000000001","0"
"2011","13 point(s)","18","England","Male","All","Not main scheme application","1255","1160","0.921","0"
"2012","13 point(s)","18","England","Male","All","Not main scheme application","1160","1100","0.9480000000000001","0"
"2013","13 point(s)","18","England","Male","All","Not main scheme application","1130","1080","0.9550000000000001","0"
"2014","13 point(s)","18","England","Male","All","Not main scheme application","1500","1415","0.9450000000000001","0"
"2015","13 point(s)","18","England","Male","All","Not main scheme application","1540","1465","0.9510000000000001","0"
"2016","13 point(s)","18","England","Male","All","Not main scheme application","1580","1510","0.9550000000000001","0"
"2017","13 point(s)","18","England","Male","All","Not main scheme application","1670","1600","0.9590000000000001","0"
"2018","13 point(s)","18","England","Male","All","Not main scheme application","1565","1505","0.961","5"
"2019","13 point(s)","18","England","Male","All","Not main scheme application","1710","1640","0.96","0"
"2020","13 point(s)","18","England","Male","All","Not main scheme application","1995","1920","0.963","5"
"2021","13 point(s)","18","England","Male","All","Not main scheme application","1215","1165","0.96","0"
"2022","13 point(s)","18","England","Male","All","Not main scheme application","1390","1315","0.9450000000000001","0"
"2023","13 point(s)","18","England","Male","All","Not main scheme application","1635","1560","0.9520000000000001","0"
"2011","13 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2013","13 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2014","13 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2015","13 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2016","13 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2020","13 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","13 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2010","13 point(s)","18","Wales","Male","All","Not main scheme application","50","45","0.9580000000000001","0"
"2011","13 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.979","0"
"2012","13 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.978","0"
"2013","13 point(s)","18","Wales","Male","All","Not main scheme application","35","35","0.973","0"
"2014","13 point(s)","18","Wales","Male","All","Not main scheme application","50","50","0.9420000000000001","0"
"2015","13 point(s)","18","Wales","Male","All","Not main scheme application","55","50","0.912","0"
"2016","13 point(s)","18","Wales","Male","All","Not main scheme application","60","55","0.9500000000000001","0"
"2017","13 point(s)","18","Wales","Male","All","Not main scheme application","40","40","0.976","0"
