"Year","POLAR4 Quintile","Age group","Domicile","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2019","Quintile 5","21 - 24","Northern Ireland","All","10","5","5"
"2020","Quintile 5","21 - 24","Northern Ireland","All","15","10","10"
"2021","Quintile 5","21 - 24","Northern Ireland","All","15","5","5"
"2022","Quintile 5","21 - 24","Northern Ireland","All","15","5","5"
"2023","Quintile 5","21 - 24","Northern Ireland","All","10","5","5"
"2019","Quintile 5","21 - 24","England","All","155","115","110"
"2020","Quintile 5","21 - 24","England","All","215","145","145"
"2021","Quintile 5","21 - 24","England","All","200","120","115"
"2022","Quintile 5","21 - 24","England","All","220","140","130"
"2023","Quintile 5","21 - 24","England","All","220","135","130"
"2019","Quintile 5","21 - 24","Scotland","All","25","15","10"
"2020","Quintile 5","21 - 24","Scotland","All","20","10","5"
"2021","Quintile 5","21 - 24","Scotland","All","40","10","10"
"2022","Quintile 5","21 - 24","Scotland","All","35","20","15"
"2023","Quintile 5","21 - 24","Scotland","All","40","15","15"
"2019","Quintile 5","21 - 24","Wales","All","5","5","5"
"2020","Quintile 5","21 - 24","Wales","All","5","5","5"
"2021","Quintile 5","21 - 24","Wales","All","5","5","5"
"2022","Quintile 5","21 - 24","Wales","All","10","5","5"
"2023","Quintile 5","21 - 24","Wales","All","5","5","5"
"2021","Quintile 1","25 - 29","Northern Ireland","All","5","0","0"
"2023","Quintile 1","25 - 29","Northern Ireland","All","5","5","5"
"2019","Quintile 1","25 - 29","England","All","40","25","25"
"2020","Quintile 1","25 - 29","England","All","55","40","35"
"2021","Quintile 1","25 - 29","England","All","60","35","30"
"2022","Quintile 1","25 - 29","England","All","55","20","20"
"2023","Quintile 1","25 - 29","England","All","45","25","20"
"2020","Quintile 1","25 - 29","Scotland","All","5","5","5"
"2022","Quintile 1","25 - 29","Scotland","All","10","0","0"
"2023","Quintile 1","25 - 29","Scotland","All","5","0","0"
"2019","Quintile 1","25 - 29","Wales","All","5","0","0"
"2020","Quintile 1","25 - 29","Wales","All","5","5","5"
"2021","Quintile 1","25 - 29","Wales","All","5","0","0"
"2022","Quintile 1","25 - 29","Wales","All","5","0","0"
"2023","Quintile 1","25 - 29","Wales","All","5","5","5"
"2019","Quintile 2","25 - 29","England","All","45","30","25"
"2020","Quintile 2","25 - 29","England","All","60","40","40"
"2021","Quintile 2","25 - 29","England","All","60","30","25"
"2022","Quintile 2","25 - 29","England","All","60","30","25"
"2023","Quintile 2","25 - 29","England","All","65","35","30"
"2020","Quintile 2","25 - 29","Scotland","All","5","0","0"
"2021","Quintile 2","25 - 29","Scotland","All","15","5","5"
"2022","Quintile 2","25 - 29","Scotland","All","5","0","0"
"2023","Quintile 2","25 - 29","Scotland","All","10","5","0"
"2019","Quintile 2","25 - 29","Wales","All","5","5","5"
"2020","Quintile 2","25 - 29","Wales","All","5","0","0"
"2021","Quintile 2","25 - 29","Wales","All","5","5","5"
"2022","Quintile 2","25 - 29","Wales","All","5","0","0"
"2023","Quintile 2","25 - 29","Wales","All","5","0","0"
"2020","Quintile 3","25 - 29","Northern Ireland","All","5","0","0"
"2021","Quintile 3","25 - 29","Northern Ireland","All","5","0","0"
"2019","Quintile 3","25 - 29","England","All","30","20","20"
"2020","Quintile 3","25 - 29","England","All","75","45","40"
"2021","Quintile 3","25 - 29","England","All","80","45","45"
"2022","Quintile 3","25 - 29","England","All","50","25","20"
"2023","Quintile 3","25 - 29","England","All","60","30","25"
"2019","Quintile 3","25 - 29","Scotland","All","5","0","0"
"2020","Quintile 3","25 - 29","Scotland","All","5","5","0"
"2021","Quintile 3","25 - 29","Scotland","All","15","5","0"
"2022","Quintile 3","25 - 29","Scotland","All","15","0","0"
"2023","Quintile 3","25 - 29","Scotland","All","15","5","5"
"2019","Quintile 3","25 - 29","Wales","All","5","0","0"
"2020","Quintile 3","25 - 29","Wales","All","5","5","0"
"2021","Quintile 3","25 - 29","Wales","All","5","0","0"
"2022","Quintile 3","25 - 29","Wales","All","5","0","0"
"2023","Quintile 3","25 - 29","Wales","All","5","0","0"
"2019","Quintile 4","25 - 29","Northern Ireland","All","5","0","0"
"2021","Quintile 4","25 - 29","Northern Ireland","All","5","0","0"
"2022","Quintile 4","25 - 29","Northern Ireland","All","5","0","0"
"2023","Quintile 4","25 - 29","Northern Ireland","All","5","0","0"
"2019","Quintile 4","25 - 29","England","All","50","40","40"
"2020","Quintile 4","25 - 29","England","All","95","50","50"
"2021","Quintile 4","25 - 29","England","All","60","30","25"
"2022","Quintile 4","25 - 29","England","All","70","35","30"
"2023","Quintile 4","25 - 29","England","All","60","40","35"
"2019","Quintile 4","25 - 29","Scotland","All","5","0","0"
"2020","Quintile 4","25 - 29","Scotland","All","15","5","5"
"2021","Quintile 4","25 - 29","Scotland","All","10","5","5"
"2022","Quintile 4","25 - 29","Scotland","All","15","0","0"
"2023","Quintile 4","25 - 29","Scotland","All","15","5","5"
"2019","Quintile 4","25 - 29","Wales","All","5","0","0"
"2020","Quintile 4","25 - 29","Wales","All","5","0","0"
"2022","Quintile 4","25 - 29","Wales","All","5","0","0"
"2023","Quintile 4","25 - 29","Wales","All","5","5","5"
"2019","Quintile 5","25 - 29","Northern Ireland","All","5","0","0"
"2020","Quintile 5","25 - 29","Northern Ireland","All","5","0","0"
"2021","Quintile 5","25 - 29","Northern Ireland","All","10","5","5"
"2022","Quintile 5","25 - 29","Northern Ireland","All","10","0","0"
"2023","Quintile 5","25 - 29","Northern Ireland","All","5","5","5"
"2019","Quintile 5","25 - 29","England","All","55","35","35"
"2020","Quintile 5","25 - 29","England","All","80","55","50"
"2021","Quintile 5","25 - 29","England","All","65","40","35"
"2022","Quintile 5","25 - 29","England","All","55","25","25"
"2023","Quintile 5","25 - 29","England","All","60","35","30"
"2019","Quintile 5","25 - 29","Scotland","All","10","5","0"
"2020","Quintile 5","25 - 29","Scotland","All","15","5","5"
"2021","Quintile 5","25 - 29","Scotland","All","15","0","0"
"2022","Quintile 5","25 - 29","Scotland","All","25","5","5"
"2023","Quintile 5","25 - 29","Scotland","All","15","5","5"
"2020","Quintile 5","25 - 29","Wales","All","5","0","0"
"2023","Quintile 5","25 - 29","Wales","All","5","0","0"
"2019","Quintile 1","30 - 34","Northern Ireland","All","5","5","5"
"2022","Quintile 1","30 - 34","Northern Ireland","All","5","5","5"
"2023","Quintile 1","30 - 34","Northern Ireland","All","5","0","0"
"2019","Quintile 1","30 - 34","England","All","35","25","20"
"2020","Quintile 1","30 - 34","England","All","25","15","15"
"2021","Quintile 1","30 - 34","England","All","35","25","20"
"2022","Quintile 1","30 - 34","England","All","40","20","20"
"2023","Quintile 1","30 - 34","England","All","35","25","20"
"2020","Quintile 1","30 - 34","Scotland","All","5","5","5"
"2022","Quintile 1","30 - 34","Scotland","All","5","0","0"
"2023","Quintile 1","30 - 34","Scotland","All","5","0","0"
"2021","Quintile 1","30 - 34","Wales","All","5","5","5"
"2023","Quintile 1","30 - 34","Wales","All","5","0","0"
"2019","Quintile 2","30 - 34","England","All","25","15","15"
"2020","Quintile 2","30 - 34","England","All","40","30","30"
"2021","Quintile 2","30 - 34","England","All","35","20","15"
"2022","Quintile 2","30 - 34","England","All","25","10","10"
"2023","Quintile 2","30 - 34","England","All","15","10","5"
"2019","Quintile 2","30 - 34","Scotland","All","5","0","0"
"2020","Quintile 2","30 - 34","Scotland","All","5","0","0"
"2021","Quintile 2","30 - 34","Scotland","All","10","0","0"
"2022","Quintile 2","30 - 34","Scotland","All","10","5","5"
"2023","Quintile 2","30 - 34","Scotland","All","10","0","0"
"2020","Quintile 2","30 - 34","Wales","All","5","0","0"
"2023","Quintile 2","30 - 34","Wales","All","5","0","0"
"2022","Quintile 3","30 - 34","Northern Ireland","All","5","0","0"
"2019","Quintile 3","30 - 34","England","All","15","10","10"
"2020","Quintile 3","30 - 34","England","All","30","20","15"
"2021","Quintile 3","30 - 34","England","All","30","20","20"
"2022","Quintile 3","30 - 34","England","All","35","15","15"
"2023","Quintile 3","30 - 34","England","All","35","20","20"
"2019","Quintile 3","30 - 34","Scotland","All","5","5","5"
"2021","Quintile 3","30 - 34","Scotland","All","5","0","0"
"2022","Quintile 3","30 - 34","Scotland","All","10","0","0"
"2023","Quintile 3","30 - 34","Scotland","All","10","0","0"
"2021","Quintile 3","30 - 34","Wales","All","5","0","0"
"2023","Quintile 3","30 - 34","Wales","All","5","0","0"
"2022","Quintile 4","30 - 34","Northern Ireland","All","5","0","0"
"2019","Quintile 4","30 - 34","England","All","25","20","15"
"2020","Quintile 4","30 - 34","England","All","40","30","20"
"2021","Quintile 4","30 - 34","England","All","50","25","20"
"2022","Quintile 4","30 - 34","England","All","30","20","15"
"2023","Quintile 4","30 - 34","England","All","30","15","15"
"2019","Quintile 4","30 - 34","Scotland","All","10","5","5"
"2020","Quintile 4","30 - 34","Scotland","All","5","0","0"
"2021","Quintile 4","30 - 34","Scotland","All","5","0","0"
"2022","Quintile 4","30 - 34","Scotland","All","10","5","5"
"2023","Quintile 4","30 - 34","Scotland","All","5","0","0"
"2022","Quintile 4","30 - 34","Wales","All","5","0","0"
"2023","Quintile 5","30 - 34","Northern Ireland","All","5","0","0"
"2019","Quintile 5","30 - 34","England","All","20","15","15"
"2020","Quintile 5","30 - 34","England","All","30","20","20"
"2021","Quintile 5","30 - 34","England","All","30","15","15"
"2022","Quintile 5","30 - 34","England","All","25","10","10"
"2023","Quintile 5","30 - 34","England","All","20","15","10"
"2019","Quintile 5","30 - 34","Scotland","All","5","0","0"
"2020","Quintile 5","30 - 34","Scotland","All","10","0","0"
"2021","Quintile 5","30 - 34","Scotland","All","5","0","0"
"2022","Quintile 5","30 - 34","Scotland","All","15","5","5"
"2023","Quintile 5","30 - 34","Scotland","All","5","0","0"
"2019","Quintile 1","35 and over","England","All","35","25","20"
"2020","Quintile 1","35 and over","England","All","65","50","40"
"2021","Quintile 1","35 and over","England","All","65","40","35"
"2022","Quintile 1","35 and over","England","All","55","25","20"
"2023","Quintile 1","35 and over","England","All","65","40","35"
"2019","Quintile 1","35 and over","Scotland","All","5","0","0"
"2020","Quintile 1","35 and over","Scotland","All","5","5","0"
"2021","Quintile 1","35 and over","Scotland","All","5","0","0"
"2022","Quintile 1","35 and over","Scotland","All","10","5","5"
"2020","Quintile 1","35 and over","Wales","All","5","0","0"
"2021","Quintile 1","35 and over","Wales","All","5","0","0"
"2022","Quintile 1","35 and over","Wales","All","5","5","5"
"2023","Quintile 1","35 and over","Wales","All","5","0","0"
"2022","Quintile 2","35 and over","Northern Ireland","All","5","0","0"
"2019","Quintile 2","35 and over","England","All","35","25","25"
"2020","Quintile 2","35 and over","England","All","50","30","30"
"2021","Quintile 2","35 and over","England","All","50","40","30"
"2022","Quintile 2","35 and over","England","All","55","35","30"
"2023","Quintile 2","35 and over","England","All","65","35","25"
"2019","Quintile 2","35 and over","Scotland","All","5","0","0"
"2020","Quintile 2","35 and over","Scotland","All","10","5","5"
"2021","Quintile 2","35 and over","Scotland","All","5","0","0"
"2022","Quintile 2","35 and over","Scotland","All","10","0","0"
"2023","Quintile 2","35 and over","Scotland","All","5","0","0"
"2021","Quintile 2","35 and over","Wales","All","5","5","5"
"2022","Quintile 2","35 and over","Wales","All","5","0","0"
"2023","Quintile 2","35 and over","Wales","All","5","0","0"
"2022","Quintile 3","35 and over","Northern Ireland","All","5","0","0"
"2023","Quintile 3","35 and over","Northern Ireland","All","5","0","0"
"2019","Quintile 3","35 and over","England","All","45","30","30"
"2020","Quintile 3","35 and over","England","All","65","40","40"
"2021","Quintile 3","35 and over","England","All","65","40","35"
"2022","Quintile 3","35 and over","England","All","80","45","35"
"2023","Quintile 3","35 and over","England","All","70","45","40"
"2019","Quintile 3","35 and over","Scotland","All","10","0","0"
"2020","Quintile 3","35 and over","Scotland","All","5","5","5"
"2021","Quintile 3","35 and over","Scotland","All","10","0","0"
"2022","Quintile 3","35 and over","Scotland","All","10","5","5"
"2023","Quintile 3","35 and over","Scotland","All","15","5","5"
"2020","Quintile 3","35 and over","Wales","All","5","0","0"
"2021","Quintile 3","35 and over","Wales","All","5","5","5"
"2022","Quintile 3","35 and over","Wales","All","5","0","0"
"2023","Quintile 3","35 and over","Wales","All","5","0","0"
"2023","Quintile 4","35 and over","Northern Ireland","All","5","0","0"
"2019","Quintile 4","35 and over","England","All","45","35","35"
"2020","Quintile 4","35 and over","England","All","50","35","35"
"2021","Quintile 4","35 and over","England","All","75","40","35"
"2022","Quintile 4","35 and over","England","All","65","35","25"
"2023","Quintile 4","35 and over","England","All","65","40","35"
"2019","Quintile 4","35 and over","Scotland","All","5","0","0"
"2020","Quintile 4","35 and over","Scotland","All","10","5","5"
"2021","Quintile 4","35 and over","Scotland","All","5","0","0"
"2022","Quintile 4","35 and over","Scotland","All","5","5","5"
"2023","Quintile 4","35 and over","Scotland","All","15","0","0"
"2020","Quintile 4","35 and over","Wales","All","5","0","0"
"2022","Quintile 4","35 and over","Wales","All","5","0","0"
"2023","Quintile 4","35 and over","Wales","All","5","0","0"
"2021","Quintile 5","35 and over","Northern Ireland","All","5","5","5"
"2019","Quintile 5","35 and over","England","All","35","25","25"
"2020","Quintile 5","35 and over","England","All","60","40","35"
"2021","Quintile 5","35 and over","England","All","75","50","45"
"2022","Quintile 5","35 and over","England","All","65","35","30"
"2023","Quintile 5","35 and over","England","All","45","25","25"
"2019","Quintile 5","35 and over","Scotland","All","10","5","5"
"2020","Quintile 5","35 and over","Scotland","All","10","5","5"
"2021","Quintile 5","35 and over","Scotland","All","10","5","5"
"2022","Quintile 5","35 and over","Scotland","All","10","5","5"
"2023","Quintile 5","35 and over","Scotland","All","10","5","5"
"2021","Quintile 5","35 and over","Wales","All","5","0","0"
"2022","Quintile 5","35 and over","Wales","All","5","0","0"
"2019","All","17 and under","Northern Ireland","All","5","5","5"
"2019","All","17 and under","England","All","35","25","25"
"2020","All","17 and under","England","All","60","50","50"
"2021","All","17 and under","England","All","40","15","15"
"2022","All","17 and under","England","All","55","25","25"
"2023","All","17 and under","England","All","40","25","20"
"2019","All","17 and under","Scotland","All","20","5","5"
"2020","All","17 and under","Scotland","All","30","10","10"
"2021","All","17 and under","Scotland","All","25","5","5"
"2022","All","17 and under","Scotland","All","45","10","10"
"2023","All","17 and under","Scotland","All","45","20","20"
"2022","All","17 and under","Wales","All","5","5","5"
"2019","All","18","Northern Ireland","All","840","320","305"
"2020","All","18","Northern Ireland","All","825","440","430"
"2021","All","18","Northern Ireland","All","775","320","310"
"2022","All","18","Northern Ireland","All","1080","450","435"
"2023","All","18","Northern Ireland","All","1000","365","350"
"2019","All","18","England","All","15755","11555","11475"
"2020","All","18","England","All","22420","18295","18180"
"2021","All","18","England","All","17140","11420","11315"
"2022","All","18","England","All","23590","14065","13875"
"2023","All","18","England","All","24040","15355","15195"
"2019","All","18","Scotland","All","470","225","210"
"2020","All","18","Scotland","All","570","365","360"
"2021","All","18","Scotland","All","385","170","165"
"2022","All","18","Scotland","All","565","255","235"
"2023","All","18","Scotland","All","660","350","345"
"2019","All","18","Wales","All","535","395","390"
"2020","All","18","Wales","All","735","600","595"
"2021","All","18","Wales","All","530","335","335"
"2022","All","18","Wales","All","875","510","505"
"2023","All","18","Wales","All","755","445","440"
"2019","All","19","Northern Ireland","All","165","90","85"
"2020","All","19","Northern Ireland","All","170","100","100"
"2021","All","19","Northern Ireland","All","120","70","70"
"2022","All","19","Northern Ireland","All","105","55","50"
"2023","All","19","Northern Ireland","All","130","70","70"
"2019","All","19","England","All","3530","2915","2890"
"2020","All","19","England","All","4290","3620","3580"
"2021","All","19","England","All","3335","2445","2395"
"2022","All","19","England","All","3460","2390","2335"
"2023","All","19","England","All","4055","2860","2800"
"2019","All","19","Scotland","All","105","55","55"
"2020","All","19","Scotland","All","145","90","90"
"2021","All","19","Scotland","All","95","45","40"
"2022","All","19","Scotland","All","155","75","75"
"2023","All","19","Scotland","All","165","80","80"
"2019","All","19","Wales","All","150","120","115"
"2020","All","19","Wales","All","170","130","130"
"2021","All","19","Wales","All","130","90","90"
"2022","All","19","Wales","All","145","85","85"
"2023","All","19","Wales","All","135","95","95"
"2019","All","20","Northern Ireland","All","45","20","20"
"2020","All","20","Northern Ireland","All","55","25","25"
"2021","All","20","Northern Ireland","All","50","20","20"
"2022","All","20","Northern Ireland","All","45","25","25"
"2023","All","20","Northern Ireland","All","35","20","20"
"2019","All","20","England","All","840","675","665"
"2020","All","20","England","All","980","770","750"
"2021","All","20","England","All","920","660","635"
"2022","All","20","England","All","925","570","545"
"2023","All","20","England","All","1030","740","715"
"2019","All","20","Scotland","All","45","20","20"
"2020","All","20","Scotland","All","55","30","30"
"2021","All","20","Scotland","All","40","10","10"
"2022","All","20","Scotland","All","60","20","20"
"2023","All","20","Scotland","All","75","40","35"
"2019","All","20","Wales","All","45","35","30"
"2020","All","20","Wales","All","40","35","35"
"2021","All","20","Wales","All","35","25","25"
"2022","All","20","Wales","All","50","30","30"
"2023","All","20","Wales","All","40","20","20"
"2019","All","21 - 24","Northern Ireland","All","50","20","20"
"2020","All","21 - 24","Northern Ireland","All","35","20","20"
"2021","All","21 - 24","Northern Ireland","All","60","25","25"
"2022","All","21 - 24","Northern Ireland","All","60","25","25"
"2023","All","21 - 24","Northern Ireland","All","40","15","15"
"2019","All","21 - 24","England","All","730","540","510"
"2020","All","21 - 24","England","All","895","625","605"
"2021","All","21 - 24","England","All","900","555","530"
"2022","All","21 - 24","England","All","930","570","530"
"2023","All","21 - 24","England","All","915","560","535"
"2019","All","21 - 24","Scotland","All","75","30","30"
"2020","All","21 - 24","Scotland","All","95","50","45"
"2021","All","21 - 24","Scotland","All","105","35","35"
"2022","All","21 - 24","Scotland","All","130","50","40"
"2023","All","21 - 24","Scotland","All","120","55","50"
"2019","All","21 - 24","Wales","All","40","20","20"
"2020","All","21 - 24","Wales","All","40","30","30"
"2021","All","21 - 24","Wales","All","50","25","25"
"2022","All","21 - 24","Wales","All","65","30","25"
"2023","All","21 - 24","Wales","All","45","25","20"
"2019","All","25 - 29","Northern Ireland","All","10","0","0"
"2020","All","25 - 29","Northern Ireland","All","15","5","5"
"2021","All","25 - 29","Northern Ireland","All","25","10","10"
"2022","All","25 - 29","Northern Ireland","All","15","5","5"
"2023","All","25 - 29","Northern Ireland","All","15","10","10"
"2019","All","25 - 29","England","All","215","150","145"
"2020","All","25 - 29","England","All","365","235","220"
"2021","All","25 - 29","England","All","320","175","165"
"2022","All","25 - 29","England","All","290","135","120"
"2023","All","25 - 29","England","All","295","160","145"
"2019","All","25 - 29","Scotland","All","20","10","5"
"2020","All","25 - 29","Scotland","All","45","20","15"
"2021","All","25 - 29","Scotland","All","55","10","10"
"2022","All","25 - 29","Scotland","All","70","15","10"
"2023","All","25 - 29","Scotland","All","60","20","15"
"2019","All","25 - 29","Wales","All","20","10","10"
"2020","All","25 - 29","Wales","All","20","10","10"
"2021","All","25 - 29","Wales","All","20","10","5"
"2022","All","25 - 29","Wales","All","20","5","5"
"2023","All","25 - 29","Wales","All","25","10","10"
"2019","All","30 - 34","Northern Ireland","All","5","5","5"
"2021","All","30 - 34","Northern Ireland","All","5","5","5"
"2022","All","30 - 34","Northern Ireland","All","10","5","5"
"2023","All","30 - 34","Northern Ireland","All","10","5","5"
"2019","All","30 - 34","England","All","120","85","80"
"2020","All","30 - 34","England","All","165","115","95"
"2021","All","30 - 34","England","All","180","105","90"
"2022","All","30 - 34","England","All","155","75","70"
"2023","All","30 - 34","England","All","135","80","70"
"2019","All","30 - 34","Scotland","All","25","10","10"
"2020","All","30 - 34","Scotland","All","25","10","10"
"2021","All","30 - 34","Scotland","All","30","5","0"
"2022","All","30 - 34","Scotland","All","50","20","20"
"2023","All","30 - 34","Scotland","All","30","10","5"
"2019","All","30 - 34","Wales","All","5","5","5"
"2020","All","30 - 34","Wales","All","10","5","5"
"2021","All","30 - 34","Wales","All","10","5","5"
"2022","All","30 - 34","Wales","All","5","5","5"
"2023","All","30 - 34","Wales","All","10","5","5"
"2019","All","35 and over","Northern Ireland","All","5","0","0"
"2020","All","35 and over","Northern Ireland","All","5","0","0"
"2021","All","35 and over","Northern Ireland","All","10","5","5"
"2022","All","35 and over","Northern Ireland","All","10","5","5"
"2023","All","35 and over","Northern Ireland","All","10","5","5"
"2019","All","35 and over","England","All","195","145","135"
"2020","All","35 and over","England","All","285","200","175"
"2021","All","35 and over","England","All","325","205","190"
"2022","All","35 and over","England","All","320","170","145"
"2023","All","35 and over","England","All","315","185","160"
"2019","All","35 and over","Scotland","All","30","10","5"
"2020","All","35 and over","Scotland","All","35","20","20"
"2021","All","35 and over","Scotland","All","35","10","10"
"2022","All","35 and over","Scotland","All","45","15","15"
"2023","All","35 and over","Scotland","All","50","15","10"
"2019","All","35 and over","Wales","All","5","5","5"
"2020","All","35 and over","Wales","All","15","5","5"
"2021","All","35 and over","Wales","All","15","10","10"
"2022","All","35 and over","Wales","All","25","10","10"
"2023","All","35 and over","Wales","All","15","10","10"
"2019","Unknown","All","England","All","25","20","15"
"2020","Unknown","All","England","All","25","20","15"
"2021","Unknown","All","England","All","20","15","15"
"2022","Unknown","All","England","All","5","0","0"
"2023","Unknown","All","England","All","10","5","5"
"2019","Unknown","All","Scotland","All","5","5","5"
"2020","Unknown","All","Scotland","All","5","5","5"
"2019","Unknown","All","Wales","All","5","0","0"
"2019","Quintile 1","All","Northern Ireland","All","120","60","60"
"2020","Quintile 1","All","Northern Ireland","All","125","65","65"
"2021","Quintile 1","All","Northern Ireland","All","130","60","55"
"2022","Quintile 1","All","Northern Ireland","All","145","70","70"
"2023","Quintile 1","All","Northern Ireland","All","140","55","55"
"2019","Quintile 1","All","England","All","2205","1665","1640"
"2020","Quintile 1","All","England","All","2725","2130","2095"
"2021","Quintile 1","All","England","All","2520","1695","1650"
"2022","Quintile 1","All","England","All","3250","1970","1915"
"2023","Quintile 1","All","England","All","3380","2155","2105"
"2019","Quintile 1","All","Scotland","All","50","20","20"
"2020","Quintile 1","All","Scotland","All","70","45","45"
"2021","Quintile 1","All","Scotland","All","45","20","20"
"2022","Quintile 1","All","Scotland","All","85","30","20"
"2023","Quintile 1","All","Scotland","All","75","35","35"
"2019","Quintile 1","All","Wales","All","130","100","95"
"2020","Quintile 1","All","Wales","All","170","135","130"
"2021","Quintile 1","All","Wales","All","145","85","80"
"2022","Quintile 1","All","Wales","All","185","110","105"
"2023","Quintile 1","All","Wales","All","195","125","120"
"2019","Quintile 2","All","Northern Ireland","All","90","30","30"
"2020","Quintile 2","All","Northern Ireland","All","110","60","55"
"2021","Quintile 2","All","Northern Ireland","All","90","45","40"
"2022","Quintile 2","All","Northern Ireland","All","115","50","50"
"2023","Quintile 2","All","Northern Ireland","All","125","40","40"
"2019","Quintile 2","All","England","All","3095","2310","2280"
"2020","Quintile 2","All","England","All","3950","3155","3120"
"2021","Quintile 2","All","England","All","3355","2220","2175"
"2022","Quintile 2","All","England","All","4280","2630","2570"
"2023","Quintile 2","All","England","All","4590","2915","2860"
"2019","Quintile 2","All","Scotland","All","90","35","35"
"2020","Quintile 2","All","Scotland","All","130","80","80"
"2021","Quintile 2","All","Scotland","All","100","45","45"
"2022","Quintile 2","All","Scotland","All","145","60","55"
"2023","Quintile 2","All","Scotland","All","155","65","65"
"2019","Quintile 2","All","Wales","All","170","115","115"
"2020","Quintile 2","All","Wales","All","225","185","180"
"2021","Quintile 2","All","Wales","All","185","125","120"
"2022","Quintile 2","All","Wales","All","255","155","150"
"2023","Quintile 2","All","Wales","All","220","135","135"
"2019","Quintile 3","All","Northern Ireland","All","195","80","75"
"2020","Quintile 3","All","Northern Ireland","All","190","105","105"
"2021","Quintile 3","All","Northern Ireland","All","190","80","80"
"2022","Quintile 3","All","Northern Ireland","All","270","110","105"
"2023","Quintile 3","All","Northern Ireland","All","250","110","105"
"2019","Quintile 3","All","England","All","4105","3120","3095"
"2020","Quintile 3","All","England","All","5495","4495","4440"
"2021","Quintile 3","All","England","All","4530","3135","3085"
"2022","Quintile 3","All","England","All","5925","3690","3620"
"2023","Quintile 3","All","England","All","5890","3895","3835"
"2019","Quintile 3","All","Scotland","All","140","60","55"
"2020","Quintile 3","All","Scotland","All","165","85","85"
"2021","Quintile 3","All","Scotland","All","125","35","30"
"2022","Quintile 3","All","Scotland","All","205","70","65"
"2023","Quintile 3","All","Scotland","All","210","90","85"
"2019","Quintile 3","All","Wales","All","195","150","145"
"2020","Quintile 3","All","Wales","All","205","160","155"
"2021","Quintile 3","All","Wales","All","190","120","120"
"2022","Quintile 3","All","Wales","All","285","160","155"
"2023","Quintile 3","All","Wales","All","230","130","130"
"2019","Quintile 4","All","Northern Ireland","All","295","125","120"
"2020","Quintile 4","All","Northern Ireland","All","285","140","135"
"2021","Quintile 4","All","Northern Ireland","All","255","105","95"
"2022","Quintile 4","All","Northern Ireland","All","320","130","125"
"2023","Quintile 4","All","Northern Ireland","All","310","125","120"
"2019","Quintile 4","All","England","All","5355","4080","4035"
"2020","Quintile 4","All","England","All","7400","6035","5975"
"2021","Quintile 4","All","England","All","5705","3975","3930"
"2022","Quintile 4","All","England","All","7050","4455","4365"
"2023","Quintile 4","All","England","All","7480","4970","4895"
"2019","Quintile 4","All","Scotland","All","185","95","90"
"2020","Quintile 4","All","Scotland","All","205","115","110"
"2021","Quintile 4","All","Scotland","All","190","80","70"
"2022","Quintile 4","All","Scotland","All","245","100","95"
"2023","Quintile 4","All","Scotland","All","285","140","135"
"2019","Quintile 4","All","Wales","All","145","95","95"
"2020","Quintile 4","All","Wales","All","205","160","160"
"2021","Quintile 4","All","Wales","All","110","70","70"
"2022","Quintile 4","All","Wales","All","230","125","125"
"2023","Quintile 4","All","Wales","All","170","90","90"
"2019","Quintile 5","All","Northern Ireland","All","425","170","160"
"2020","Quintile 5","All","Northern Ireland","All","395","220","215"
"2021","Quintile 5","All","Northern Ireland","All","380","180","175"
"2022","Quintile 5","All","Northern Ireland","All","475","210","205"
"2023","Quintile 5","All","Northern Ireland","All","420","155","150"
"2019","Quintile 5","All","England","All","6645","4895","4860"
"2020","Quintile 5","All","England","All","9870","8070","8005"
"2021","Quintile 5","All","England","All","7030","4545","4485"
"2022","Quintile 5","All","England","All","9215","5255","5170"
"2023","Quintile 5","All","England","All","9475","6015","5940"
"2019","Quintile 5","All","Scotland","All","320","150","140"
"2020","Quintile 5","All","Scotland","All","425","260","255"
"2021","Quintile 5","All","Scotland","All","305","115","115"
"2022","Quintile 5","All","Scotland","All","435","200","190"
"2023","Quintile 5","All","Scotland","All","480","250","245"
"2019","Quintile 5","All","Wales","All","155","120","115"
"2020","Quintile 5","All","Wales","All","230","180","180"
"2021","Quintile 5","All","Wales","All","160","105","105"
"2022","Quintile 5","All","Wales","All","235","130","125"
"2023","Quintile 5","All","Wales","All","210","125","125"
"2019","All","All","Northern Ireland","All","1120","465","445"
"2020","All","All","Northern Ireland","All","1100","590","580"
"2021","All","All","Northern Ireland","All","1045","465","450"
"2022","All","All","Northern Ireland","All","1330","570","550"
"2023","All","All","Northern Ireland","All","1245","485","470"
"2019","All","All","England","All","21425","16090","15925"
"2020","All","All","England","All","29460","23910","23655"
"2021","All","All","England","All","23165","15585","15335"
"2022","All","All","England","All","29730","18000","17640"
"2023","All","All","England","All","30825","19960","19645"
"2019","All","All","Scotland","All","795","365","345"
"2020","All","All","Scotland","All","1000","595","580"
"2021","All","All","Scotland","All","760","295","275"
"2022","All","All","Scotland","All","1115","460","425"
"2023","All","All","Scotland","All","1205","580","565"
"2019","All","All","Wales","All","795","580","570"
"2020","All","All","Wales","All","1035","815","805"
"2021","All","All","Wales","All","790","500","495"
"2022","All","All","Wales","All","1190","675","660"
"2023","All","All","Wales","All","1025","605","600"
