"Year","Predicted SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","All","Mixed","Main scheme applicant","All","50","45","0.88","0"
"2014","All","Mixed","Main scheme applicant","All","55","45","0.833","0"
"2015","All","Mixed","Main scheme applicant","All","65","55","0.836","0"
"2016","All","Mixed","Main scheme applicant","All","65","60","0.9380000000000001","0"
"2017","All","Mixed","Main scheme applicant","All","70","60","0.886","0"
"2018","All","Mixed","Main scheme applicant","All","70","65","0.875","0"
"2019","All","Mixed","Main scheme applicant","All","75","65","0.882","0"
"2020","All","Mixed","Main scheme applicant","All","90","85","0.9440000000000001","0"
"2021","All","Mixed","Main scheme applicant","All","110","100","0.9","0"
"2022","All","Mixed","Main scheme applicant","All","125","115","0.928","0"
"2023","All","Mixed","Main scheme applicant","All","140","135","0.9510000000000001","0"
"2010","All","Other","Main scheme applicant","All","10","5"," ","0"
"2011","All","Other","Main scheme applicant","All","10","5"," ","0"
"2012","All","Other","Main scheme applicant","All","10","10"," ","0"
"2013","All","Other","Main scheme applicant","All","10","10"," ","0"
"2014","All","Other","Main scheme applicant","All","15","10","0.733","0"
"2015","All","Other","Main scheme applicant","All","15","10","0.733","0"
"2016","All","Other","Main scheme applicant","All","20","15","0.895","0"
"2017","All","Other","Main scheme applicant","All","20","15","0.85","0"
"2018","All","Other","Main scheme applicant","All","20","20","1","0"
"2019","All","Other","Main scheme applicant","All","25","20","0.913","0"
"2020","All","Other","Main scheme applicant","All","30","25","0.862","0"
"2021","All","Other","Main scheme applicant","All","30","25","0.781","0"
"2022","All","Other","Main scheme applicant","All","60","55","0.883","0"
"2023","All","Other","Main scheme applicant","All","50","45","0.843","0"
"2010","All","Unknown or Prefer Not To Say","Main scheme applicant","All","15","10","0.769","0"
"2011","All","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","0.929","0"
"2012","All","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","All","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2014","All","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2015","All","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.917","0"
"2016","All","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","0.857","0"
"2017","All","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","0.864","0"
"2018","All","Unknown or Prefer Not To Say","Main scheme applicant","All","30","30","0.903","0"
"2019","All","Unknown or Prefer Not To Say","Main scheme applicant","All","25","20","0.88","0"
"2020","All","Unknown or Prefer Not To Say","Main scheme applicant","All","25","20","0.913","0"
"2021","All","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.773","0"
"2022","All","Unknown or Prefer Not To Say","Main scheme applicant","All","30","25","0.767","0"
"2023","All","Unknown or Prefer Not To Say","Main scheme applicant","All","30","25","0.893","0"
"2012","5 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2015","5 point(s)","All","Main scheme applicant","All","5","0"," ","0"
"2019","5 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2021","5 point(s)","All","Main scheme applicant","All","5","0"," ","0"
"2022","5 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2023","5 point(s)","All","Main scheme applicant","All","5","5"," ","0"
"2010","6 point(s)","All","Main scheme applicant","All","25","20","0.769","0"
"2011","6 point(s)","All","Main scheme applicant","All","25","20","0.87","0"
"2012","6 point(s)","All","Main scheme applicant","All","20","15","0.762","0"
"2013","6 point(s)","All","Main scheme applicant","All","20","15","0.833","0"
"2014","6 point(s)","All","Main scheme applicant","All","20","15","0.778","0"
"2015","6 point(s)","All","Main scheme applicant","All","20","15","0.65","0"
"2016","6 point(s)","All","Main scheme applicant","All","10","5"," ","0"
"2017","6 point(s)","All","Main scheme applicant","All","15","10"," ","0"
"2018","6 point(s)","All","Main scheme applicant","All","10","10"," ","0"
"2019","6 point(s)","All","Main scheme applicant","All","15","10"," ","0"
"2020","6 point(s)","All","Main scheme applicant","All","15","15","0.9410000000000001","0"
"2021","6 point(s)","All","Main scheme applicant","All","15","10","0.846","0"
"2022","6 point(s)","All","Main scheme applicant","All","15","15","1","0"
"2023","6 point(s)","All","Main scheme applicant","All","15","15","0.929","0"
"2010","7 point(s)","All","Main scheme applicant","All","60","60","0.9520000000000001","0"
"2011","7 point(s)","All","Main scheme applicant","All","60","45","0.776","0"
"2012","7 point(s)","All","Main scheme applicant","All","40","35","0.805","0"
"2013","7 point(s)","All","Main scheme applicant","All","55","50","0.877","0"
"2014","7 point(s)","All","Main scheme applicant","All","50","45","0.863","0"
"2015","7 point(s)","All","Main scheme applicant","All","40","35","0.868","0"
"2016","7 point(s)","All","Main scheme applicant","All","30","25","0.833","0"
"2017","7 point(s)","All","Main scheme applicant","All","30","20","0.786","0"
"2018","7 point(s)","All","Main scheme applicant","All","30","25","0.793","0"
"2019","7 point(s)","All","Main scheme applicant","All","30","25","0.8","0"
"2020","7 point(s)","All","Main scheme applicant","All","20","20","1","0"
"2021","7 point(s)","All","Main scheme applicant","All","25","20","0.917","0"
"2022","7 point(s)","All","Main scheme applicant","All","40","35","0.9","0"
"2023","7 point(s)","All","Main scheme applicant","All","40","35","0.921","0"
"2010","8 point(s)","All","Main scheme applicant","All","135","120","0.882","0"
"2011","8 point(s)","All","Main scheme applicant","All","115","105","0.915","0"
"2012","8 point(s)","All","Main scheme applicant","All","115","95","0.8230000000000001","0"
"2013","8 point(s)","All","Main scheme applicant","All","120","105","0.861","0"
"2014","8 point(s)","All","Main scheme applicant","All","80","75","0.901","0"
"2015","8 point(s)","All","Main scheme applicant","All","80","70","0.864","0"
"2016","8 point(s)","All","Main scheme applicant","All","90","80","0.89","0"
"2017","8 point(s)","All","Main scheme applicant","All","55","50","0.86","0"
"2018","8 point(s)","All","Main scheme applicant","All","70","65","0.901","0"
"2019","8 point(s)","All","Main scheme applicant","All","75","70","0.919","0"
"2020","8 point(s)","All","Main scheme applicant","All","60","55","0.933","0"
"2021","8 point(s)","All","Main scheme applicant","All","70","60","0.853","0"
"2022","8 point(s)","All","Main scheme applicant","All","80","70","0.863","0"
"2023","8 point(s)","All","Main scheme applicant","All","70","60","0.859","0"
"2010","9 point(s)","All","Main scheme applicant","All","230","215","0.918","0"
"2011","9 point(s)","All","Main scheme applicant","All","225","200","0.897","0"
"2012","9 point(s)","All","Main scheme applicant","All","240","205","0.866","0"
"2013","9 point(s)","All","Main scheme applicant","All","235","210","0.894","0"
"2014","9 point(s)","All","Main scheme applicant","All","195","175","0.903","0"
"2015","9 point(s)","All","Main scheme applicant","All","250","215","0.871","0"
"2016","9 point(s)","All","Main scheme applicant","All","230","205","0.895","0"
"2017","9 point(s)","All","Main scheme applicant","All","200","180","0.89","0"
"2018","9 point(s)","All","Main scheme applicant","All","210","190","0.9","0"
"2019","9 point(s)","All","Main scheme applicant","All","235","220","0.936","0"
"2020","9 point(s)","All","Main scheme applicant","All","175","165","0.9540000000000001","0"
"2021","9 point(s)","All","Main scheme applicant","All","170","145","0.875","0"
"2022","9 point(s)","All","Main scheme applicant","All","155","145","0.935","0"
"2023","9 point(s)","All","Main scheme applicant","All","200","185","0.915","0"
"2010","10 point(s)","All","Main scheme applicant","All","290","265","0.913","0"
"2011","10 point(s)","All","Main scheme applicant","All","305","285","0.9380000000000001","0"
"2012","10 point(s)","All","Main scheme applicant","All","280","250","0.887","0"
"2013","10 point(s)","All","Main scheme applicant","All","290","265","0.913","0"
"2014","10 point(s)","All","Main scheme applicant","All","315","295","0.9390000000000001","0"
"2015","10 point(s)","All","Main scheme applicant","All","295","270","0.922","0"
"2016","10 point(s)","All","Main scheme applicant","All","255","240","0.934","0"
"2017","10 point(s)","All","Main scheme applicant","All","250","230","0.932","0"
"2018","10 point(s)","All","Main scheme applicant","All","240","220","0.908","0"
"2019","10 point(s)","All","Main scheme applicant","All","250","225","0.907","0"
"2020","10 point(s)","All","Main scheme applicant","All","270","250","0.9400000000000001","0"
"2021","10 point(s)","All","Main scheme applicant","All","250","220","0.892","0"
"2022","10 point(s)","All","Main scheme applicant","All","270","245","0.918","0"
"2023","10 point(s)","All","Main scheme applicant","All","285","265","0.9430000000000001","0"
"2010","11 point(s)","All","Main scheme applicant","All","315","295","0.933","0"
"2011","11 point(s)","All","Main scheme applicant","All","350","320","0.914","0"
"2012","11 point(s)","All","Main scheme applicant","All","330","295","0.897","0"
"2013","11 point(s)","All","Main scheme applicant","All","370","345","0.935","0"
"2014","11 point(s)","All","Main scheme applicant","All","335","310","0.928","0"
"2015","11 point(s)","All","Main scheme applicant","All","385","360","0.935","0"
"2016","11 point(s)","All","Main scheme applicant","All","400","370","0.918","0"
"2017","11 point(s)","All","Main scheme applicant","All","365","330","0.909","0"
"2018","11 point(s)","All","Main scheme applicant","All","375","345","0.928","0"
"2019","11 point(s)","All","Main scheme applicant","All","305","285","0.932","0"
"2020","11 point(s)","All","Main scheme applicant","All","345","310","0.893","0"
"2021","11 point(s)","All","Main scheme applicant","All","385","355","0.927","0"
"2022","11 point(s)","All","Main scheme applicant","All","370","350","0.9380000000000001","0"
"2023","11 point(s)","All","Main scheme applicant","All","400","375","0.935","0"
"2010","12 point(s)","All","Main scheme applicant","All","910","835","0.917","0"
"2011","12 point(s)","All","Main scheme applicant","All","1020","940","0.921","0"
"2012","12 point(s)","All","Main scheme applicant","All","1045","965","0.92","0"
"2013","12 point(s)","All","Main scheme applicant","All","1180","1095","0.928","0"
"2014","12 point(s)","All","Main scheme applicant","All","1215","1110","0.914","0"
"2015","12 point(s)","All","Main scheme applicant","All","1290","1175","0.912","0"
"2016","12 point(s)","All","Main scheme applicant","All","1315","1205","0.918","0"
"2017","12 point(s)","All","Main scheme applicant","All","1410","1300","0.921","0"
"2018","12 point(s)","All","Main scheme applicant","All","1475","1365","0.925","0"
"2019","12 point(s)","All","Main scheme applicant","All","1380","1285","0.93","0"
"2020","12 point(s)","All","Main scheme applicant","All","1450","1340","0.924","0"
"2021","12 point(s)","All","Main scheme applicant","All","1790","1650","0.923","0"
"2022","12 point(s)","All","Main scheme applicant","All","1890","1725","0.914","0"
"2023","12 point(s)","All","Main scheme applicant","All","1955","1865","0.9520000000000001","0"
"2010","All","All","Main scheme applicant","All","1975","1810","0.916","0"
"2011","All","All","Main scheme applicant","All","2095","1915","0.914","0"
"2012","All","All","Main scheme applicant","All","2080","1865","0.897","0"
"2013","All","All","Main scheme applicant","All","2275","2090","0.918","0"
"2014","All","All","Main scheme applicant","All","2210","2025","0.916","0"
"2015","All","All","Main scheme applicant","All","2360","2140","0.908","0"
"2016","All","All","Main scheme applicant","All","2335","2130","0.913","0"
"2017","All","All","Main scheme applicant","All","2325","2120","0.912","0"
"2018","All","All","Main scheme applicant","All","2410","2210","0.919","0"
"2019","All","All","Main scheme applicant","All","2290","2120","0.925","0"
"2020","All","All","Main scheme applicant","All","2335","2160","0.925","0"
"2021","All","All","Main scheme applicant","All","2700","2470","0.915","0"
"2022","All","All","Main scheme applicant","All","2825","2590","0.917","0"
"2023","All","All","Main scheme applicant","All","2975","2805","0.9430000000000001","0"
"2012","5 point(s)","White","All","All","5","5"," ","0"
"2019","5 point(s)","White","All","All","5","5"," ","0"
"2023","5 point(s)","White","All","All","5","5"," ","0"
"2010","6 point(s)","White","All","All","20","15","0.727","0"
"2011","6 point(s)","White","All","All","20","20","0.9470000000000001","0"
"2012","6 point(s)","White","All","All","15","10","0.8","0"
"2013","6 point(s)","White","All","All","15","15","0.867","0"
"2014","6 point(s)","White","All","All","15","10","0.75","0"
"2015","6 point(s)","White","All","All","20","10","0.667","0"
"2016","6 point(s)","White","All","All","10","5"," ","0"
"2017","6 point(s)","White","All","All","10","5"," ","0"
"2018","6 point(s)","White","All","All","5","5"," ","0"
"2019","6 point(s)","White","All","All","10","10"," ","0"
"2020","6 point(s)","White","All","All","10","10","1","0"
"2021","6 point(s)","White","All","All","10","10","0.833","0"
"2022","6 point(s)","White","All","All","15","15","1","0"
"2023","6 point(s)","White","All","All","10","10"," ","0"
"2010","7 point(s)","White","All","All","55","55","0.964","0"
"2011","7 point(s)","White","All","All","55","45","0.768","0"
"2012","7 point(s)","White","All","All","40","30","0.842","0"
"2013","7 point(s)","White","All","All","50","40","0.857","0"
"2014","7 point(s)","White","All","All","45","40","0.848","0"
"2015","7 point(s)","White","All","All","40","35","0.868","0"
"2016","7 point(s)","White","All","All","25","20","0.8150000000000001","0"
"2017","7 point(s)","White","All","All","20","15","0.762","0"
"2018","7 point(s)","White","All","All","25","20","0.8150000000000001","0"
"2019","7 point(s)","White","All","All","25","20","0.783","0"
"2020","7 point(s)","White","All","All","15","15","1","0"
"2021","7 point(s)","White","All","All","20","20","0.905","0"
"2022","7 point(s)","White","All","All","30","30","0.906","0"
"2023","7 point(s)","White","All","All","30","25","0.893","0"
"2010","8 point(s)","White","All","All","130","115","0.877","0"
"2011","8 point(s)","White","All","All","110","100","0.919","0"
"2012","8 point(s)","White","All","All","100","85","0.8240000000000001","0"
"2013","8 point(s)","White","All","All","110","95","0.864","0"
"2014","8 point(s)","White","All","All","75","65","0.918","0"
"2015","8 point(s)","White","All","All","70","60","0.859","0"
"2016","8 point(s)","White","All","All","80","70","0.885","0"
"2017","8 point(s)","White","All","All","50","40","0.84","0"
"2018","8 point(s)","White","All","All","60","50","0.897","0"
"2019","8 point(s)","White","All","All","65","60","0.909","0"
"2020","8 point(s)","White","All","All","50","50","0.9420000000000001","0"
"2021","8 point(s)","White","All","All","60","50","0.852","0"
"2022","8 point(s)","White","All","All","70","60","0.857","0"
"2023","8 point(s)","White","All","All","55","45","0.839","0"
"2010","9 point(s)","White","All","All","220","200","0.918","0"
"2011","9 point(s)","White","All","All","210","185","0.899","0"
"2012","9 point(s)","White","All","All","220","190","0.86","0"
"2013","9 point(s)","White","All","All","215","195","0.902","0"
"2014","9 point(s)","White","All","All","185","165","0.898","0"
"2015","9 point(s)","White","All","All","230","200","0.873","0"
"2016","9 point(s)","White","All","All","205","185","0.907","0"
"2017","9 point(s)","White","All","All","170","155","0.901","0"
"2018","9 point(s)","White","All","All","185","165","0.902","0"
"2019","9 point(s)","White","All","All","200","185","0.9390000000000001","0"
"2020","9 point(s)","White","All","All","145","140","0.965","0"
"2021","9 point(s)","White","All","All","140","125","0.873","0"
"2022","9 point(s)","White","All","All","120","115","0.926","0"
"2023","9 point(s)","White","All","All","145","135","0.932","0"
"2010","10 point(s)","White","All","All","275","255","0.917","0"
"2011","10 point(s)","White","All","All","280","265","0.9430000000000001","0"
"2012","10 point(s)","White","All","All","260","230","0.892","0"
"2013","10 point(s)","White","All","All","270","245","0.918","0"
"2014","10 point(s)","White","All","All","285","270","0.9440000000000001","0"
"2015","10 point(s)","White","All","All","260","240","0.919","0"
"2016","10 point(s)","White","All","All","235","220","0.937","0"
"2017","10 point(s)","White","All","All","230","215","0.9390000000000001","0"
"2018","10 point(s)","White","All","All","205","185","0.897","0"
"2019","10 point(s)","White","All","All","220","200","0.914","0"
"2020","10 point(s)","White","All","All","225","210","0.93","0"
"2021","10 point(s)","White","All","All","215","190","0.888","0"
"2022","10 point(s)","White","All","All","210","190","0.91","0"
"2023","10 point(s)","White","All","All","220","205","0.9410000000000001","0"
"2010","11 point(s)","White","All","All","290","275","0.9450000000000001","0"
"2011","11 point(s)","White","All","All","315","290","0.911","0"
"2012","11 point(s)","White","All","All","310","280","0.904","0"
"2013","11 point(s)","White","All","All","350","325","0.934","0"
"2014","11 point(s)","White","All","All","315","295","0.93","0"
"2015","11 point(s)","White","All","All","340","320","0.9380000000000001","0"
"2016","11 point(s)","White","All","All","355","330","0.924","0"
"2017","11 point(s)","White","All","All","325","295","0.91","0"
"2018","11 point(s)","White","All","All","325","305","0.927","0"
"2019","11 point(s)","White","All","All","265","255","0.9510000000000001","0"
"2020","11 point(s)","White","All","All","275","245","0.894","0"
"2021","11 point(s)","White","All","All","320","295","0.928","0"
"2022","11 point(s)","White","All","All","310","290","0.9420000000000001","0"
"2023","11 point(s)","White","All","All","310","290","0.9450000000000001","0"
"2010","12 point(s)","White","All","All","820","760","0.922","0"
"2011","12 point(s)","White","All","All","925","860","0.929","0"
"2012","12 point(s)","White","All","All","935","865","0.927","0"
"2013","12 point(s)","White","All","All","1060","990","0.934","0"
"2014","12 point(s)","White","All","All","1075","990","0.917","0"
"2015","12 point(s)","White","All","All","1120","1030","0.923","0"
"2016","12 point(s)","White","All","All","1120","1030","0.92","0"
"2017","12 point(s)","White","All","All","1195","1110","0.928","0"
"2018","12 point(s)","White","All","All","1250","1165","0.934","0"
"2019","12 point(s)","White","All","All","1140","1060","0.932","0"
"2020","12 point(s)","White","All","All","1150","1075","0.933","0"
"2021","12 point(s)","White","All","All","1450","1370","0.9430000000000001","0"
"2022","12 point(s)","White","All","All","1450","1340","0.921","0"
"2023","12 point(s)","White","All","All","1480","1415","0.9550000000000001","0"
"2020","7 point(s)","Black","All","All","5","5"," ","0"
"2023","7 point(s)","Black","All","All","5","5"," ","0"
"2012","8 point(s)","Black","All","All","5","0"," ","0"
"2012","9 point(s)","Black","All","All","5","5"," ","0"
"2016","9 point(s)","Black","All","All","5","5"," ","0"
"2018","9 point(s)","Black","All","All","5","5"," ","0"
"2020","9 point(s)","Black","All","All","5","5"," ","0"
"2021","9 point(s)","Black","All","All","5","5"," ","0"
"2022","9 point(s)","Black","All","All","5","5"," ","0"
"2023","9 point(s)","Black","All","All","5","5"," ","0"
"2011","10 point(s)","Black","All","All","5","5"," ","0"
"2013","10 point(s)","Black","All","All","5","0"," ","0"
"2015","10 point(s)","Black","All","All","5","5"," ","0"
"2016","10 point(s)","Black","All","All","5","5"," ","0"
"2018","10 point(s)","Black","All","All","10","10"," ","0"
"2020","10 point(s)","Black","All","All","5","5"," ","0"
"2022","10 point(s)","Black","All","All","5","5"," ","0"
"2023","10 point(s)","Black","All","All","5","5"," ","0"
"2017","11 point(s)","Black","All","All","5","5"," ","0"
"2018","11 point(s)","Black","All","All","5","0"," ","0"
"2019","11 point(s)","Black","All","All","5","5"," ","0"
"2020","11 point(s)","Black","All","All","10","5"," ","0"
"2021","11 point(s)","Black","All","All","15","10","0.923","0"
"2022","11 point(s)","Black","All","All","5","5"," ","0"
"2023","11 point(s)","Black","All","All","10","10","1","0"
"2011","12 point(s)","Black","All","All","5","5"," ","0"
"2012","12 point(s)","Black","All","All","5","5"," ","0"
"2013","12 point(s)","Black","All","All","10","10"," ","0"
"2014","12 point(s)","Black","All","All","5","5"," ","0"
"2015","12 point(s)","Black","All","All","5","5"," ","0"
"2016","12 point(s)","Black","All","All","10","10"," ","0"
"2017","12 point(s)","Black","All","All","15","10","0.923","0"
"2018","12 point(s)","Black","All","All","20","15","0.85","0"
"2019","12 point(s)","Black","All","All","15","15","0.9410000000000001","0"
"2020","12 point(s)","Black","All","All","25","25","0.9580000000000001","0"
"2021","12 point(s)","Black","All","All","30","25","0.8280000000000001","0"
"2022","12 point(s)","Black","All","All","35","30","0.882","0"
"2023","12 point(s)","Black","All","All","60","55","0.966","0"
"2011","6 point(s)","Asian","All","All","5","0"," ","0"
"2012","6 point(s)","Asian","All","All","5","0"," ","0"
"2017","6 point(s)","Asian","All","All","5","5"," ","0"
"2010","7 point(s)","Asian","All","All","5","5"," ","0"
"2013","7 point(s)","Asian","All","All","5","5"," ","0"
"2014","7 point(s)","Asian","All","All","5","5"," ","0"
"2017","7 point(s)","Asian","All","All","5","5"," ","0"
"2019","7 point(s)","Asian","All","All","5","5"," ","0"
"2022","7 point(s)","Asian","All","All","5","5"," ","0"
"2023","7 point(s)","Asian","All","All","5","5"," ","0"
"2010","8 point(s)","Asian","All","All","5","5"," ","0"
"2011","8 point(s)","Asian","All","All","5","0"," ","0"
"2012","8 point(s)","Asian","All","All","5","5"," ","0"
"2013","8 point(s)","Asian","All","All","10","5"," ","0"
"2015","8 point(s)","Asian","All","All","5","5"," ","0"
"2016","8 point(s)","Asian","All","All","10","10"," ","0"
"2017","8 point(s)","Asian","All","All","5","5"," ","0"
"2018","8 point(s)","Asian","All","All","5","5"," ","0"
"2019","8 point(s)","Asian","All","All","5","5"," ","0"
"2020","8 point(s)","Asian","All","All","5","0"," ","0"
"2022","8 point(s)","Asian","All","All","5","5"," ","0"
"2023","8 point(s)","Asian","All","All","10","10"," ","0"
"2010","9 point(s)","Asian","All","All","10","10"," ","0"
"2011","9 point(s)","Asian","All","All","10","10"," ","0"
"2012","9 point(s)","Asian","All","All","10","10","0.917","0"
"2013","9 point(s)","Asian","All","All","15","15","1","0"
"2014","9 point(s)","Asian","All","All","5","5"," ","0"
"2015","9 point(s)","Asian","All","All","10","10","0.917","0"
"2016","9 point(s)","Asian","All","All","20","15","0.778","0"
"2017","9 point(s)","Asian","All","All","15","15","0.882","0"
"2018","9 point(s)","Asian","All","All","10","10"," ","0"
"2019","9 point(s)","Asian","All","All","25","20","0.917","0"
"2020","9 point(s)","Asian","All","All","15","15","1","0"
"2021","9 point(s)","Asian","All","All","15","10","0.769","0"
"2022","9 point(s)","Asian","All","All","15","15","0.9380000000000001","0"
"2023","9 point(s)","Asian","All","All","35","30","0.879","0"
"2010","10 point(s)","Asian","All","All","5","5"," ","0"
"2011","10 point(s)","Asian","All","All","10","10"," ","0"
"2012","10 point(s)","Asian","All","All","10","10"," ","0"
"2013","10 point(s)","Asian","All","All","10","10","0.833","0"
"2014","10 point(s)","Asian","All","All","15","15","0.875","0"
"2015","10 point(s)","Asian","All","All","20","15","0.9440000000000001","0"
"2016","10 point(s)","Asian","All","All","10","5"," ","0"
"2017","10 point(s)","Asian","All","All","10","10"," ","0"
"2018","10 point(s)","Asian","All","All","10","10","1","0"
"2019","10 point(s)","Asian","All","All","20","15","0.889","0"
"2020","10 point(s)","Asian","All","All","20","20","1","0"
"2021","10 point(s)","Asian","All","All","20","20","0.864","0"
"2022","10 point(s)","Asian","All","All","35","30","0.912","0"
"2023","10 point(s)","Asian","All","All","35","30","0.97","0"
"2010","11 point(s)","Asian","All","All","10","10","0.909","0"
"2011","11 point(s)","Asian","All","All","15","10","0.857","0"
"2012","11 point(s)","Asian","All","All","10","5"," ","0"
"2013","11 point(s)","Asian","All","All","10","10"," ","0"
"2014","11 point(s)","Asian","All","All","5","5"," ","0"
"2015","11 point(s)","Asian","All","All","30","25","0.871","0"
"2016","11 point(s)","Asian","All","All","25","20","0.84","0"
"2017","11 point(s)","Asian","All","All","25","20","0.846","0"
"2018","11 point(s)","Asian","All","All","25","25","0.92","0"
"2019","11 point(s)","Asian","All","All","25","20","0.8","0"
"2020","11 point(s)","Asian","All","All","40","35","0.881","0"
"2021","11 point(s)","Asian","All","All","40","35","0.9470000000000001","0"
"2022","11 point(s)","Asian","All","All","30","30","0.906","0"
"2023","11 point(s)","Asian","All","All","55","50","0.907","0"
"2010","12 point(s)","Asian","All","All","55","45","0.849","0"
"2011","12 point(s)","Asian","All","All","55","45","0.833","0"
"2012","12 point(s)","Asian","All","All","75","65","0.867","0"
"2013","12 point(s)","Asian","All","All","70","60","0.857","0"
"2014","12 point(s)","Asian","All","All","85","75","0.928","0"
"2015","12 point(s)","Asian","All","All","110","95","0.866","0"
"2016","12 point(s)","Asian","All","All","115","100","0.895","0"
"2017","12 point(s)","Asian","All","All","120","110","0.885","0"
"2018","12 point(s)","Asian","All","All","135","115","0.88","0"
"2019","12 point(s)","Asian","All","All","140","130","0.928","0"
"2020","12 point(s)","Asian","All","All","185","160","0.87","0"
"2021","12 point(s)","Asian","All","All","185","155","0.834","0"
"2022","12 point(s)","Asian","All","All","255","230","0.905","0"
"2023","12 point(s)","Asian","All","All","275","255","0.9410000000000001","0"
"2023","7 point(s)","Mixed","All","All","5","5"," ","0"
"2012","8 point(s)","Mixed","All","All","5","5"," ","0"
"2015","8 point(s)","Mixed","All","All","5","0"," ","0"
"2017","8 point(s)","Mixed","All","All","5","5"," ","0"
"2018","8 point(s)","Mixed","All","All","5","5"," ","0"
"2020","8 point(s)","Mixed","All","All","5","5"," ","0"
"2022","8 point(s)","Mixed","All","All","5","5"," ","0"
"2011","9 point(s)","Mixed","All","All","5","5"," ","0"
"2013","9 point(s)","Mixed","All","All","5","5"," ","0"
"2015","9 point(s)","Mixed","All","All","5","5"," ","0"
"2016","9 point(s)","Mixed","All","All","5","0"," ","0"
"2017","9 point(s)","Mixed","All","All","5","5"," ","0"
"2018","9 point(s)","Mixed","All","All","5","5"," ","0"
"2019","9 point(s)","Mixed","All","All","10","10","1","0"
"2020","9 point(s)","Mixed","All","All","5","5"," ","0"
"2021","9 point(s)","Mixed","All","All","10","10"," ","0"
"2022","9 point(s)","Mixed","All","All","10","10","1","0"
"2023","9 point(s)","Mixed","All","All","5","5"," ","0"
"2010","10 point(s)","Mixed","All","All","5","0"," ","0"
"2011","10 point(s)","Mixed","All","All","5","5"," ","0"
"2012","10 point(s)","Mixed","All","All","5","5"," ","0"
"2014","10 point(s)","Mixed","All","All","10","10"," ","0"
"2015","10 point(s)","Mixed","All","All","10","5"," ","0"
"2016","10 point(s)","Mixed","All","All","5","5"," ","0"
"2017","10 point(s)","Mixed","All","All","5","5"," ","0"
"2018","10 point(s)","Mixed","All","All","10","10"," ","0"
"2019","10 point(s)","Mixed","All","All","10","5"," ","0"
"2020","10 point(s)","Mixed","All","All","10","10","1","0"
"2021","10 point(s)","Mixed","All","All","10","10"," ","0"
"2022","10 point(s)","Mixed","All","All","10","10","1","0"
"2023","10 point(s)","Mixed","All","All","15","15","1","0"
"2010","11 point(s)","Mixed","All","All","5","5"," ","0"
"2011","11 point(s)","Mixed","All","All","10","10","1","0"
"2012","11 point(s)","Mixed","All","All","5","5"," ","0"
"2013","11 point(s)","Mixed","All","All","10","10"," ","0"
"2014","11 point(s)","Mixed","All","All","10","10","1","0"
"2015","11 point(s)","Mixed","All","All","10","10"," ","0"
"2016","11 point(s)","Mixed","All","All","10","10","1","0"
"2017","11 point(s)","Mixed","All","All","5","5"," ","0"
"2018","11 point(s)","Mixed","All","All","10","10","1","0"
"2019","11 point(s)","Mixed","All","All","10","5"," ","0"
"2020","11 point(s)","Mixed","All","All","5","5"," ","0"
"2021","11 point(s)","Mixed","All","All","10","10"," ","0"
"2022","11 point(s)","Mixed","All","All","15","15","0.933","0"
"2023","11 point(s)","Mixed","All","All","20","15","0.833","0"
"2010","12 point(s)","Mixed","All","All","20","20","0.909","0"
"2011","12 point(s)","Mixed","All","All","25","25","0.926","0"
"2012","12 point(s)","Mixed","All","All","25","20","0.833","0"
"2013","12 point(s)","Mixed","All","All","30","25","0.862","0"
"2014","12 point(s)","Mixed","All","All","30","25","0.781","0"
"2015","12 point(s)","Mixed","All","All","40","35","0.857","0"
"2016","12 point(s)","Mixed","All","All","45","40","0.933","0"
"2017","12 point(s)","Mixed","All","All","50","45","0.88","0"
"2018","12 point(s)","Mixed","All","All","40","35","0.857","0"
"2019","12 point(s)","Mixed","All","All","45","40","0.911","0"
"2020","12 point(s)","Mixed","All","All","60","55","0.933","0"
"2021","12 point(s)","Mixed","All","All","80","70","0.886","0"
"2022","12 point(s)","Mixed","All","All","80","75","0.902","0"
"2023","12 point(s)","Mixed","All","All","95","95","0.969","0"
"2014","8 point(s)","Other","All","All","5","0"," ","0"
"2017","9 point(s)","Other","All","All","5","0"," ","0"
"2022","9 point(s)","Other","All","All","5","5"," ","0"
"2023","9 point(s)","Other","All","All","5","5"," ","0"
"2015","10 point(s)","Other","All","All","5","5"," ","0"
"2022","10 point(s)","Other","All","All","5","5"," ","0"
"2023","10 point(s)","Other","All","All","5","5"," ","0"
"2011","11 point(s)","Other","All","All","5","5"," ","0"
"2016","11 point(s)","Other","All","All","5","0"," ","0"
