"Year","Qualification group","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","A level Only (Without extended project)","Other","Main scheme applicant","All","4550","3775","0.8300000000000001","0"
"2022","A level Only (Without extended project)","Other","Main scheme applicant","All","5160","4180","0.81","0"
"2023","A level Only (Without extended project)","Other","Main scheme applicant","All","5725","4720","0.8250000000000001","0"
"2008","BTEC Only","Other","Main scheme applicant","All","75","50","0.6930000000000001","0"
"2009","BTEC Only","Other","Main scheme applicant","All","75","65","0.853","0"
"2010","BTEC Only","Other","Main scheme applicant","All","145","100","0.6940000000000001","0"
"2011","BTEC Only","Other","Main scheme applicant","All","165","120","0.726","0"
"2012","BTEC Only","Other","Main scheme applicant","All","970","775","0.801","0"
"2013","BTEC Only","Other","Main scheme applicant","All","1135","895","0.786","0"
"2014","BTEC Only","Other","Main scheme applicant","All","1410","1140","0.81","0"
"2015","BTEC Only","Other","Main scheme applicant","All","1495","1265","0.847","0"
"2016","BTEC Only","Other","Main scheme applicant","All","1565","1295","0.8260000000000001","0"
"2017","BTEC Only","Other","Main scheme applicant","All","1610","1390","0.864","0"
"2018","BTEC Only","Other","Main scheme applicant","All","1620","1405","0.867","0"
"2019","BTEC Only","Other","Main scheme applicant","All","1565","1355","0.864","0"
"2020","BTEC Only","Other","Main scheme applicant","All","1690","1485","0.879","0"
"2021","BTEC Only","Other","Main scheme applicant","All","1900","1625","0.855","0"
"2022","BTEC Only","Other","Main scheme applicant","All","1975","1635","0.8290000000000001","0"
"2023","BTEC Only","Other","Main scheme applicant","All","1890","1555","0.8210000000000001","0"
"2008","A level & BTEC","Other","Main scheme applicant","All","20","15","0.833","0"
"2009","A level & BTEC","Other","Main scheme applicant","All","30","30","0.903","0"
"2010","A level & BTEC","Other","Main scheme applicant","All","45","35","0.766","0"
"2011","A level & BTEC","Other","Main scheme applicant","All","80","55","0.6880000000000001","0"
"2012","A level & BTEC","Other","Main scheme applicant","All","400","340","0.848","0"
"2013","A level & BTEC","Other","Main scheme applicant","All","440","385","0.877","0"
"2014","A level & BTEC","Other","Main scheme applicant","All","600","520","0.869","0"
"2015","A level & BTEC","Other","Main scheme applicant","All","750","675","0.901","0"
"2016","A level & BTEC","Other","Main scheme applicant","All","780","710","0.907","0"
"2017","A level & BTEC","Other","Main scheme applicant","All","685","625","0.91","0"
"2018","A level & BTEC","Other","Main scheme applicant","All","595","550","0.923","0"
"2019","A level & BTEC","Other","Main scheme applicant","All","630","565","0.899","0"
"2020","A level & BTEC","Other","Main scheme applicant","All","750","695","0.926","0"
"2021","A level & BTEC","Other","Main scheme applicant","All","830","755","0.906","0"
"2022","A level & BTEC","Other","Main scheme applicant","All","835","725","0.868","0"
"2023","A level & BTEC","Other","Main scheme applicant","All","845","730","0.863","0"
"2008","SQA Only","Other","Main scheme applicant","All","50","35","0.673","0"
"2009","SQA Only","Other","Main scheme applicant","All","55","45","0.807","0"
"2010","SQA Only","Other","Main scheme applicant","All","45","35","0.733","0"
"2011","SQA Only","Other","Main scheme applicant","All","75","50","0.649","0"
"2012","SQA Only","Other","Main scheme applicant","All","110","75","0.713","0"
"2013","SQA Only","Other","Main scheme applicant","All","110","70","0.607","0"
"2014","SQA Only","Other","Main scheme applicant","All","120","65","0.558","0"
"2015","SQA Only","Other","Main scheme applicant","All","170","120","0.716","0"
"2016","SQA Only","Other","Main scheme applicant","All","175","110","0.64","0"
"2017","SQA Only","Other","Main scheme applicant","All","180","120","0.676","0"
"2018","SQA Only","Other","Main scheme applicant","All","205","155","0.75","0"
"2019","SQA Only","Other","Main scheme applicant","All","240","170","0.711","0"
"2020","SQA Only","Other","Main scheme applicant","All","280","220","0.784","0"
"2021","SQA Only","Other","Main scheme applicant","All","305","225","0.746","0"
"2022","SQA Only","Other","Main scheme applicant","All","375","295","0.786","0"
"2023","SQA Only","Other","Main scheme applicant","All","355","275","0.774","0"
"2008","IB Only","Other","Main scheme applicant","All","20","15","0.889","0"
"2009","IB Only","Other","Main scheme applicant","All","25","20","0.72","0"
"2010","IB Only","Other","Main scheme applicant","All","55","40","0.6910000000000001","0"
"2011","IB Only","Other","Main scheme applicant","All","40","30","0.725","0"
"2012","IB Only","Other","Main scheme applicant","All","55","45","0.811","0"
"2013","IB Only","Other","Main scheme applicant","All","65","40","0.609","0"
"2014","IB Only","Other","Main scheme applicant","All","80","55","0.718","0"
"2015","IB Only","Other","Main scheme applicant","All","70","45","0.6910000000000001","0"
"2016","IB Only","Other","Main scheme applicant","All","80","60","0.775","0"
"2017","IB Only","Other","Main scheme applicant","All","90","70","0.761","0"
"2018","IB Only","Other","Main scheme applicant","All","95","70","0.755","0"
"2019","IB Only","Other","Main scheme applicant","All","90","70","0.809","0"
"2020","IB Only","Other","Main scheme applicant","All","90","70","0.772","0"
"2021","IB Only","Other","Main scheme applicant","All","115","85","0.733","0"
"2022","IB Only","Other","Main scheme applicant","All","145","105","0.736","0"
"2023","IB Only","Other","Main scheme applicant","All","170","120","0.722","0"
"2008","A level & WB","Other","Main scheme applicant","All","5","0"," ","0"
"2009","A level & WB","Other","Main scheme applicant","All","10","10"," ","0"
"2010","A level & WB","Other","Main scheme applicant","All","20","20","0.857","0"
"2011","A level & WB","Other","Main scheme applicant","All","25","20","0.875","0"
"2012","A level & WB","Other","Main scheme applicant","All","40","35","0.833","0"
"2013","A level & WB","Other","Main scheme applicant","All","45","40","0.872","0"
"2014","A level & WB","Other","Main scheme applicant","All","60","50","0.852","0"
