"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","7185","5940","0.8270000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","7320","6180","0.845"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","7010","6120","0.873"
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","7995","6795","0.85"
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","8150","6870","0.843"
"2019","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","1790","1675","0.936"
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","1250","1170","0.936"
"2021","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","1095","1065","0.971"
"2022","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","1015","955","0.9410000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","795","760","0.9540000000000001"
"2019","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","205","165","0.806"
"2020","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","160","130","0.8160000000000001"
"2021","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","175","160","0.908"
"2022","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","105","95","0.921"
"2023","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","180","150","0.834"
"2019","(CAH19) language and area studies","(CAH19-01-02) English language","All","5690","4930","0.866"
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","All","5105","4425","0.867"
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","All","4510","3910","0.867"
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","All","4470","3750","0.839"
"2023","(CAH19) language and area studies","(CAH19-01-02) English language","All","4215","3610","0.856"
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","22345","19045","0.852"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","20565","17645","0.858"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","20470","17460","0.853"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","20705","16580","0.801"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","21470","17745","0.8270000000000001"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","23725","18680","0.787"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","21185","16870","0.796"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","20445","16225","0.794"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","20955","16170","0.772"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","20320","16010","0.788"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","All","6635","5155","0.777"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","All","5680","4430","0.78"
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","All","5160","4065","0.788"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","All","4730","3540","0.748"
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","All","4240","3285","0.774"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","2445","1905","0.778"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","2130","1640","0.771"
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","1885","1500","0.797"
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","1665","1255","0.752"
"2023","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","1445","1115","0.77"
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","7120","5575","0.783"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","6325","4950","0.783"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","5575","4380","0.786"
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","4680","3495","0.747"
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","4505","3510","0.779"
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","1010","780","0.77"
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","870","650","0.747"
"2021","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","785","585","0.744"
"2022","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","640","470","0.733"
"2023","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","725","550","0.76"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","5040","4110","0.8150000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","4925","4095","0.8320000000000001"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","4455","3735","0.838"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","4710","3795","0.805"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","4530","3630","0.801"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","10190","8675","0.851"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","11040","9480","0.859"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","9905","8635","0.872"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","11105","9395","0.846"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","9400","8025","0.854"
"2019","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","1010","725","0.718"
"2020","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","990","685","0.6920000000000001"
"2021","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","1005","700","0.6960000000000001"
"2022","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","1010","525","0.519"
"2023","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","955","480","0.501"
"2019","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","245","235","0.965"
"2020","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","230","220","0.9540000000000001"
"2021","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","220","210","0.962"
"2022","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","180","165","0.93"
"2023","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","180","170","0.936"
"2020","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","All","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","All","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","All","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","All","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","170","110","0.644"
"2020","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","120","75","0.638"
"2021","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","170","125","0.732"
"2022","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","140","100","0.71"
"2023","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","170","125","0.748"
"2019","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","90","60","0.6910000000000001"
"2020","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","75","50","0.6930000000000001"
"2021","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","95","65","0.686"
"2022","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","60","45","0.78"
"2023","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","70","55","0.753"
"2019","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","280","270","0.967"
"2020","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","260","250","0.968"
"2021","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","225","210","0.931"
"2022","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","210","185","0.875"
"2023","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","275","265","0.961"
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","5260","3595","0.683"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","4535","3355","0.739"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","4205","3150","0.749"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","4235","3035","0.716"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","3390","2385","0.704"
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","1260","870","0.6900000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","1010","695","0.6890000000000001"
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","800","565","0.707"
"2022","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","820","555","0.675"
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","770","540","0.6990000000000001"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","37070","30520","0.8230000000000001"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","39460","32335","0.8190000000000001"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","42035","34230","0.8140000000000001"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","47320","36460","0.77"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","45460","35240","0.775"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","1370","1185","0.866"
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","1210","1040","0.86"
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","890","710","0.795"
"2022","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","960","750","0.783"
"2023","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","860","690","0.803"
"2019","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","895","480","0.538"
"2020","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","945","665","0.706"
"2021","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","1130","420","0.373"
"2022","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","1340","405","0.301"
"2023","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","1175","390","0.332"
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","14910","11515","0.772"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","14290","11825","0.8280000000000001"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","14755","12680","0.859"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","15795","13285","0.841"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","15310","13190","0.862"
"2019","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","565","510","0.9"
"2020","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","510","470","0.918"
"2021","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","500","425","0.85"
"2022","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","525","460","0.88"
"2023","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","470","430","0.912"
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","3470","3015","0.868"
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","3800","3345","0.881"
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","4040","3610","0.894"
"2022","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","4580","3740","0.8160000000000001"
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","4330","3740","0.864"
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","1290","1075","0.833"
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","1070","905","0.845"
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","935","820","0.879"
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","1155","945","0.8180000000000001"
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","1340","1080","0.808"
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","2110","1545","0.731"
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","2440","1755","0.72"
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","2595","1905","0.735"
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","2635","1900","0.721"
"2023","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","2690","1970","0.732"
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","4395","3405","0.774"
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","4695","3680","0.783"
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","4525","3370","0.744"
"2022","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","4485","2990","0.667"
"2023","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","4130","2885","0.6980000000000001"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","All","36195","30270","0.836"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","All","36490","30750","0.843"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","All","39240","32680","0.833"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","All","41215","33230","0.806"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","All","40530","32890","0.812"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","48375","39910","0.8250000000000001"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","55450","46670","0.842"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","57300","47695","0.8320000000000001"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","61380","50015","0.8150000000000001"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","64485","52450","0.8130000000000001"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","All","75910","62570","0.8240000000000001"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","All","74555","61970","0.8310000000000001"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","All","73515","59560","0.81"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","All","77730","59765","0.769"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","All","78440","58760","0.749"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","26710","23255","0.871"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","24735","21790","0.881"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","22610","19700","0.871"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","21925","19120","0.872"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","19315","16565","0.858"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","All","4500","3770","0.837"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","All","4615","3795","0.8220000000000001"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","All","4275","3560","0.833"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","All","3980","3195","0.803"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","All","3775","2985","0.79"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","All","69815","50470","0.723"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","All","70560","50575","0.717"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","All","73705","49190","0.667"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","All","75910","44675","0.588"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","All","73810","45190","0.612"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","All","46695","36955","0.791"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","All","48605","38895","0.8"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","All","52670","41890","0.795"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","All","52475","39585","0.754"
"2023","(CAH17) business and management","(CAH17-01-08) accounting","All","52650","40085","0.761"
"2019","(CAH17) business and management","(CAH17-01-07) finance","All","39275","30710","0.782"
"2020","(CAH17) business and management","(CAH17-01-07) finance","All","40525","31430","0.776"
"2021","(CAH17) business and management","(CAH17-01-07) finance","All","43345","33035","0.762"
"2022","(CAH17) business and management","(CAH17-01-07) finance","All","46525","32640","0.7020000000000001"
"2023","(CAH17) business and management","(CAH17-01-07) finance","All","47845","34595","0.723"
"2019","(CAH17) business and management","(CAH17-01-09) others in business and management","All","40","30","0.792"
"2020","(CAH17) business and management","(CAH17-01-09) others in business and management","All","55","40","0.744"
"2021","(CAH17) business and management","(CAH17-01-09) others in business and management","All","60","40","0.66"
"2022","(CAH17) business and management","(CAH17-01-09) others in business and management","All","70","30","0.457"
"2023","(CAH17) business and management","(CAH17-01-09) others in business and management","All","70","35","0.47600000000000003"
"2019","(CAH15) social sciences","(CAH15-03-01) politics","All","67465","51240","0.759"
"2020","(CAH15) social sciences","(CAH15-03-01) politics","All","66300","51225","0.773"
"2021","(CAH15) social sciences","(CAH15-03-01) politics","All","67695","50465","0.745"
"2022","(CAH15) social sciences","(CAH15-03-01) politics","All","64360","45560","0.708"
"2023","(CAH15) social sciences","(CAH15-03-01) politics","All","68005","49295","0.725"
"2019","(CAH15) social sciences","(CAH15-01-04) anthropology","All","7010","5280","0.753"
"2020","(CAH15) social sciences","(CAH15-01-04) anthropology","All","6390","4840","0.757"
"2021","(CAH15) social sciences","(CAH15-01-04) anthropology","All","6860","4935","0.719"
"2022","(CAH15) social sciences","(CAH15-01-04) anthropology","All","6785","4620","0.681"
"2023","(CAH15) social sciences","(CAH15-01-04) anthropology","All","6580","4530","0.6890000000000001"
"2019","(CAH15) social sciences","(CAH15-02-01) economics","All","85090","61935","0.728"
"2020","(CAH15) social sciences","(CAH15-02-01) economics","All","88940","64880","0.73"
"2021","(CAH15) social sciences","(CAH15-02-01) economics","All","94475","64100","0.678"
"2022","(CAH15) social sciences","(CAH15-02-01) economics","All","93665","55305","0.59"
"2023","(CAH15) social sciences","(CAH15-02-01) economics","All","100775","60960","0.605"
"2019","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","13000","11005","0.846"
"2020","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","12025","10315","0.858"
"2021","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","11765","10310","0.876"
"2022","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","11600","10095","0.87"
"2023","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","All","10295","9075","0.882"
"2019","(CAH15) social sciences","(CAH15-04-01) social work","All","31110","12140","0.39"
"2020","(CAH15) social sciences","(CAH15-04-01) social work","All","32320","14035","0.434"
"2021","(CAH15) social sciences","(CAH15-04-01) social work","All","36290","14945","0.41200000000000003"
"2022","(CAH15) social sciences","(CAH15-04-01) social work","All","33370","12730","0.381"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","All","26640","11185","0.42"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","6855","5570","0.8130000000000001"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","7795","6525","0.837"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","8655","6880","0.795"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","7595","5920","0.78"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","All","7290","5775","0.792"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","All","12330","10885","0.883"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","All","11920","10750","0.902"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","All","15075","13800","0.915"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","All","14085","12795","0.908"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","All","12555","11280","0.898"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","All","8885","6975","0.785"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","All","8365","6505","0.777"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","All","9190","6455","0.7030000000000001"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","All","7805","5125","0.657"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","All","7565","5410","0.715"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","All","84745","75475","0.891"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","All","86190","77170","0.895"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","All","91460","80640","0.882"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","All","94965","81130","0.854"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","All","88800","76870","0.866"
"2019","(CAH15) social sciences","(CAH15-01-05) development studies","All","2310","2070","0.896"
"2020","(CAH15) social sciences","(CAH15-01-05) development studies","All","2405","2195","0.913"
"2021","(CAH15) social sciences","(CAH15-01-05) development studies","All","2700","2465","0.912"
"2022","(CAH15) social sciences","(CAH15-01-05) development studies","All","2390","2050","0.859"
"2023","(CAH15) social sciences","(CAH15-01-05) development studies","All","2310","1980","0.857"
"2019","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","1105","930","0.841"
"2020","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","835","650","0.779"
"2021","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","965","760","0.786"
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","890","670","0.756"
"2023","(CAH15) social sciences","(CAH15-01-06) cultural studies","All","855","705","0.8240000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","73295","60420","0.8240000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","75675","62365","0.8240000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","81980","67700","0.8260000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","87595","69040","0.788"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","All","79440","64335","0.81"
"2019","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","2230","1825","0.8190000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","2155","1720","0.798"
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","1965","1680","0.854"
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","1855","1525","0.8230000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","All","1690","1370","0.812"
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","3010","2495","0.8290000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","3135","2505","0.799"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","3250","2570","0.791"
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","3300","2645","0.801"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","All","3010","2455","0.8160000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","22655","18395","0.812"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","22090","17840","0.808"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","22990","18280","0.795"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","22005","16220","0.737"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","All","23850","17915","0.751"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","14455","11835","0.8190000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","14890","12290","0.8250000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","15970","12935","0.81"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","15155","11530","0.761"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","All","15340","12245","0.798"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","26070","21705","0.8320000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","25975","21290","0.8200000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","24630","19560","0.794"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","23390","17545","0.75"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","All","24740","18745","0.758"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","8605","7455","0.866"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","9255","7845","0.847"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","10350","8790","0.849"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","11170","9420","0.843"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","All","10425","8915","0.855"
"2019","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","4200","3500","0.834"
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","4200","3380","0.805"
"2021","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","4335","3550","0.8190000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","4145","3290","0.794"
"2023","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","All","3810","3050","0.801"
"2019","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","205","150","0.738"
"2020","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","260","185","0.718"
"2021","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","285","215","0.756"
"2022","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","305","230","0.752"
"2023","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","All","375","285","0.761"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","9330","7625","0.8170000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","9285","7390","0.796"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","10525","8475","0.805"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","10730","8535","0.795"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","All","9795","7910","0.808"
"2019","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","190","120","0.643"
"2020","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","195","130","0.663"
"2021","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","180","95","0.539"
"2022","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","100","75","0.75"
"2023","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","All","90","60","0.6890000000000001"
