"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 2808 lines in total
------------------------------------------------------------------
appl_higher_lev_dom,Cycle,statistic,equality_dimension,agegroup,value
UK providers,2021,Placed June deadline applicants,POLAR4 Q2,18 year olds,36100
UK providers,2021,Placed June deadline applicants,POLAR4 Q3,18 year olds,44270
UK providers,2021,Placed June deadline applicants,POLAR4 Q4,18 year olds,54535
UK providers,2021,Placed June deadline applicants,POLAR4 Q5,18 year olds,80550
UK providers,2021,Placed June deadline applicants,Men,18 year olds,105110
UK providers,2021,Placed June deadline applicants,Women,18 year olds,137715
UK providers,2010,All placed applicants,Total,18 year olds,213100
UK providers,2010,All placed applicants,White ethnic group,18 year olds,176530
UK providers,2010,All placed applicants,Black ethnic group,18 year olds,7480
UK providers,2010,All placed applicants,Asian ethnic group,18 year olds,19540
UK providers,2010,All placed applicants,Mixed ethnic group,18 year olds,6370
UK providers,2010,All placed applicants,Other ethnic group,18 year olds,1735
UK providers,2010,All placed applicants,POLAR4 Q1,18 year olds,19675
UK providers,2010,All placed applicants,POLAR4 Q2,18 year olds,30570
UK providers,2010,All placed applicants,POLAR4 Q3,18 year olds,39765
UK providers,2010,All placed applicants,POLAR4 Q4,18 year olds,49730
UK providers,2010,All placed applicants,POLAR4 Q5,18 year olds,73000
UK providers,2010,All placed applicants,Men,18 year olds,95490
UK providers,2010,All placed applicants,Women,18 year olds,117610
UK providers,2011,All placed applicants,Total,18 year olds,217640
UK providers,2011,All placed applicants,White ethnic group,18 year olds,177910
UK providers,2011,All placed applicants,Black ethnic group,18 year olds,8530
UK providers,2011,All placed applicants,Asian ethnic group,18 year olds,20730
UK providers,2011,All placed applicants,Mixed ethnic group,18 year olds,7295
UK providers,2011,All placed applicants,Other ethnic group,18 year olds,1935
UK providers,2011,All placed applicants,POLAR4 Q1,18 year olds,20260
UK providers,2011,All placed applicants,POLAR4 Q2,18 year olds,30925
UK providers,2011,All placed applicants,POLAR4 Q3,18 year olds,40030
UK providers,2011,All placed applicants,POLAR4 Q4,18 year olds,51150
UK providers,2011,All placed applicants,POLAR4 Q5,18 year olds,74945
UK providers,2011,All placed applicants,Men,18 year olds,97765
UK providers,2011,All placed applicants,Women,18 year olds,119875
UK providers,2012,All placed applicants,Total,18 year olds,212060
UK providers,2012,All placed applicants,White ethnic group,18 year olds,171965
UK providers,2012,All placed applicants,Black ethnic group,18 year olds,8760
UK providers,2012,All placed applicants,Asian ethnic group,18 year olds,20790
UK providers,2012,All placed applicants,Mixed ethnic group,18 year olds,7140
UK providers,2012,All placed applicants,Other ethnic group,18 year olds,2235
UK providers,2012,All placed applicants,POLAR4 Q1,18 year olds,20230
UK providers,2012,All placed applicants,POLAR4 Q2,18 year olds,30705
UK providers,2012,All placed applicants,POLAR4 Q3,18 year olds,39110
UK providers,2012,All placed applicants,POLAR4 Q4,18 year olds,49090
UK providers,2012,All placed applicants,POLAR4 Q5,18 year olds,72625
UK providers,2012,All placed applicants,Men,18 year olds,94000
UK providers,2012,All placed applicants,Women,18 year olds,118060
UK providers,2013,All placed applicants,Total,18 year olds,219305
UK providers,2013,All placed applicants,White ethnic group,18 year olds,175695
UK providers,2013,All placed applicants,Black ethnic group,18 year olds,10095
UK providers,2013,All placed applicants,Asian ethnic group,18 year olds,22330
UK providers,2013,All placed applicants,Mixed ethnic group,18 year olds,7680
UK providers,2013,All placed applicants,Other ethnic group,18 year olds,2360
UK providers,2013,All placed applicants,POLAR4 Q1,18 year olds,21325
UK providers,2013,All placed applicants,POLAR4 Q2,18 year olds,31945
UK providers,2013,All placed applicants,POLAR4 Q3,18 year olds,40790
UK providers,2013,All placed applicants,POLAR4 Q4,18 year olds,50775
UK providers,2013,All placed applicants,POLAR4 Q5,18 year olds,74190
UK providers,2013,All placed applicants,Men,18 year olds,97595
UK providers,2013,All placed applicants,Women,18 year olds,121715
UK providers,2014,All placed applicants,Total,18 year olds,224525
UK providers,2014,All placed applicants,White ethnic group,18 year olds,177875
UK providers,2014,All placed applicants,Black ethnic group,18 year olds,10695
UK providers,2014,All placed applicants,Asian ethnic group,18 year olds,23760
UK providers,2014,All placed applicants,Mixed ethnic group,18 year olds,8375
UK providers,2014,All placed applicants,Other ethnic group,18 year olds,2740
UK providers,2014,All placed applicants,POLAR4 Q1,18 year olds,23365
UK providers,2014,All placed applicants,POLAR4 Q2,18 year olds,33755
UK providers,2014,All placed applicants,POLAR4 Q3,18 year olds,41705
UK providers,2014,All placed applicants,POLAR4 Q4,18 year olds,51610
UK providers,2014,All placed applicants,POLAR4 Q5,18 year olds,73825
UK providers,2014,All placed applicants,Men,18 year olds,99825
UK providers,2014,All placed applicants,Women,18 year olds,124705
UK providers,2015,All placed applicants,Total,18 year olds,235320
UK providers,2015,All placed applicants,White ethnic group,18 year olds,183535
UK providers,2015,All placed applicants,Black ethnic group,18 year olds,11860
UK providers,2015,All placed applicants,Asian ethnic group,18 year olds,25880
UK providers,2015,All placed applicants,Mixed ethnic group,18 year olds,9475
UK providers,2015,All placed applicants,Other ethnic group,18 year olds,3090
UK providers,2015,All placed applicants,POLAR4 Q1,18 year olds,24740
UK providers,2015,All placed applicants,POLAR4 Q2,18 year olds,35120
UK providers,2015,All placed applicants,POLAR4 Q3,18 year olds,44295
UK providers,2015,All placed applicants,POLAR4 Q4,18 year olds,53985
UK providers,2015,All placed applicants,POLAR4 Q5,18 year olds,76910
UK providers,2015,All placed applicants,Men,18 year olds,102880
UK providers,2015,All placed applicants,Women,18 year olds,132440
UK providers,2016,All placed applicants,Total,18 year olds,238895
UK providers,2016,All placed applicants,White ethnic group,18 year olds,184280
UK providers,2016,All placed applicants,Black ethnic group,18 year olds,12265
UK providers,2016,All placed applicants,Asian ethnic group,18 year olds,27570
UK providers,2016,All placed applicants,Mixed ethnic group,18 year olds,9905
UK providers,2016,All placed applicants,Other ethnic group,18 year olds,3245
UK providers,2016,All placed applicants,POLAR4 Q1,18 year olds,25000
UK providers,2016,All placed applicants,POLAR4 Q2,18 year olds,36040
UK providers,2016,All placed applicants,POLAR4 Q3,18 year olds,44555
UK providers,2016,All placed applicants,POLAR4 Q4,18 year olds,54495
UK providers,2016,All placed applicants,POLAR4 Q5,18 year olds,78535
UK providers,2016,All placed applicants,Men,18 year olds,104460
UK providers,2016,All placed applicants,Women,18 year olds,134440
UK providers,2017,All placed applicants,Total,18 year olds,241520
UK providers,2017,All placed applicants,White ethnic group,18 year olds,183620
UK providers,2017,All placed applicants,Black ethnic group,18 year olds,12630
UK providers,2017,All placed applicants,Asian ethnic group,18 year olds,29355
UK providers,2017,All placed applicants,Mixed ethnic group,18 year olds,10590
UK providers,2017,All placed applicants,Other ethnic group,18 year olds,3695
UK providers,2017,All placed applicants,POLAR4 Q1,18 year olds,25810
UK providers,2017,All placed applicants,POLAR4 Q2,18 year olds,36165
UK providers,2017,All placed applicants,POLAR4 Q3,18 year olds,45285
UK providers,2017,All placed applicants,POLAR4 Q4,18 year olds,54995
UK providers,2017,All placed applicants,POLAR4 Q5,18 year olds,79010
UK providers,2017,All placed applicants,Men,18 year olds,105410
UK providers,2017,All placed applicants,Women,18 year olds,136110
UK providers,2018,All placed applicants,Total,18 year olds,238260
UK providers,2018,All placed applicants,White ethnic group,18 year olds,177500
UK providers,2018,All placed applicants,Black ethnic group,18 year olds,13290
UK providers,2018,All placed applicants,Asian ethnic group,18 year olds,31035
UK providers,2018,All placed applicants,Mixed ethnic group,18 year olds,10730
UK providers,2018,All placed applicants,Other ethnic group,18 year olds,3860
UK providers,2018,All placed applicants,POLAR4 Q1,18 year olds,25540
UK providers,2018,All placed applicants,POLAR4 Q2,18 year olds,35855
UK providers,2018,All placed applicants,POLAR4 Q3,18 year olds,43985
UK providers,2018,All placed applicants,POLAR4 Q4,18 year olds,54445
UK providers,2018,All placed applicants,POLAR4 Q5,18 year olds,78155
UK providers,2018,All placed applicants,Men,18 year olds,103695
UK providers,2018,All placed applicants,Women,18 year olds,134565
UK providers,2019,All placed applicants,Total,18 year olds,241370
UK providers,2019,All placed applicants,White ethnic group,18 year olds,174745
UK providers,2019,All placed applicants,Black ethnic group,18 year olds,14580
UK providers,2019,All placed applicants,Asian ethnic group,18 year olds,34060
UK providers,2019,All placed applicants,Mixed ethnic group,18 year olds,11515
UK providers,2019,All placed applicants,Other ethnic group,18 year olds,4515
UK providers,2019,All placed applicants,POLAR4 Q1,18 year olds,26525
UK providers,2019,All placed applicants,POLAR4 Q2,18 year olds,35820
UK providers,2019,All placed applicants,POLAR4 Q3,18 year olds,45035
UK providers,2019,All placed applicants,POLAR4 Q4,18 year olds,55065
UK providers,2019,All placed applicants,POLAR4 Q5,18 year olds,78655
UK providers,2019,All placed applicants,Men,18 year olds,104925
UK providers,2019,All placed applicants,Women,18 year olds,136450
UK providers,2020,All placed applicants,Total,18 year olds,257745
UK providers,2020,All placed applicants,White ethnic group,18 year olds,183240
UK providers,2020,All placed applicants,Black ethnic group,18 year olds,16240
UK providers,2020,All placed applicants,Asian ethnic group,18 year olds,38035
UK providers,2020,All placed applicants,Mixed ethnic group,18 year olds,13030
UK providers,2020,All placed applicants,Other ethnic group,18 year olds,5115
UK providers,2020,All placed applicants,POLAR4 Q1,18 year olds,29005
UK providers,2020,All placed applicants,POLAR4 Q2,18 year olds,38630
UK providers,2020,All placed applicants,POLAR4 Q3,18 year olds,47445
UK providers,2020,All placed applicants,POLAR4 Q4,18 year olds,58575
UK providers,2020,All placed applicants,POLAR4 Q5,18 year olds,83820
UK providers,2020,All placed applicants,Men,18 year olds,111765
UK providers,2020,All placed applicants,Women,18 year olds,145980
UK providers,2021,All placed applicants,Total,18 year olds,275095
UK providers,2021,All placed applicants,White ethnic group,18 year olds,193180
UK providers,2021,All placed applicants,Black ethnic group,18 year olds,18185
UK providers,2021,All placed applicants,Asian ethnic group,18 year olds,41220
UK providers,2021,All placed applicants,Mixed ethnic group,18 year olds,14555
UK providers,2021,All placed applicants,Other ethnic group,18 year olds,5715
UK providers,2021,All placed applicants,POLAR4 Q1,18 year olds,30885
UK providers,2021,All placed applicants,POLAR4 Q2,18 year olds,41070
UK providers,2021,All placed applicants,POLAR4 Q3,18 year olds,50570
UK providers,2021,All placed applicants,POLAR4 Q4,18 year olds,62340
UK providers,2021,All placed applicants,POLAR4 Q5,18 year olds,89845
UK providers,2021,All placed applicants,Men,18 year olds,119710
UK providers,2021,All placed applicants,Women,18 year olds,155390
UK providers,2010,"June deadline applicants per 10,000 population",Total,18 year olds,3398.9
UK providers,2010,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3325.5
UK providers,2010,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,3574.2
UK providers,2010,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,3916
UK providers,2010,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3507.8
UK providers,2010,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,2754.9
UK providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1768.1
UK providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2572.6
UK providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,3217.3
UK providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,3939.4
UK providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,5169.1
UK providers,2010,"June deadline applicants per 10,000 population",Men,18 year olds,2972
UK providers,2010,"June deadline applicants per 10,000 population",Women,18 year olds,3841
UK providers,2011,"June deadline applicants per 10,000 population",Total,18 year olds,3472.2
UK providers,2011,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3388.2
UK providers,2011,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,3740
UK providers,2011,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,4001.4
UK providers,2011,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3668.4
UK providers,2011,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,2861.8
UK providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1824.2
UK providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2644.8
UK providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,3278.3
UK providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,4008.6
UK providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,5251.1
UK providers,2011,"June deadline applicants per 10,000 population",Men,18 year olds,3024.8
UK providers,2011,"June deadline applicants per 10,000 population",Women,18 year olds,3939.7
UK providers,2012,"June deadline applicants per 10,000 population",Total,18 year olds,3327.8
UK providers,2012,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3243.7
UK providers,2012,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,3654.2
UK providers,2012,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,3874
UK providers,2012,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3333.4
UK providers,2012,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,3027.6
UK providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1758.3
UK providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2536.4
UK providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,3170.2
UK providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,3805.4
UK providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,4986.2
UK providers,2012,"June deadline applicants per 10,000 population",Men,18 year olds,2852.9
UK providers,2012,"June deadline applicants per 10,000 population",Women,18 year olds,3827.6
UK providers,2013,"June deadline applicants per 10,000 population",Total,18 year olds,3408.7
UK providers,2013,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3315.5
UK providers,2013,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,3906.7
UK providers,2013,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,3957.2
UK providers,2013,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3385
UK providers,2013,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,3090.1
UK providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1839.1
UK providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2621.7
UK providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,3248.1
UK providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,3900.3
UK providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,5033.9
UK providers,2013,"June deadline applicants per 10,000 population",Men,18 year olds,2932.9
UK providers,2013,"June deadline applicants per 10,000 population",Women,18 year olds,3910
UK providers,2014,"June deadline applicants per 10,000 population",Total,18 year olds,3531.3
UK providers,2014,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3432.8
UK providers,2014,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,4056.6
UK providers,2014,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,4087.5
UK providers,2014,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3417.5
UK providers,2014,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,3482.1
UK providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,2000.3
UK providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2791.7
UK providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,3387.7
UK providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,4003.5
UK providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,5100.3
UK providers,2014,"June deadline applicants per 10,000 population",Men,18 year olds,3035.4
UK providers,2014,"June deadline applicants per 10,000 population",Women,18 year olds,4055.7
UK providers,2015,"June deadline applicants per 10,000 population",Total,18 year olds,3600.6
UK providers,2015,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3477.9
UK providers,2015,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,4217.9
UK providers,2015,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,4195
UK providers,2015,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3550.7
UK providers,2015,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,3660.2
UK providers,2015,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,2092.6
UK providers,2015,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2843.8
UK providers,2015,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,3466
UK providers,2015,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,4072.4
UK providers,2015,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,5144.3
UK providers,2015,"June deadline applicants per 10,000 population",Men,18 year olds,3055.4
UK providers,2015,"June deadline applicants per 10,000 population",Women,18 year olds,4173.2
UK providers,2016,"June deadline applicants per 10,000 population",Total,18 year olds,3701.9
UK providers,2016,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3563.8
UK providers,2016,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,4379.6
UK providers,2016,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,4348
UK providers,2016,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3651.1
UK providers,2016,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,3741.2
UK providers,2016,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,2175.5
UK providers,2016,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2956.3
UK providers,2016,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,3538
UK providers,2016,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,4140.4
UK providers,2016,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,5252.3
UK providers,2016,"June deadline applicants per 10,000 population",Men,18 year olds,3139.9
