"ID","GaelicKeywords","WordBreaks","GaelicKeywordsTraditionalSpelling","WordClass","WordClassMerged"
"71","ciùrram, ciùrr, ciùrradh, ciùrramaid, ciùrraibh, ciùrradh, ciùrradh, chiùrradh, , , , , , , , , , , , , , , ciùrraidh, chiùrras, ciùrr, chiùrr, chiùrr, do chiùrr, ciùrrta, chiùrrta, chiùrrainn, chiùrradh, chiùrramaid, ciùrrainn, chiùrrainn, ciùrradh, chiùrradh, ciùrramaid, chiùrramaid, ciùrrar, ciùrrtar, ciùrrar, chiùrrar, ciùrrar, chiùrrar, chiùrradh, do chiùrradh, chiùrrte, chiùirrte, chiùrraiste, chiùrraist, ciùrrte, ciùirrte, ciùrraiste, ciùrraist, chiùrrte, chiùrraiste, chiùrraist, , ","ciùrr!am, , ciùrr!adh, , ciùrr!aibh, , , chiùrr!adh, , , , , , , , , , , , , , , ciùrr!aidh, chiùrr!as, , , , , ciùrr!ta, chiùrr!ta, chiùrr!ainn, , chiùrr!amaid, , , , , ciùrr!amaid, , ciùrr!ar, ciùrr!tar, , chiùrr!ar, , chiùrr!ar, , , chiùrr!te, chiùirr!te, chiùrr!aiste, chiùrr!aist, ciùrr!te, ciùirr!te, ciùrr!aiste, ciùrr!aist, , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"72","goirteas, ghoirteas, goirteis, ghoirteis, , , , , , , , goirteasan, ghoirteasan, , , , , , , goirteasaibh, ghoirteasaibh, goirteasan, ghoirteasan, , , , , , , , , , ",", , , , , , , , , , , goirteas!an, ghoirteas!an, , , , , , , goirteas!aibh, ghoirteas!aibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"73","rionc, rinc, , rionc, , , , , , , , , rioncan, rincean, , , , , , , , rioncaibh, rincibh, , rioncan, rincean, , , , , , , , , , , ",", , , , , , , , , , , rionc!an, rinc!ean, , , , , , , , rionc!aibh, rinc!ibh, , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"74","rionc-eighre, , rionc-eighre, , , , , , , , , rioncan-eighre, , , , , , , , , , rionc-eighre, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"75","stobam, stob, stobadh, stobamaid, stobaibh, stobadh, stobadh, , , , , , , , , , , , , , , , stobaidh, stobas, stob, stob, stob, do stob, stobta, stobta, stobainn, stobadh, stobamaid, stobainn, stobainn, stobadh, stobadh, stobamaid, stobamaid, stobar, stobtar, stobar, stobar, stobar, stobar, stobadh, do stobadh, stobte, stobaiste, stobaist, stobte, stobaiste, stobaist, stobte, stobaiste, stobaist, , ","stob!am, , , , stob!aibh, , , , , , , , , , , , , , , , , , stob!aidh, stob!as, , , , , stob!ta, , stob!ainn, stob!adh, stob!amaid, , , , , , , stob!ar, stob!tar, , , , , , , , stob!aiste, stob!aist, , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"76","stob, , stuib, , , , , , , , , stoban, , stobaichean, , , , , , stobaibh, , stoban, , stobaichean, , , , , , , , , ",", , , , , , , , , , , stob!an, , stob!aichean, , , , , , stob!aibh, , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"77","smuaint, , smuaint, , smuainte, , , , , , , , , smuaintean, , smuaintein, , smuainteannan, , , , smuaintibh, , smuaintean, , , , , , , , , , ",", , , , , , , , , , , , , smuaint!ean, , smuaint!ein, , smuaint!eannan, , , , smuaint!ibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"78","bristeam, brist, bristeadh, bristeamaid, bristibh, bristeadh, bristeadh, bhristeadh, , , , , , , , , , , , , , , bristidh, bhristeas, brist, bhrist, bhrist, do bhrist, briste, bhriste, bhristinn, bhristeadh, bhristeamaid, bristinn, bhristinn, bristeadh, bhristeadh, bristeamaid, bhristeamaid, bristear, bristear, bristear, bhristear, bristear, bhristear, bhristeadh, do bhristeadh, bhriste, , , briste, , bristist, bhriste, , , , ","brist!eam, , brist!eadh, brist!eamaid, brist!ibh, , , bhrist!eadh, , , , , , , , , , , , , , , brist!idh, bhrist!eas, , , , , , , bhrist!inn, bhrist!eadh, bhrist!eamaid, brist!inn, , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"79","Art Deco, ",", ",", ",,NULL
"80","neòinean-cladaich, neòinean-chladaich, neòinein-chladaich, , , , , , , , , neòineanan-cladaich, , , , , , , , , , neòineanan-cladaich, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"81","neòinean-grèine, neòinean-ghrèine, neòinein-ghrèine, , , , , , , , , neòineanan-grèine, , , , , , , , , , neòineanan-grèine, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","neòinean-gréine, neòinean-ghréine, neòinein-ghréine, , , , , , , , , neòineanan-gréine, , , , , , , , , , neòineanan-gréine, , , , , , , , , , , ","fir.","noun"
"82","neo-shuilbhir, , neo-shuilbhire, , , , neo-shuilbhir, , neo-shuilbhir, , neo-shuilbhire, , neo-shuilbhir, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"83","neo-shoillearachd, , neo-shoillearachd, , neo-shoillearachd, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"84","neo-shaillte, , neo-shaillte, , , , neo-shaillte, , neo-shaillte, , neo-shaillte, , neo-shaillte, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"85","neo-shalaichte, , neo-shalaichte, , , , neo-shalaichte, , neo-shalaichte, , neo-shalaichte, , neo-shalaichte, , , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"86","mì-fhortanach, mhì-fhortanach, mì-fhortanaiche, mhì-fhortanaiche, , , mì-fhortanach, mhì-fhortanach, mì-fhortanaich, mhì-fhortanaich, mì-fhortanaiche, mhì-fhortanaiche, mì-fhortanaich, mhì-fhortanaich, , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"87","gu mì-fhortanach airson Màiri, ",", ",", ",,NULL
"88","mì-fhaiceallach, mhì-fhaiceallach, mì-fhaiceallaiche, mhì-fhaiceallaiche, , , mì-fhaiceallach, mhì-fhaiceallach, mì-fhaiceallaich, mhì-fhaiceallaich, mì-fhaiceallaiche, mhì-fhaiceallaiche, mì-fhaiceallaich, mhì-fhaiceallaich, , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"89","feòrachas, fheòrachas, feòrachais, fheòrachais, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"90","feòrag-ghlas, fheòrag-ghlas, feòraig-ghlais, fheòraig-ghlais, feòraige-glaise, fheòraige-glaise, , , , , , , , feòragan-glasa, fheòragan-glasa, , , , , , , , , feòragan-glasa, fheòragan-glasa, , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","boir.","noun"
"91","feòrag-ghlas an ear, ",", ",", ",,NULL
"92","rioga, , rioga, , , , , , , , , riogachan, , , , , , , , riogaibh, , riogachan, , , , , , , , , , , ",", , , , , , , , , , , riog!achan, , , , , , , , riog!aibh, , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"93","feòraich de Chalum a bheil e sgìth, ",", ",", ",,NULL
"94","feall-chùinneach, fheall-chùinneach, feall-chùinniche, fheall-chùinniche, , , feall-chùinneach, fheall-chùinneach, feall-chùinnich, fheall-chùinnich, feall-chùinniche, fheall-chùinniche, feall-chùinnich, fheall-chùinnich, , ",", , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , ","bua.","adjective"
"95","cùinneadh, chùinneadh, cùinnidh, chùinnidh, , , , , , , , cùinnidhean, chùinnidhean, , , , , , , , , cùinnidhean, chùinnidhean, , , , , , , , , , ","cùinn!eadh, chùinn!eadh, cùinn!idh, chùinn!idh, , , , , , , , cùinn!idhean, chùinn!idhean, , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"96","cuinnean, chuinnean, cuinnein, chuinnein, , , , , , , , cuinneanan, chuinneanan, cuinneinean, chuinneinean, , , , , cuinneanaibh, chuinneanaibh, cuinneanan, chuinneanan, , , , , , , , , , ",", , , , , , , , , , , cuinnean!an, chuinnean!an, cuinnein!ean, chuinnein!ean, , , , , cuinnean!aibh, chuinnean!aibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"97","cuinnseas, chuinnseas, cuinnseis, chuinnseis, , , , , , , , cuinnseasan, chuinnseasan, , , , , , , cuinnseasaibh, chuinnseasaibh, cuinnseasan, chuinnseasan, , , , , , , , , , ",", , , , , , , , , , , cuinnseas!an, chuinnseas!an, , , , , , , cuinnseas!aibh, chuinnseas!aibh, , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"98","cuingicheam, cuingich, cuingicheadh, cuingicheamaid, cuingichibh, cuingicheadh, cuingeachadh, chuingeachadh, , , , , , , , , , , , , , , cuingichidh, chuingicheas, cuingich, chuingich, chuingich, do chuingich, cuingichte, chuingichte, chuingichinn, chuingicheadh, chuingicheamaid, cuingichinn, chuingichinn, cuingicheadh, chuingicheadh, cuingicheamaid, chuingicheamaid, cuingichear, cuingichtear, cuingichear, chuingichear, cuingichear, chuingichear, chuingicheadh, do chuingicheadh, chuingichte, chuingichiste, chuingichist, cuingichte, cuingichiste, cuingichist, chuingichte, chuingichiste, chuingichist, , ","cuingich!eam, , cuingich!eadh, cuingich!eamaid, cuingich!ibh, , cuing!eachadh, chuing!eachadh, , , , , , , , , , , , , , , cuingich!idh, chuingich!eas, , , , , cuingich!te, chuingich!te, chuingich!inn, chuingich!eadh, chuingich!eamaid, cuingich!inn, , , , , , cuingich!ear, cuingich!tear, , chuingich!ear, , , , , , chuingich!iste, chuingich!ist, , cuingich!iste, cuingich!ist, , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","gn.","verb"
"99","spèileadh-deighe, , spèilidh-dheighe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","spéileadh-deighe, , spéilidh-dheighe, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"100","oige, , oige, , oige, , , , , , , , , oigeachan, , , , , , , , eigibh, oigibh, aoidibh, uigibh, , oigeachan, , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","eige, uige, , , , , , , , , , , , , eigeachan, uigeachan, , , , , , , , eigibh, uigibh, , , , , , , , , , , , ","boir.","noun"
"101","cuir bò air seilbh, cuir bò air sealbh, ",", ","cuir bó air seilbh, cuir bó air sealbh, ",,NULL
"102","cha chòir dhut, ",", ",", ",,NULL
"103","uair no uaireigin, ",", ","uair no uair-eigin, ",,NULL
"104","mo, m', ",", ",", ","sealbh.","particle"
"105","ri linn na h-èiginn, ",", ","ri linn na h-éiginn, ",,NULL
"106","cho sàmhach ri cearban-grèine, ",", ","cho sàmhach ri cearban-gréine, ",,NULL
"107","loisg càl teth mi roimhe, ",", ",", ",,NULL
"108","seas air do chasan, ",", ",", ",,NULL
"109","tha an Fhèinn air a h-uilinn, ",", ","tha an Fhéinn air a h-uilinn, ",,NULL
"110","tha sin taghte orm, tha sin taghta orm, ",", ",", ",,NULL
"111","tha Maserati agad 's an dèidh sin, tha Maserati agad is an dèidh sin, ",", ","tha Maserati agad, 's an déidh sin, ",,NULL
"112","an leabhar a bha air chall orm, ",", ",", ",,NULL
"113","a bharrachd, ",", ",", ",,NULL
"114","taigh a chuireadh feum air leasachadh, ",", ",", ",,NULL
"115","tha e reamhar fhathast ach gu mòr air a chaochladh, ",", ","tha e reamhar fhathast ach gu mór air a chaochladh, ",,NULL
"116","ach is fheàirrde mi a bhith ag obair, ",", ",", ",,NULL
"117","agus an samh sin a' gabhail mu na cuinneanan, ",", ",", ",,NULL
"118","agus guma fada bhuam e gu bràth, agus guma fada uam e gu bràth, ",", ",", ",,NULL
"119","agus phronn e na h-iseanan na àite, ",", ","agus phronn e na h-iseanan 'na àite, ",,NULL
"120","agus thuit a' chuileag marbh is a' sìneadh nan ràmhan, ",", ",", ",,NULL
"121","air a shon sin, ",", ",", ",,NULL
"122","air a tha brath air briseadh, ",", ",", ",,NULL
"123","air am bi thu a' cur feum, ",", ",", ",,NULL
"124","air m' amhaich-sa, ",", ",", ",,NULL
"125","air mo chomhairle, ",", ",", ",,NULL
"126","anns an eadar-àm, ",", ",", ",,NULL
"127","seigneur, sheigneur, seigneur, sheigneur, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"128","arsa, ars', ars, ",", ",", ","gn.","verb"
"129","bhon a bha thu fo na sparran agam, on a bha thu fo na sparran agam, ",", ",", ",,NULL
"130","saoil ciamar a bhiodh Calum, ",", ",", ",,NULL
"131","cuideachd, ",", ",", ",,NULL
"132","eadar gach salachar a dh'ith e, ",", ",", ",,NULL
"133","fada nan cian, ",", ",", ",,NULL
"134","far an do thoill e a bhith, ",", ",", ",,NULL
"135","far an togair e, ",", ",", ",,NULL
"136","ga leadairt, ",", ","'ga leadairt, ",,NULL
"137","ga loireadh, ",", ","'ga loireadh, ",,NULL
"138","ga roinn air a chèile, ",", ","'ga roinn air a chéile, ",,NULL
"139","ga tràigheadh air fuil, ",", ","'ga tràigheadh air fuil, ",,NULL
"140","gad thoirt a mhòinteach, ",", ","'gad thoirt a mhòinteach, ",,NULL
"141","gad thoirt air falbh, ",", ","'gad thoirt air falbh, ",,NULL
"142","ged a chuireadh tu do sheanair às, ",", ","ged a chuireadh tu do sheanair ás, ",,NULL
"143","gun dragh sam bith, ",", ",", ",,NULL
"144","gun robh an rud mar seo, ",", ",", ",,NULL
"145","gun robh mi glè thoilichte gun tug mi srian dhi, ",", ","gun robh mi glé thoilichte gun dug mi srian dhi, ",,NULL
"146","gur h-e na breugan a tha aige, ",", ",", ",,NULL
"147","gus an seòl mi an caolas, ",", ",", ",,NULL
"148","is air co-dhiù bu chòir dha, ",", ",", ",,NULL
"149","is e a' taomadh, ",", ",", ",,NULL
"150","is smùid aige air fighe, ",", ",", ",,NULL
"151","agus ma thogair, agus mo thogair, ",", ",", ",,NULL
"152","mura biodh sin, ",", ",", ",,NULL
"153","mura mìomhail ri fhaighneachd, ",", ",", ",,NULL
"154","na tuit san uisge mus tig cnatan ort, ",", ","na tuit san uisge mus dig cnatan ort, ",,NULL
"155","Calum na bhalach, ",", ","Calum 'na bhalach, ",,NULL
"156","na bheò fhèin, ",", ","'na bheò fhéin, ",,NULL
"157","na chòir fhèin, ",", ","'na chòir fhéin, ",,NULL
"158","na fhalach-cuain, ",", ","'na fhalach-cuain, ",,NULL
"159","na 's urrainn dhut ithe, ",", ",", ",,NULL
"160","na 's coireach ris, ",", ",", ",,NULL
"161","nach fhiach ainmeachadh, ",", ",", ",,NULL
"162","nach robh buannachd sam bith dha ann, ",", ",", ",,NULL
"163","nad làn fhaireachadh, ",", ","'nad làn fhaireachadh, ",,NULL
"164","nad uaill is nad aonrachd, ",", ","'nad uaill is 'nad aonrachd, ",,NULL
"165","nam chomas mar rùnaire, ",", ","'nam chomas mar rùnaire, ",,NULL
"166","olc air mhath le càch e, ",", ",", ",,NULL
"167","rachainn-sa an urras, ",", ",", ",,NULL
"168","san robh e air a thionndadh, ",", ",", ",,NULL
"169","seach gur h-e sibhse a tha ann, ",", ",", ",,NULL
"170","tha do Shàtan a' feitheamh ort, ",", ",", ",,NULL
"171","am bitheach, a bitheach, ",", ",", ",,NULL
"172","am bitheach, 'm bitheach, ",", ",", ",,NULL
"173","an tuirt thu, ",", ","an duirt thu, ",,NULL
"174","a tha marbh, dha do rèir, ",", ","a tha marbh, dha do réir, ",,NULL
"175","is cinnteach, ",", ",", ",,NULL
"176","no co-dhiù bidh, ",", ",", ",,NULL
"177","nuair a thig e gu aon is gu dhà, ",", ",", ",,NULL
"178","saoil, ",", ",", ",,NULL
"179","tha e coltach, ",", ",", ",,NULL
"180","uime sin, ",", ",", ","co-ghn.","adverb"
"181","ceabain aon-neach, ",", ",", ",,NULL
"182","Calum air an ceann, ",", ",", ",,NULL
"183","Calum beag foighidinn, ",", ",", ",,NULL
"184","caraid gaolach, ",", ",", ",,NULL
"185","M MacCaluim uasal, ",", ",", ",,NULL
"186","Calum MacCaluim, nach maireann, ",", ",", ",,NULL
"187","Leòdhasach gu sàilean do bhrògan, ",", ",", ",,NULL
"188","ubhal a bharrachd, ",", ",", ",,NULL
"189","abair rium mun abair mi riut, ",", ",", ",,NULL
"190","tha cearc agad air do dhìnnear, ",", ",", ",,NULL
"191","an riaghaltas a dh'ainmich mi roimhe, ",", ",", ",,NULL
"192","seirbheis a dh'fhòghnadh e fhèin, ",", ","seirbheis a dh'fhóghnadh e fhéin, ",,NULL
"193","rocaid a' dol a mhullach an adhair, ",", ",", ",,NULL
"194","troigh a leud, ",", ",", ",,NULL
"195","obair a rinneadh gu ceart, ",", ",", ",,NULL
"196","pròiseact a tha ann am beachd, pròiseact a tha am beachd, ",", ",", ",,NULL
"197","tog Calum, ",", ",", ",,NULL
"198","ollamh a thoill am moladh, ",", ",", ",,NULL
"199","deich a thuras, ",", ",", ",,NULL
"200","agus uachdar na cheann, ",", ","agus uachdar 'na cheann, ",,NULL
"201","blàths air a' bheò, ",", ",", ",,NULL
"202","darach air a chois, ",", ",", ",,NULL
"203","torc air a dhàthadh, ",", ",", ",,NULL
"204","fuachd air a' mharbh, ",", ",", ",,NULL
"205","dùthaich air bheagan airgid, ",", ",", ",,NULL
"206","taigh-bìdh air bhog, ",", ",", ",,NULL
"207","asal air buarach, ",", ",", ",,NULL
"208","muinntir air dearmad, muinntir air dhearmad, ",", ",", ",,NULL
"209","aithisg air èalaidh, ",", ",", ",,NULL
"210","pòsadh air nach urrainn teanga a bhith a' luaidh, ",", ",", ",,NULL
"211","na manaich air tùs, ",", ",", ",,NULL
"212","iomairt am bith, ",", ",", ",,NULL
"213","na giomaich am-bliadhna mar an-uiridh, ",", ","na giomaich am bliadhna mar an-uiridh, ",,NULL
"214","iomairt am measg an t-sluaigh, ",", ",", ",,NULL
"215","daoine an latha sa bheil sinn beò, ",", ",", ",,NULL
"216","balla an taobh a-staigh, ",", ",", ",,NULL
"217","fòn tapaidh an urra, ",", ","fón tapaidh an urra, ",,NULL
"218","airgead ann no às, ",", ","airgead ann no ás, ",,NULL
"219","botal aon-liotair, ",", ",", ",,NULL
"220","fònaichean ar latha, ",", ","fónaichean ar latha, ",,NULL
"221","seaplain àraidh, ",", ",", ",,NULL
"222","èigheachd àrd, ",", ","éigheachd àrd, ",,NULL
"223","sgoil as airidh an t-ainm, ",", ",", ",,NULL
"224","a' phoit as buaine, ",", ",", ",,NULL
"225","gnìomh as coltach gun tèid do pheanasachadh air a shon, ",", ","gnìomh as coltach gun déid do pheanasachadh air a shon, ",,NULL
"226","co-phàirt ath-sholarach, ",", ",", ",,NULL
"227","cù beachdaidh, ",", ",", ",,NULL
"228","suathadh beag, ",", ",", ",,NULL
"229","sgarachdach, , sgarachdaich, , , , , , , , , sgarachdaich, , , , , , , , sgarachdachaibh, , sgarachdach, , , , , , , , , , , ","sgarachd!ach, , sgarachd!aich, , , , , , , , , , , , , , , , , sgarachd!achaibh, , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"230","lochan breun, ",", ",", ",,NULL
"231","bròn buan, ",", ",", ",,NULL
"232","dà bhuille sa char, buille sa char, ",", ",", ",,NULL
"233","measgachadh caca, ",", ",", ",,NULL
"234","bò càraid, ",", ","bó càraid, ",,NULL
"235","ad caran faoin, ",", ",", ",,NULL
"236","bathar cèin, ",", ","bathar céin, ",,NULL
"237","sgaoil-lionn, , sgaoil-lionna, , , , , , , , , sgaoil-lionntan, , , , , , , , sgaoil-lionnaibh, , sgaoil-lionntan, , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ","fir.","noun"
"238","sannt corporra, ",", ",", ",,NULL
"239","Muslamach cràbhach, ",", ",", ",,NULL
"240","tùr drùidhteach, ",", ",", ",,NULL
"241","taigh-solais fa leth, ",", ",", ",,NULL
"242","balla fann, ",", ",", ",,NULL
"243","duine farranach, ",", ",", ",,NULL
"244","taigh fàs, ",", ",", ",,NULL
"245","DVD fuadain, ",", ",", ",,NULL
"246","being fuarachaidh, ",", ",", ",,NULL
"247","cathair ga iomairt, ",", ","cathair 'ga iomairt, ",,NULL
"248","guma slàn thu, gach latha a chì is nach fhaic mi thu, ",", ",", ",,NULL
"249","turas gun bhuannachd, ",", ",", ",,NULL
"250","gun chiall, gun chèill, ",", ","gun chiall, gun chéill, ",,NULL
"251","ionnsaigh gun chomain, ",", ",", ",,NULL
"252","deoch gun dìth, ",", ",", ",,NULL
"253","gun leisgeul, ",", ",", ",,NULL
"254","imrich gun ro-shampall, ",", ",", ",,NULL
"255","gun spèis, ",", ","gun spéis, ",,NULL
"256","cùramaiche ionnsaichte, ",", ",", ",,NULL
"257","fhalt is a h-uile càil, ",", ",", ",,NULL
"258","coin iutharnail, ",", ",", ",,NULL
"259","duine leibideach, ",", ",", ",,NULL
"260","sioraf maol, ",", ",", ",,NULL
"261","eadar-theangachadh mar-aon, ",", ",", ",,NULL
"262","càr measail, ",", ",", ",,NULL
