"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 12312 lines in total
------------------------------------------------------------------
inst_cntry_2021_map,Cycle,statistic,equality_dimension,agegroup,value
English providers,2013,Placed June deadline applicants,Total,All ages,300775
English providers,2013,Placed June deadline applicants,White ethnic group,All ages,230560
English providers,2013,Placed June deadline applicants,Black ethnic group,All ages,20740
English providers,2013,Placed June deadline applicants,Asian ethnic group,All ages,31465
English providers,2013,Placed June deadline applicants,Mixed ethnic group,All ages,12065
English providers,2013,Placed June deadline applicants,Other ethnic group,All ages,3995
English providers,2013,Placed June deadline applicants,POLAR4 Q1,All ages,37555
English providers,2013,Placed June deadline applicants,POLAR4 Q2,All ages,48770
English providers,2013,Placed June deadline applicants,POLAR4 Q3,All ages,57660
English providers,2013,Placed June deadline applicants,POLAR4 Q4,All ages,67835
English providers,2013,Placed June deadline applicants,POLAR4 Q5,All ages,88485
English providers,2013,Placed June deadline applicants,Men,All ages,132970
English providers,2013,Placed June deadline applicants,Women,All ages,167805
English providers,2014,Placed June deadline applicants,Total,All ages,309170
English providers,2014,Placed June deadline applicants,White ethnic group,All ages,235520
English providers,2014,Placed June deadline applicants,Black ethnic group,All ages,21625
English providers,2014,Placed June deadline applicants,Asian ethnic group,All ages,32725
English providers,2014,Placed June deadline applicants,Mixed ethnic group,All ages,13020
English providers,2014,Placed June deadline applicants,Other ethnic group,All ages,4470
English providers,2014,Placed June deadline applicants,POLAR4 Q1,All ages,40385
English providers,2014,Placed June deadline applicants,POLAR4 Q2,All ages,51190
English providers,2014,Placed June deadline applicants,POLAR4 Q3,All ages,59305
English providers,2014,Placed June deadline applicants,POLAR4 Q4,All ages,69035
English providers,2014,Placed June deadline applicants,POLAR4 Q5,All ages,88820
English providers,2014,Placed June deadline applicants,Men,All ages,135435
English providers,2014,Placed June deadline applicants,Women,All ages,173735
English providers,2015,Placed June deadline applicants,Total,All ages,318095
English providers,2015,Placed June deadline applicants,White ethnic group,All ages,238930
English providers,2015,Placed June deadline applicants,Black ethnic group,All ages,22810
English providers,2015,Placed June deadline applicants,Asian ethnic group,All ages,34840
English providers,2015,Placed June deadline applicants,Mixed ethnic group,All ages,14200
English providers,2015,Placed June deadline applicants,Other ethnic group,All ages,4835
English providers,2015,Placed June deadline applicants,POLAR4 Q1,All ages,41350
English providers,2015,Placed June deadline applicants,POLAR4 Q2,All ages,52275
English providers,2015,Placed June deadline applicants,POLAR4 Q3,All ages,60895
English providers,2015,Placed June deadline applicants,POLAR4 Q4,All ages,71445
English providers,2015,Placed June deadline applicants,POLAR4 Q5,All ages,91715
English providers,2015,Placed June deadline applicants,Men,All ages,138035
English providers,2015,Placed June deadline applicants,Women,All ages,180060
English providers,2016,Placed June deadline applicants,Total,All ages,319110
English providers,2016,Placed June deadline applicants,White ethnic group,All ages,236410
English providers,2016,Placed June deadline applicants,Black ethnic group,All ages,24040
English providers,2016,Placed June deadline applicants,Asian ethnic group,All ages,36245
English providers,2016,Placed June deadline applicants,Mixed ethnic group,All ages,14670
English providers,2016,Placed June deadline applicants,Other ethnic group,All ages,5115
English providers,2016,Placed June deadline applicants,POLAR4 Q1,All ages,41625
English providers,2016,Placed June deadline applicants,POLAR4 Q2,All ages,52685
English providers,2016,Placed June deadline applicants,POLAR4 Q3,All ages,60685
English providers,2016,Placed June deadline applicants,POLAR4 Q4,All ages,71565
English providers,2016,Placed June deadline applicants,POLAR4 Q5,All ages,92110
English providers,2016,Placed June deadline applicants,Men,All ages,137620
English providers,2016,Placed June deadline applicants,Women,All ages,181490
English providers,2017,Placed June deadline applicants,Total,All ages,311785
English providers,2017,Placed June deadline applicants,White ethnic group,All ages,228380
English providers,2017,Placed June deadline applicants,Black ethnic group,All ages,23685
English providers,2017,Placed June deadline applicants,Asian ethnic group,All ages,36735
English providers,2017,Placed June deadline applicants,Mixed ethnic group,All ages,14870
English providers,2017,Placed June deadline applicants,Other ethnic group,All ages,5485
English providers,2017,Placed June deadline applicants,POLAR4 Q1,All ages,41160
English providers,2017,Placed June deadline applicants,POLAR4 Q2,All ages,50980
English providers,2017,Placed June deadline applicants,POLAR4 Q3,All ages,59420
English providers,2017,Placed June deadline applicants,POLAR4 Q4,All ages,69560
English providers,2017,Placed June deadline applicants,POLAR4 Q5,All ages,90265
English providers,2017,Placed June deadline applicants,Men,All ages,134190
English providers,2017,Placed June deadline applicants,Women,All ages,177595
English providers,2018,Placed June deadline applicants,Total,All ages,302820
English providers,2018,Placed June deadline applicants,White ethnic group,All ages,218730
English providers,2018,Placed June deadline applicants,Black ethnic group,All ages,23815
English providers,2018,Placed June deadline applicants,Asian ethnic group,All ages,37250
English providers,2018,Placed June deadline applicants,Mixed ethnic group,All ages,14765
English providers,2018,Placed June deadline applicants,Other ethnic group,All ages,5580
English providers,2018,Placed June deadline applicants,POLAR4 Q1,All ages,40140
English providers,2018,Placed June deadline applicants,POLAR4 Q2,All ages,49630
English providers,2018,Placed June deadline applicants,POLAR4 Q3,All ages,56905
English providers,2018,Placed June deadline applicants,POLAR4 Q4,All ages,67975
English providers,2018,Placed June deadline applicants,POLAR4 Q5,All ages,87795
English providers,2018,Placed June deadline applicants,Men,All ages,128875
English providers,2018,Placed June deadline applicants,Women,All ages,173945
English providers,2019,Placed June deadline applicants,Total,All ages,298255
English providers,2019,Placed June deadline applicants,White ethnic group,All ages,210250
English providers,2019,Placed June deadline applicants,Black ethnic group,All ages,24555
English providers,2019,Placed June deadline applicants,Asian ethnic group,All ages,38795
English providers,2019,Placed June deadline applicants,Mixed ethnic group,All ages,15415
English providers,2019,Placed June deadline applicants,Other ethnic group,All ages,6030
English providers,2019,Placed June deadline applicants,POLAR4 Q1,All ages,40050
English providers,2019,Placed June deadline applicants,POLAR4 Q2,All ages,48330
English providers,2019,Placed June deadline applicants,POLAR4 Q3,All ages,56540
English providers,2019,Placed June deadline applicants,POLAR4 Q4,All ages,66875
English providers,2019,Placed June deadline applicants,POLAR4 Q5,All ages,86050
English providers,2019,Placed June deadline applicants,Men,All ages,126235
English providers,2019,Placed June deadline applicants,Women,All ages,172020
English providers,2020,Placed June deadline applicants,Total,All ages,310460
English providers,2020,Placed June deadline applicants,White ethnic group,All ages,215810
English providers,2020,Placed June deadline applicants,Black ethnic group,All ages,26815
English providers,2020,Placed June deadline applicants,Asian ethnic group,All ages,41345
English providers,2020,Placed June deadline applicants,Mixed ethnic group,All ages,16605
English providers,2020,Placed June deadline applicants,Other ethnic group,All ages,6665
English providers,2020,Placed June deadline applicants,POLAR4 Q1,All ages,42945
English providers,2020,Placed June deadline applicants,POLAR4 Q2,All ages,51270
English providers,2020,Placed June deadline applicants,POLAR4 Q3,All ages,58490
English providers,2020,Placed June deadline applicants,POLAR4 Q4,All ages,68830
English providers,2020,Placed June deadline applicants,POLAR4 Q5,All ages,88575
English providers,2020,Placed June deadline applicants,Men,All ages,128480
English providers,2020,Placed June deadline applicants,Women,All ages,181980
English providers,2021,Placed June deadline applicants,Total,All ages,330780
English providers,2021,Placed June deadline applicants,White ethnic group,All ages,226030
English providers,2021,Placed June deadline applicants,Black ethnic group,All ages,28290
English providers,2021,Placed June deadline applicants,Asian ethnic group,All ages,47330
English providers,2021,Placed June deadline applicants,Mixed ethnic group,All ages,18405
English providers,2021,Placed June deadline applicants,Other ethnic group,All ages,7470
English providers,2021,Placed June deadline applicants,POLAR4 Q1,All ages,44410
English providers,2021,Placed June deadline applicants,POLAR4 Q2,All ages,53675
English providers,2021,Placed June deadline applicants,POLAR4 Q3,All ages,62155
English providers,2021,Placed June deadline applicants,POLAR4 Q4,All ages,73330
English providers,2021,Placed June deadline applicants,POLAR4 Q5,All ages,96855
English providers,2021,Placed June deadline applicants,Men,All ages,137775
English providers,2021,Placed June deadline applicants,Women,All ages,193005
English providers,2010,All placed applicants,Total,All ages,356395
English providers,2010,All placed applicants,White ethnic group,All ages,268525
English providers,2010,All placed applicants,Black ethnic group,All ages,26405
English providers,2010,All placed applicants,Asian ethnic group,All ages,38855
English providers,2010,All placed applicants,Mixed ethnic group,All ages,13170
English providers,2010,All placed applicants,Other ethnic group,All ages,4225
English providers,2010,All placed applicants,POLAR4 Q1,All ages,41015
English providers,2010,All placed applicants,POLAR4 Q2,All ages,56235
English providers,2010,All placed applicants,POLAR4 Q3,All ages,67905
English providers,2010,All placed applicants,POLAR4 Q4,All ages,82940
English providers,2010,All placed applicants,POLAR4 Q5,All ages,107380
English providers,2010,All placed applicants,Men,All ages,158770
English providers,2010,All placed applicants,Women,All ages,197625
English providers,2011,All placed applicants,Total,All ages,364075
English providers,2011,All placed applicants,White ethnic group,All ages,271100
English providers,2011,All placed applicants,Black ethnic group,All ages,28785
English providers,2011,All placed applicants,Asian ethnic group,All ages,41135
English providers,2011,All placed applicants,Mixed ethnic group,All ages,14365
English providers,2011,All placed applicants,Other ethnic group,All ages,4500
English providers,2011,All placed applicants,POLAR4 Q1,All ages,42720
English providers,2011,All placed applicants,POLAR4 Q2,All ages,57100
English providers,2011,All placed applicants,POLAR4 Q3,All ages,68850
English providers,2011,All placed applicants,POLAR4 Q4,All ages,84520
English providers,2011,All placed applicants,POLAR4 Q5,All ages,110045
English providers,2011,All placed applicants,Men,All ages,163065
English providers,2011,All placed applicants,Women,All ages,201010
English providers,2012,All placed applicants,Total,All ages,340740
English providers,2012,All placed applicants,White ethnic group,All ages,247475
English providers,2012,All placed applicants,Black ethnic group,All ages,29800
English providers,2012,All placed applicants,Asian ethnic group,All ages,40265
English providers,2012,All placed applicants,Mixed ethnic group,All ages,13670
English providers,2012,All placed applicants,Other ethnic group,All ages,5605
English providers,2012,All placed applicants,POLAR4 Q1,All ages,41725
English providers,2012,All placed applicants,POLAR4 Q2,All ages,54945
English providers,2012,All placed applicants,POLAR4 Q3,All ages,65145
English providers,2012,All placed applicants,POLAR4 Q4,All ages,78110
English providers,2012,All placed applicants,POLAR4 Q5,All ages,100015
English providers,2012,All placed applicants,Men,All ages,151260
English providers,2012,All placed applicants,Women,All ages,189480
English providers,2013,All placed applicants,Total,All ages,365250
English providers,2013,All placed applicants,White ethnic group,All ages,264965
English providers,2013,All placed applicants,Black ethnic group,All ages,31460
English providers,2013,All placed applicants,Asian ethnic group,All ages,43230
English providers,2013,All placed applicants,Mixed ethnic group,All ages,15020
English providers,2013,All placed applicants,Other ethnic group,All ages,5875
English providers,2013,All placed applicants,POLAR4 Q1,All ages,45200
English providers,2013,All placed applicants,POLAR4 Q2,All ages,58705
English providers,2013,All placed applicants,POLAR4 Q3,All ages,70370
English providers,2013,All placed applicants,POLAR4 Q4,All ages,84140
English providers,2013,All placed applicants,POLAR4 Q5,All ages,106145
English providers,2013,All placed applicants,Men,All ages,162430
English providers,2013,All placed applicants,Women,All ages,202820
English providers,2014,All placed applicants,Total,All ages,379410
English providers,2014,All placed applicants,White ethnic group,All ages,271145
English providers,2014,All placed applicants,Black ethnic group,All ages,34840
English providers,2014,All placed applicants,Asian ethnic group,All ages,45715
English providers,2014,All placed applicants,Mixed ethnic group,All ages,16435
English providers,2014,All placed applicants,Other ethnic group,All ages,6610
English providers,2014,All placed applicants,POLAR4 Q1,All ages,48855
English providers,2014,All placed applicants,POLAR4 Q2,All ages,61975
English providers,2014,All placed applicants,POLAR4 Q3,All ages,73155
English providers,2014,All placed applicants,POLAR4 Q4,All ages,87075
English providers,2014,All placed applicants,POLAR4 Q5,All ages,107720
English providers,2014,All placed applicants,Men,All ages,167410
English providers,2014,All placed applicants,Women,All ages,212000
English providers,2015,All placed applicants,Total,All ages,392480
English providers,2015,All placed applicants,White ethnic group,All ages,276490
English providers,2015,All placed applicants,Black ethnic group,All ages,36285
English providers,2015,All placed applicants,Asian ethnic group,All ages,48870
English providers,2015,All placed applicants,Mixed ethnic group,All ages,17875
English providers,2015,All placed applicants,Other ethnic group,All ages,7285
English providers,2015,All placed applicants,POLAR4 Q1,All ages,50400
English providers,2015,All placed applicants,POLAR4 Q2,All ages,63900
English providers,2015,All placed applicants,POLAR4 Q3,All ages,75555
English providers,2015,All placed applicants,POLAR4 Q4,All ages,90285
English providers,2015,All placed applicants,POLAR4 Q5,All ages,111615
English providers,2015,All placed applicants,Men,All ages,171340
English providers,2015,All placed applicants,Women,All ages,221145
English providers,2016,All placed applicants,Total,All ages,392285
English providers,2016,All placed applicants,White ethnic group,All ages,273450
English providers,2016,All placed applicants,Black ethnic group,All ages,36580
English providers,2016,All placed applicants,Asian ethnic group,All ages,50785
English providers,2016,All placed applicants,Mixed ethnic group,All ages,18325
English providers,2016,All placed applicants,Other ethnic group,All ages,7550
English providers,2016,All placed applicants,POLAR4 Q1,All ages,50615
English providers,2016,All placed applicants,POLAR4 Q2,All ages,63960
English providers,2016,All placed applicants,POLAR4 Q3,All ages,75390
English providers,2016,All placed applicants,POLAR4 Q4,All ages,89790
English providers,2016,All placed applicants,POLAR4 Q5,All ages,111860
English providers,2016,All placed applicants,Men,All ages,170345
English providers,2016,All placed applicants,Women,All ages,221940
English providers,2017,All placed applicants,Total,All ages,388910
English providers,2017,All placed applicants,White ethnic group,All ages,267515
English providers,2017,All placed applicants,Black ethnic group,All ages,36970
English providers,2017,All placed applicants,Asian ethnic group,All ages,51630
English providers,2017,All placed applicants,Mixed ethnic group,All ages,18780
English providers,2017,All placed applicants,Other ethnic group,All ages,8325
English providers,2017,All placed applicants,POLAR4 Q1,All ages,50750
English providers,2017,All placed applicants,POLAR4 Q2,All ages,62935
English providers,2017,All placed applicants,POLAR4 Q3,All ages,74660
English providers,2017,All placed applicants,POLAR4 Q4,All ages,88935
English providers,2017,All placed applicants,POLAR4 Q5,All ages,111010
English providers,2017,All placed applicants,Men,All ages,168445
English providers,2017,All placed applicants,Women,All ages,220465
English providers,2018,All placed applicants,Total,All ages,386055
English providers,2018,All placed applicants,White ethnic group,All ages,260465
English providers,2018,All placed applicants,Black ethnic group,All ages,37485
English providers,2018,All placed applicants,Asian ethnic group,All ages,52880
English providers,2018,All placed applicants,Mixed ethnic group,All ages,19060
English providers,2018,All placed applicants,Other ethnic group,All ages,8390
English providers,2018,All placed applicants,POLAR4 Q1,All ages,50970
English providers,2018,All placed applicants,POLAR4 Q2,All ages,62795
English providers,2018,All placed applicants,POLAR4 Q3,All ages,73295
English providers,2018,All placed applicants,POLAR4 Q4,All ages,88945
English providers,2018,All placed applicants,POLAR4 Q5,All ages,109370
English providers,2018,All placed applicants,Men,All ages,165835
English providers,2018,All placed applicants,Women,All ages,220220
English providers,2019,All placed applicants,Total,All ages,392750
English providers,2019,All placed applicants,White ethnic group,All ages,255930
English providers,2019,All placed applicants,Black ethnic group,All ages,40790
English providers,2019,All placed applicants,Asian ethnic group,All ages,56995
English providers,2019,All placed applicants,Mixed ethnic group,All ages,20140
English providers,2019,All placed applicants,Other ethnic group,All ages,9435
English providers,2019,All placed applicants,POLAR4 Q1,All ages,52670
English providers,2019,All placed applicants,POLAR4 Q2,All ages,63740
English providers,2019,All placed applicants,POLAR4 Q3,All ages,75485
English providers,2019,All placed applicants,POLAR4 Q4,All ages,90025
English providers,2019,All placed applicants,POLAR4 Q5,All ages,110065
English providers,2019,All placed applicants,Men,All ages,167755
English providers,2019,All placed applicants,Women,All ages,224995
English providers,2020,All placed applicants,Total,All ages,408240
English providers,2020,All placed applicants,White ethnic group,All ages,269010
English providers,2020,All placed applicants,Black ethnic group,All ages,40280
English providers,2020,All placed applicants,Asian ethnic group,All ages,59820
English providers,2020,All placed applicants,Mixed ethnic group,All ages,21770
English providers,2020,All placed applicants,Other ethnic group,All ages,10180
English providers,2020,All placed applicants,POLAR4 Q1,All ages,56235
English providers,2020,All placed applicants,POLAR4 Q2,All ages,67240
English providers,2020,All placed applicants,POLAR4 Q3,All ages,77580
English providers,2020,All placed applicants,POLAR4 Q4,All ages,91940
English providers,2020,All placed applicants,POLAR4 Q5,All ages,114545
English providers,2020,All placed applicants,Men,All ages,172100
English providers,2020,All placed applicants,Women,All ages,236140
English providers,2021,All placed applicants,Total,All ages,413130
English providers,2021,All placed applicants,White ethnic group,All ages,267370
English providers,2021,All placed applicants,Black ethnic group,All ages,41035
English providers,2021,All placed applicants,Asian ethnic group,All ages,63430
English providers,2021,All placed applicants,Mixed ethnic group,All ages,22750
English providers,2021,All placed applicants,Other ethnic group,All ages,11005
English providers,2021,All placed applicants,POLAR4 Q1,All ages,56190
English providers,2021,All placed applicants,POLAR4 Q2,All ages,67195
English providers,2021,All placed applicants,POLAR4 Q3,All ages,78425
English providers,2021,All placed applicants,POLAR4 Q4,All ages,92785
English providers,2021,All placed applicants,POLAR4 Q5,All ages,115770
English providers,2021,All placed applicants,Men,All ages,174860
English providers,2021,All placed applicants,Women,All ages,238270
English providers,2010,June deadline applications,Total,All ages,1955140
English providers,2010,June deadline applications,White ethnic group,All ages,1439080
English providers,2010,June deadline applications,Black ethnic group,All ages,174130
English providers,2010,June deadline applications,Asian ethnic group,All ages,225840
English providers,2010,June deadline applications,Mixed ethnic group,All ages,75055
English providers,2010,June deadline applications,Other ethnic group,All ages,24850
English providers,2010,June deadline applications,POLAR4 Q1,All ages,221630
English providers,2010,June deadline applications,POLAR4 Q2,All ages,302035
English providers,2010,June deadline applications,POLAR4 Q3,All ages,372805
English providers,2010,June deadline applications,POLAR4 Q4,All ages,460135
English providers,2010,June deadline applications,POLAR4 Q5,All ages,593535
English providers,2010,June deadline applications,Men,All ages,860085
English providers,2010,June deadline applications,Women,All ages,1095055
English providers,2011,June deadline applications,Total,All ages,2043540
English providers,2011,June deadline applications,White ethnic group,All ages,1483390
English providers,2011,June deadline applications,Black ethnic group,All ages,191205
English providers,2011,June deadline applications,Asian ethnic group,All ages,243690
English providers,2011,June deadline applications,Mixed ethnic group,All ages,82125
English providers,2011,June deadline applications,Other ethnic group,All ages,26745
English providers,2011,June deadline applications,POLAR4 Q1,All ages,240035
English providers,2011,June deadline applications,POLAR4 Q2,All ages,318680
English providers,2011,June deadline applications,POLAR4 Q3,All ages,387480
English providers,2011,June deadline applications,POLAR4 Q4,All ages,477210
English providers,2011,June deadline applications,POLAR4 Q5,All ages,615340
English providers,2011,June deadline applications,Men,All ages,898780
English providers,2011,June deadline applications,Women,All ages,1144760
English providers,2012,June deadline applications,Total,All ages,1845305
English providers,2012,June deadline applications,White ethnic group,All ages,1314960
English providers,2012,June deadline applications,Black ethnic group,All ages,182050
English providers,2012,June deadline applications,Asian ethnic group,All ages,228975
English providers,2012,June deadline applications,Mixed ethnic group,All ages,74770
English providers,2012,June deadline applications,Other ethnic group,All ages,31105
English providers,2012,June deadline applications,POLAR4 Q1,All ages,220245
English providers,2012,June deadline applications,POLAR4 Q2,All ages,290860
English providers,2012,June deadline applications,POLAR4 Q3,All ages,353725
English providers,2012,June deadline applications,POLAR4 Q4,All ages,428820
English providers,2012,June deadline applications,POLAR4 Q5,All ages,547495
English providers,2012,June deadline applications,Men,All ages,797995
English providers,2012,June deadline applications,Women,All ages,1047305
English providers,2013,June deadline applications,Total,All ages,1881515
English providers,2013,June deadline applications,White ethnic group,All ages,1340240
English providers,2013,June deadline applications,Black ethnic group,All ages,181800
English providers,2013,June deadline applications,Asian ethnic group,All ages,236095
English providers,2013,June deadline applications,Mixed ethnic group,All ages,78670
English providers,2013,June deadline applications,Other ethnic group,All ages,31365
English providers,2013,June deadline applications,POLAR4 Q1,All ages,225835
English providers,2013,June deadline applications,POLAR4 Q2,All ages,295500
English providers,2013,June deadline applications,POLAR4 Q3,All ages,362660
English providers,2013,June deadline applications,POLAR4 Q4,All ages,438090
English providers,2013,June deadline applications,POLAR4 Q5,All ages,556040
English providers,2013,June deadline applications,Men,All ages,814235
English providers,2013,June deadline applications,Women,All ages,1067280
English providers,2014,June deadline applications,Total,All ages,1954270
English providers,2014,June deadline applications,White ethnic group,All ages,1382305
English providers,2014,June deadline applications,Black ethnic group,All ages,190110
English providers,2014,June deadline applications,Asian ethnic group,All ages,248770
English providers,2014,June deadline applications,Mixed ethnic group,All ages,85280
English providers,2014,June deadline applications,Other ethnic group,All ages,34745
English providers,2014,June deadline applications,POLAR4 Q1,All ages,244395
English providers,2014,June deadline applications,POLAR4 Q2,All ages,313300
English providers,2014,June deadline applications,POLAR4 Q3,All ages,376225
English providers,2014,June deadline applications,POLAR4 Q4,All ages,451420
English providers,2014,June deadline applications,POLAR4 Q5,All ages,565625
English providers,2014,June deadline applications,Men,All ages,842435
English providers,2014,June deadline applications,Women,All ages,1111835
English providers,2015,June deadline applications,Total,All ages,1979080
English providers,2015,June deadline applications,White ethnic group,All ages,1380395
English providers,2015,June deadline applications,Black ethnic group,All ages,195040
English providers,2015,June deadline applications,Asian ethnic group,All ages,259185
English providers,2015,June deadline applications,Mixed ethnic group,All ages,91035
English providers,2015,June deadline applications,Other ethnic group,All ages,36690
English providers,2015,June deadline applications,POLAR4 Q1,All ages,247570
English providers,2015,June deadline applications,POLAR4 Q2,All ages,317175
English providers,2015,June deadline applications,POLAR4 Q3,All ages,381075
English providers,2015,June deadline applications,POLAR4 Q4,All ages,457315
English providers,2015,June deadline applications,POLAR4 Q5,All ages,573030
English providers,2015,June deadline applications,Men,All ages,848115
English providers,2015,June deadline applications,Women,All ages,1130965
English providers,2016,June deadline applications,Total,All ages,1976965
English providers,2016,June deadline applications,White ethnic group,All ages,1362250
English providers,2016,June deadline applications,Black ethnic group,All ages,198045
English providers,2016,June deadline applications,Asian ethnic group,All ages,266190
English providers,2016,June deadline applications,Mixed ethnic group,All ages,94105
English providers,2016,June deadline applications,Other ethnic group,All ages,38445
English providers,2016,June deadline applications,POLAR4 Q1,All ages,247905
English providers,2016,June deadline applications,POLAR4 Q2,All ages,315605
English providers,2016,June deadline applications,POLAR4 Q3,All ages,378710
English providers,2016,June deadline applications,POLAR4 Q4,All ages,454245
English providers,2016,June deadline applications,POLAR4 Q5,All ages,577505
English providers,2016,June deadline applications,Men,All ages,843855
English providers,2016,June deadline applications,Women,All ages,1133110
English providers,2017,June deadline applications,Total,All ages,1885050
English providers,2017,June deadline applications,White ethnic group,All ages,1290650
English providers,2017,June deadline applications,Black ethnic group,All ages,180730
English providers,2017,June deadline applications,Asian ethnic group,All ages,263650
English providers,2017,June deadline applications,Mixed ethnic group,All ages,93350
English providers,2017,June deadline applications,Other ethnic group,All ages,39695
English providers,2017,June deadline applications,POLAR4 Q1,All ages,235425
English providers,2017,June deadline applications,POLAR4 Q2,All ages,297160
English providers,2017,June deadline applications,POLAR4 Q3,All ages,359875
English providers,2017,June deadline applications,POLAR4 Q4,All ages,432280
English providers,2017,June deadline applications,POLAR4 Q5,All ages,557670
English providers,2017,June deadline applications,Men,All ages,814190
English providers,2017,June deadline applications,Women,All ages,1070860
English providers,2018,June deadline applications,Total,All ages,1803580
English providers,2018,June deadline applications,White ethnic group,All ages,1215695
English providers,2018,June deadline applications,Black ethnic group,All ages,171760
English providers,2018,June deadline applications,Asian ethnic group,All ages,266290
English providers,2018,June deadline applications,Mixed ethnic group,All ages,92495
English providers,2018,June deadline applications,Other ethnic group,All ages,40330
English providers,2018,June deadline applications,POLAR4 Q1,All ages,223965
English providers,2018,June deadline applications,POLAR4 Q2,All ages,284010
English providers,2018,June deadline applications,POLAR4 Q3,All ages,339660
English providers,2018,June deadline applications,POLAR4 Q4,All ages,416340
English providers,2018,June deadline applications,POLAR4 Q5,All ages,536975
English providers,2018,June deadline applications,Men,All ages,776375
English providers,2018,June deadline applications,Women,All ages,1027205
English providers,2019,June deadline applications,Total,All ages,1790965
English providers,2019,June deadline applications,White ethnic group,All ages,1172865
English providers,2019,June deadline applications,Black ethnic group,All ages,177540
English providers,2019,June deadline applications,Asian ethnic group,All ages,282560
English providers,2019,June deadline applications,Mixed ethnic group,All ages,96520
English providers,2019,June deadline applications,Other ethnic group,All ages,44185
English providers,2019,June deadline applications,POLAR4 Q1,All ages,225385
English providers,2019,June deadline applications,POLAR4 Q2,All ages,278635
English providers,2019,June deadline applications,POLAR4 Q3,All ages,339580
English providers,2019,June deadline applications,POLAR4 Q4,All ages,412075
English providers,2019,June deadline applications,POLAR4 Q5,All ages,532640
English providers,2019,June deadline applications,Men,All ages,767760
English providers,2019,June deadline applications,Women,All ages,1023205
English providers,2020,June deadline applications,Total,All ages,1813075
English providers,2020,June deadline applications,White ethnic group,All ages,1163265
English providers,2020,June deadline applications,Black ethnic group,All ages,187335
English providers,2020,June deadline applications,Asian ethnic group,All ages,296020
English providers,2020,June deadline applications,Mixed ethnic group,All ages,100935
English providers,2020,June deadline applications,Other ethnic group,All ages,47095
English providers,2020,June deadline applications,POLAR4 Q1,All ages,232400
English providers,2020,June deadline applications,POLAR4 Q2,All ages,285565
English providers,2020,June deadline applications,POLAR4 Q3,All ages,341375
English providers,2020,June deadline applications,POLAR4 Q4,All ages,413785
English providers,2020,June deadline applications,POLAR4 Q5,All ages,537545
English providers,2020,June deadline applications,Men,All ages,765035
English providers,2020,June deadline applications,Women,All ages,1048040
English providers,2021,June deadline applications,Total,All ages,1964190
English providers,2021,June deadline applications,White ethnic group,All ages,1257265
English providers,2021,June deadline applications,Black ethnic group,All ages,203090
English providers,2021,June deadline applications,Asian ethnic group,All ages,319730
English providers,2021,June deadline applications,Mixed ethnic group,All ages,112865
English providers,2021,June deadline applications,Other ethnic group,All ages,51640
English providers,2021,June deadline applications,POLAR4 Q1,All ages,252815
English providers,2021,June deadline applications,POLAR4 Q2,All ages,312215
English providers,2021,June deadline applications,POLAR4 Q3,All ages,372640
English providers,2021,June deadline applications,POLAR4 Q4,All ages,445880
English providers,2021,June deadline applications,POLAR4 Q5,All ages,578210
English providers,2021,June deadline applications,Men,All ages,818680
English providers,2021,June deadline applications,Women,All ages,1145510
English providers,2010,Offers,Total,All ages,1152445
English providers,2010,Offers,White ethnic group,All ages,887905
English providers,2010,Offers,Black ethnic group,All ages,70030
English providers,2010,Offers,Asian ethnic group,All ages,130880
English providers,2010,Offers,Mixed ethnic group,All ages,41990
English providers,2010,Offers,Other ethnic group,All ages,13050
English providers,2010,Offers,POLAR4 Q1,All ages,120205
English providers,2010,Offers,POLAR4 Q2,All ages,172530
English providers,2010,Offers,POLAR4 Q3,All ages,216600
English providers,2010,Offers,POLAR4 Q4,All ages,271065
English providers,2010,Offers,POLAR4 Q5,All ages,369570
English providers,2010,Offers,Men,All ages,543605
English providers,2010,Offers,Women,All ages,608835
English providers,2011,Offers,Total,All ages,1164570
English providers,2011,Offers,White ethnic group,All ages,891065
English providers,2011,Offers,Black ethnic group,All ages,71440
English providers,2011,Offers,Asian ethnic group,All ages,135035
